longitude,latitude,septic_id,septic_capacity,steel_id,steel_capacity,houses
36.3242676775,32.2985649034,D3-B13-T20,8,,,"D3-B13-H11,D3-B13-H12,D3-B13-H13,D3-B13-H15,D3-B13-H16,D3-B13-H17,D3-B13-H18,D3-B13-H21"
36.3243578135,32.2980473188,D3-B13-T21,8,,,"D3-B13-H4,D3-B13-H5,D3-B13-H6,D3-B13-H8,D3-B13-H9"
36.3245580141,32.2983666839,D3-B13-T22,4,NST-4-1,25,"D3-B13-H1,D3-B13-H2,D3-B13-H3"
36.3246920661,32.2981463435,D3-B14-T1,4,NST-3-13,25,"D3-B14-H1,D3-B14-H2,D3-B14-H3,D3-B14-H4,D3-B14-H5"
36.3249667427,32.2979187359,D3-B14-T2,2,,,D3-B14-H7
36.3253105295,32.298045385,D3-B14-T3,4,NST-3-13,25,"D3-B14-H8,D3-B14-H9"
36.325493516,32.2979484113,D3-B14-T4,4,NST-3-13,25,"D3-B14-H10,D3-B14-H11,D3-B14-H13,D3-B14-H14"
36.3259911105,32.2977697362,D3-B14-T5,4,OST-4-15,25,"D3-B14-H17,D3-B14-H20,D3-B14-H21"
36.3263765406,32.2975911861,D3-B14-T6,4,OST-4-15,25,"D3-B14-H23,D3-B14-H25"
36.322344786,32.2983067441,D4-B1-T1,4,OST-4-6,25,"D4-B1-H37,D4-B1-H38,D4-B1-H39,D4-B1-H40,D4-B1-H41"
36.3224406311,32.298067644,D4-B1-T2,2,NST-4-3,25,"D4-B1-H36,D4-B1-H37"
36.322633709,32.2980456741,D4-B1-T3,4,NST-4-3,25,"D4-B1-H28,D4-B1-H29,D4-B1-H35"
36.3227229537,32.2983692751,D4-B1-T4,8,,,"D4-B1-H26,D4-B1-H27,D4-B1-H30,D4-B1-H31,D4-B1-H32,D4-B1-H33,D4-B1-H34"
36.3229924738,32.2979409998,D4-B1-T5,4,NST-4-3,25,"D4-B1-H20,D4-B1-H21,D4-B1-H22,D4-B1-H23,D4-B1-H24"
36.3231133158,32.2982469455,D4-B1-T6,4,OST-4-6,,"D4-B1-H17,D4-B1-H19,D4-B1-H24,D4-B1-H25"
36.3233835762,32.297992649,D4-B1-T7,4,,,"D4-B1-H14,D4-B1-H15,D4-B1-H16,D4-B1-H17,D4-B1-H18?"
36.3235286788,32.2977677274,D4-B1-T8,4,OST-4-6,25,"D4-B1-H11,D4-B1-H12,D4-B1-H13"
36.323578724,32.2981002438,D4-B1-T9,4,OST-4-6,,"D4-B1-H10,D4-B1-H11"
36.3238453105,32.2980178756,D4-B1-T10,4,OST-4-6,25,"D4-B1-H7,D4-B1-H8,D4-B1-H9"
36.3239577466,32.29763765,D4-B1-T11,8,OST-4-6,25,"D4-B1-H1,D4-B1-H2,D4-B1-H3,D4-B1-H4,D4-B1-H5,D4-B1-H6"
36.32463217,32.2975555327,D4-B2-T1,4,,,"D4-B2-H1,D4-B2-H2,D4-B2-H3,D4-B2-H4,D4-B2-H5"
36.3246668489,32.2978619627,D4-B2-T2,4,NST-3-13,25,"D4-B2-H6,D4-B2-H7"
36.325003053,32.2974203945,D4-B2-T3,4,,,"D4-B2-H9,D4-B2-H10,D4-B2-H11,D4-B2-H12"
36.3250209081,32.2977294668,D4-B2-T4,2,NST-3-13,25,D4-B2-H8
36.3253517843,32.2975807443,D4-B2-T5,8,,,"D4-B2-H13,D4-B2-H15,D4-B2-H16,D4-B2-H17,D4-B2-H18,D4-B2-H19,"
36.3256403543,32.2973788652,D4-B2-T6,8,OST-4-15,25,"D4-B2-H20,D4-B2-H21,D4-B2-H24,D4-B2-H25,D4-B2-H26,D4-B2-H27,D4-B2-H28"
36.3258332847,32.2970476109,D4-B2-T7,4,,,"D4-B2-H30,D4-B2-H34,D4-B2-H35"
36.3260140954,32.2973927441,D4-B2-T8,4,OST-4-15,25,"D4-B2-H31,D4-B2-H32,D4-B2-H33"
36.3261755159,32.2972587621,D4-B2-T9,4,OST-4-15,25,"D4-B2-H38,D4-B2-H39,D4-B2-H40"
36.3262145831,32.296969384,D4-B2-T10,4,OST-4-15,25,"D4-B2-H36,D4-B2-H37"
36.3264674966,32.2968136436,D4-B2-T11,2,,,D4-B2-H44
36.3265242542,32.2970158801,D4-B2-T12,4,OST-4-15,25,"D4-B2-H41,D4-B2-H42,D4-B2-H45"
36.3268160747,32.2967903672,D4-B2-T13,4,,,"D4-B2-H46,D4-B2-H47,D4-B2-H48,D4-B2-H49"
36.3207875404,32.2986949164,D4-B3-T1,4,,,"D4-B3-H82,D4-B3-H83"
36.3211160064,32.2985778169,D4-B3-T2,4,,,"D4-B3-H75,D4-B3-H76,D4-B3-H77,D4-B3-H81"
36.3211334454,32.2979906708,D4-B3-T3,4,OST-4-2,25,"D4-B3-H80,D4-B5-H48,D4-B5-H49,D4-B5-H50"
36.3211608297,32.2981532595,D4-B3-T4,4,NST-4-3,25,"D4-B3-H78,D4-B3-H79"
36.3212604644,32.2978953004,D4-B3-T5,8,OST-4-2,25,"D4-B3-H68,D4-B3-H69,D4-B3-H70,D4-B3-H71,D4-B5-H46,D4-B5-H47"
36.3213978313,32.2981458067,D4-B3-T6,4,NST-4-3,25,"D4-B3-H67,D4-B3-H72"
36.3215130471,32.2980887002,D4-B3-T7,4,NST-4-3,25,"D4-B3-H60,D4-B3-H61,D4-B3-H62,D4-B3-H63"
36.3216078107,32.2984425226,D4-B3-T8,4,,,"D4-B3-H65,D4-B3-H73,D4-B3-H74"
36.3217718263,32.2982731653,D4-B3-T9,4,NST-4-3,25,"D4-B3-H59,D4-B3-H64,D4-B3-H66"
36.321782328,32.2977680673,D4-B3-T10,8,NST-4-3,25,"D4-B3-H52,D4-B3-H53,D4-B3-H54,D4-B3-H55"
36.3219668026,32.2983235857,D4-B3-T11,2,,,D4-B3-H58
36.3219728569,32.2982198314,D4-B3-T12,4,,,"D4-B3-H48,D4-B3-H49,D4-B3-H50,D4-B3-H51,D4-B3-H56,D4-B3-H57"
36.3220702477,32.2977392054,D4-B3-T13,4,NST-4-3,25,"D4-B3-H43,D4-B3-H44,D4-B3-H45"
36.3221388068,32.2980940258,D4-B3-T14,4,NST-4-3,,D4-B3-H48
36.3222839074,32.2975255142,D4-B3-T15,8,NST-4-3,,"D4-B3-H37,D4-B3-H38,D4-B3-H39,D4-B3-H40,D4-B3-H41,D4-B3-H42"
36.3223145024,32.297946233,D4-B3-T16,2,NST-4-3,25,D4-B3-H46
36.3224817123,32.297466322,D4-B3-T17,8,,,"D4-B3-H30,D4-B3-H32,D4-B3-H33,D4-B3-H34,D4-B3-H35,D4-B3-H36"
36.3226728163,32.2975090974,D4-B3-T18,2,,,D4-B3-H31
36.3227850288,32.2973663641,D4-B3-T19,4,,,"D4-B3-H25,D4-B3-H26,D4-B3-H27,D4-B3-H28,D4-B3-H29"
36.3231897238,32.2974786603,D4-B3-T20,4,,,"D4-B3-H20,D4-B3-H21,D4-B3-H22,D4-B3-H23"
36.3232689643,32.2971792928,D4-B3-T21,2,,,D4-B3-H16
36.3233830753,32.2971357409,D4-B3-T22,2,,,"D4-B3-H14,D4-B3-H15"
36.3234569771,32.2974955443,D4-B3-T23,4,OST-4-6,25,"D4-B3-H10,D4-B3-H12,D4-B3-H17,D4-B3-H18,D4-B3-H19"
36.3235527264,32.2970891724,D4-B3-T24,2,,,D4-B3-H13
36.3236850619,32.2974177437,D4-B3-T25,4,OST-4-6,25,"D4-B3-H10,D4-B3-H11"
36.3238232026,32.2974807211,D4-B3-T26,2,OST-4-6,25,D4-B3-H2
36.3238230537,32.297376028,D4-B3-T27,2,OST-4-6,25,D4-B3-H9
36.3238413633,32.297055437,D4-B3-T28,8,,,"D4-B3-H1,D4-B3-H3,D4-B3-H4,D4-B3-H5,D4-B3-H6,D4-B3-H7,D4-B3-H8"
36.3241804305,32.2971087435,D4-B4-T1,4,,,"D4-B4-H5,D4-B4-H6,D4-B4-H7,D4-B4-H8"
36.3243140512,32.2973206625,D4-B4-T2,8,,,"D4-B4-H1,D4-B4-H2,D4-B4-H9,D4-B4-H10,D4-B4-H11,"
36.3243104901,32.2968130212,D4-B4-T3,8,,,"D4-B4-H14,D4-B4-H15,D4-B4-H16,D4-B4-H17,D4-B4-H18,D4-B4-H19,D4-B4-H20"
36.3247315984,32.296659433,D4-B4-T4,4,,,"D4-B4-H28,D4-B4-H29,D4-B4-H30"
36.3247861779,32.2969997801,D4-B4-T5,4,,,"D4-B4-H21,D4-B4-H27"
36.3248721333,32.2965104417,D4-B4-T6,2,,,D4-B4-H32
36.3249028336,32.2972966958,D4-B4-T7,4,,,"D4-B4-H12,D4-B4-H13,D4-B4-H22,D4-B4-H23,D4-B4-H24"
36.3249262831,32.2966747857,D4-B4-T8,4,,,"D4-B4-H33,D4-B4-H34,D4-B4-H35"
36.3250953015,32.2970349352,D4-B4-T9,2,,,D4-B4-H36
36.3251040246,32.2966415039,D4-B4-T10,4,,,"D4-B4-H38,D4-B4-H39,D4-B4-H40,D4-B4-H42"
36.3251584979,32.2965522169,D4-B4-T11,2,,,D4-B4-H41
36.3253224336,32.2965327691,D4-B4-T12,8,,,"D4-B4-H43,D4-B4-H44,D4-B4-H47,D4-B4-H48,D4-B4-H49"
36.3255162781,32.2964546702,D4-B4-T13,4,,,D4-B4-H50
36.3257296067,32.2966139798,D4-B4-T14,4,,,"D4-B4-H51,D4-B4-H52,D4-B4-H53,D4-B4-H54"
36.3258083078,32.2963918759,D4-B4-T15,4,,,"D4-B4-H55,D4-B4-H56,D4-B4-H57"
36.325973543,32.2963916018,D4-B4-T16,4,,,"D4-B4-H58,D4-B4-H59,D4-B4-H60,D4-B4-H61,D4-B4-H62"
36.326313322,32.2964077463,D4-B4-T17,8,,,"D4-B4-H63,D4-B4-H64,D4-B4-H65,D4-B4-H66,D4-B4-H67,D4-B4-H68"
36.3266234213,32.2963256449,D4-B4-T18,4,,,"D4-B4-H69,D4-B4-H70,D4-B4-H71,D4-B4-H72,D4-B4-H73,D4-B4-H74"
36.3213059913,32.2976924682,D4-B5-T1,4,OST-4-1,,"D4-B5-H42,D4-B5-H43,D4-B5-H44,D4-B5-H45"
36.3217748282,32.2975089424,D4-B5-T2,4,NST-4-3,25,"D4-B5-H36,D4-B5-H37,D4-B5-H38,D4-B5-H39,D4-B5-H40,D4-B5-H41"
36.3219539717,32.2973582178,D4-B5-T3,4,NST-4-3,25,"D4-B5-H30,D4-B5-H31,D4-B5-H33,D4-B5-H34,D4-B5-H35"
36.3222813779,32.2973931125,D4-B5-T4,8,,,"D4-B5-H26,D4-B5-H27,D4-B5-H28,D4-B5-H29,D4-B5-H30,D4-B5-H32"
36.32242989,32.2973686478,D4-B5-T5,4,NST-4-3,25,"D4-B5-H22,D4-B5-H23,D4-B5-H24,D4-B5-H25"
36.3226762346,32.297260453,D4-B5-T6,8,,,"D4-B5-H18,D4-B5-H19,D4-B5-H20,D4-B5-H21"
36.3229228439,32.2970329414,D4-B5-T7,8,NST-4-3,25,"D4-B5-H12,D4-B5-H13,D4-B5-H14,D4-B5-H15,D4-B5-H16,D4-B5-H17"
36.3233011205,32.2970840273,D4-B5-T8,2,,,"D4-B5-H7,D4-B5-H11"
36.323388863,32.2968519411,D4-B5-T9,8,NST-4-3,25,"D4-B5-H5,D4-B5-H8,D4-B5-H9,D4-B5-H10"
36.3236084082,32.296798771,D4-B5-T10,4,NST-4-3,25,"D4-B5-H2,D4-B5-H3,D4-B5-H4,D4-B5-H6"
36.3238294491,32.2969114664,D4-B5-T11,2,,,D4-B5-H1
36.3238175524,32.2961981342,D4-B6-T1,4,,,"D4-B6-H4,D4-B6-H5,D4-B6-H6,D4-B6-H7,D4-B6-H8,D4-B6-H9"
36.324045368,32.2967195927,D4-B6-T2,4,,,"D4-B6-H1,D4-B6-H2,D4-B6-H3,D4-B6-H11,D4-B6-H12,D4-B6-H13"
36.3241251898,32.2961345991,D4-B6-T3,8,,,"D4-B6-H17,D4-B6-H18,D4-B6-H19,D4-B6-H20,D4-B6-H21,D4-B6-H22,D4-B6-H28"
36.3242424337,32.2966446426,D4-B6-T4,2,,,"D4-B6-H14,D4-B6-H15"
36.3243874547,32.2965703359,D4-B6-T5,4,,,"D4-B6-H16,D4-B6-H23,D4-B6-H25,D4-B6-H26"
36.3244375414,32.2959800955,D4-B6-T6,4,,,"D4-B6-H29,D4-B6-H30,D4-B6-H37,D4-B6-H38"
36.3245300563,32.2966162122,D4-B6-T7,2,,,D4-B6-H24
36.3245457704,32.2963829519,D4-B6-T8,4,,,"D4-B6-H31,D4-B6-H32,D4-B6-H33,D4-B6-H34,D4-B6-H35,D4-B6-H36"
36.3248220648,32.296196597,D4-B6-T9,4,,,"D4-B6-H44,D4-B6-H45,"
36.3250336549,32.295820533,D4-B6-T10,4,,,"D4-B6-H50,D4-B6-H51,D4-B6-H52"
36.3251487031,32.2963111694,D4-B6-T11,4,,,"D4-B6-H46,D4-B6-H47,D4-B6-H48,D4-B6-H49,D4-B6-H53"
36.3252475607,32.2957898292,D4-B6-T12,4,,,"D4-B6-H60,D4-B6-H61,D4-B6-H68"
36.3253644729,32.2962987909,D4-B6-T13,8,,,"D4-B6-H54,D4-B6-H55,D4-B6-H56,D4-B6-H57,D4-B6-H58,D4-B6-H63,D4-B6-H64"
36.3254883053,32.2959738007,D4-B6-T14,4,,,"D4-B6-H66,D4-B6-H67,D4-B6-H69,D4-B6-H70"
36.3259497606,32.2961700523,D4-B6-T15,4,,,"D4-B6-H65,D4-B6-H72,D4-B6-H73,D4-B6-H74,D4-B6-H76"
36.3259944582,32.2956254633,D4-B6-T16,8,,,"D4-B6-H78,D4-B6-H79,D4-B6-H86,D4-B6-H87,D4-B6-H88"
36.3262368689,32.2961110002,D4-B6-T17,8,,,"D4-B6-H80,D4-B6-H81,D4-B6-H82,D4-B6-H83,D4-B6-H84"
36.3263710395,32.2960783747,D4-B6-T18,4,,,"D4-B6-H91,D4-B6-H92,D4-B6-H93,D4-B6-H94"
36.3264075607,32.2957135277,D4-B6-T19,4,,,"D4-B6-H89,D4-B6-H95,D4-B6-H96"
36.3215501174,32.2967267148,D4-B7-T1,2,OST-4-4,,D4-B7-H54
36.3217679015,32.2971863617,D4-B7-T2,2,NST-4-3,25,D4-B7-H51
36.3217761338,32.2970825193,D4-B7-T3,8,OST-4-4,,"D4-B7-H48,D4-B7-H49,D4-B7-H50,D4-B7-H52,D4-B7-H53"
36.321827952,32.2966628367,D4-B7-T4,4,OST-4-4,,"D4-B7-H44,D4-B7-H45,D4-B7-H46,D4-B7-H47"
36.3219717778,32.2970398068,D4-B7-T5,2,OST-4-4,,"D4-B7-H42,D4-B7-H43"
36.3219893148,32.2966207039,D4-B7-T6,8,OST-4-4,,"D4-B7-H33,D4-B7-H34,D4-B7-H35,D4-B7-H36,D4-B7-H37,D4-B7-H38,D4-B7-H41"
36.3223108702,32.2968831,D4-B7-T7,4,OST-4-4,,"D4-B7-H31,D4-B7-H32,D4-B7-H39,D4-B7-H40"
36.3224019063,32.2966149952,D4-B7-T8,4,OST-4-4,,"D4-B7-H28,D4-B7-H29,D4-B7-H30"
36.322588311,32.2969456041,D4-B7-T9,4,OST-4-4,,"D4-B7-H26,D4-B7-H27"
36.3228014527,32.2965183229,D4-B7-T10,4,OST-4-4,,"D4-B7-H13,D4-B7-H17,D4-B7-H20,D4-B7-H23,D4-B7-H24"
36.3228190134,32.2962244565,D4-B7-T11,8,OST-4-4,,"D4-B7-H14,D4-B7-H15,D4-B7-H16,D4-B7-H17,D4-B7-H21,D4-B7-H22"
36.3229337065,32.2966529581,D4-B7-T12,4,OST-4-4,,"D4-B7-H19,D4-B7-H25"
36.3231115748,32.2962157293,D4-B7-T13,4,OST-4-4,,"D4-B7-H8,D4-B7-H9,D4-B7-H10"
36.3231191405,32.2965978594,D4-B7-T14,2,OST-4-4,,D4-B7-H18
36.3233521188,32.2961877545,D4-B7-T15,4,OST-4-4,,"D4-B7-H2,D4-B7-H3,D4-B7-H4,D4-B7-H5,D4-B7-H7"
36.3233872134,32.2965592784,D4-B7-T16,4,OST-4-4,,"D4-B7-H1,D4-B7-H6,D4-B7-H11,D4-B7-H12"
36.3236646908,32.2956843321,D4-B8-T1,4,OST-4-12,25,"D4-B8-H3,D4-B8-H4,D4-B8-H5,D4-B8-H17"
36.3237303618,32.2960755623,D4-B8-T2,4,,,"D4-B8-H1,D4-B8-H2,D4-B8-H6,D4-B8-H7,D4-B8-H8,D4-B8-H9"
36.3240139311,32.2956129043,D4-B8-T3,8,OST-4-12,25,"D4-B8-H13,D4-B8-H14,D4-B8-H15,D4-B8-H16,D4-B8-H18,D4-B8-H19,D4-B8-H20,D4-B8-H21"
36.3241213052,32.2959819665,D4-B8-T4,4,,,"D4-B8-H10,D4-B8-H11,D4-B8-H12,D4-B8-H22"
36.3242875806,32.2955936794,D4-B8-T5,4,OST-4-12,25,"D4-B8-H26,D4-B8-H27"
36.3243789714,32.2958079434,D4-B8-T6,4,OST-4-12,25,"D4-B8-H23,D4-B8-H24,D4-B8-H25"
36.3246556188,32.2956248063,D4-B8-T7,4,OST-4-12,25,"D4-B8-H28,D4-B8-H29"
36.3247493758,32.2958398632,D4-B8-T8,4,,,"D4-B6-H39,D4-B6-H40,D4-B8-H29,D4-B8-H30"
36.3248016621,32.2955260888,D4-B8-T9,4,OST-4-12,25,"D4-B8-H31,D4-B8-H32,D4-B8-H34,D4-B8-H35"
36.3250710729,32.2954765694,D4-B8-T10,4,OST-4-12,25,"D4-B8-H36,D4-B8-H37"
36.3253498398,32.2953460799,D4-B8-T11,4,OST-4-12,25,"D4-B8-H38,D4-B8-H39,D4-B8-H41,D4-B8-H42"
36.3255933351,32.2952876953,D4-B8-T12,4,OST-4-12,25,"D4-B8-H44,D4-B8-H45"
36.3258260751,32.295278258,D4-B8-T13,4,OST-4-12,25,"D4-B8-H47,D4-B8-H48"
36.3261668489,32.2949306685,D4-B8-T14,4,,,"D4-B8-H49,D4-B8-H50"
36.3198306181,32.2968719192,D4-B9-T1,4,,,"D4-B9-H81,D4-B9-H83,D4-B9-H84,D4-B9-H85,D4-B9-H86"
36.3204349385,32.2966480258,D4-B9-T2,8,,,"D4-B9-H73,D4-B9-H74,D4-B9-H75,D4-B9-H76,D4-B9-H77,D4-B9-H78,D4-B9-H79,D4-B9-H80"
36.3206266672,32.2971373898,D4-B9-T3,4,,,"D4-B9-H68,D4-B9-H69,D4-B9-H70,D4-B9-H71,D4-B9-H72"
36.3208061636,32.2969007105,D4-B9-T4,4,,,"D4-B9-H53,D4-B9-H54,D4-B9-H58,D4-B9-H59,D4-B9-H60"
36.3208065513,32.2965987008,D4-B9-T5,4,,,"D4-B9-H55,D4-B9-H56,D4-B9-H57"
36.3209264747,32.2974345502,D4-B9-T6,4,OST-4-2,25,"D4-B9-H64,D4-B9-H65,D4-B9-H66,D4-B9-H67"
36.3209650048,32.2965590459,D4-B9-T7,4,,,"D4-B9-H39,D4-B9-H40,D4-B9-H42,D4-B9-H43,D4-B9-H44"
36.3210191704,32.2973141048,D4-B9-T8,2,OST-4-2,25,"D4-B9-H49,D4-B9-H62"
36.3210247836,32.2976655286,D4-B9-T9,2,OST-4-2,25,D4-B9-H63
36.3210595031,32.2963433475,D4-B9-T10,4,NST-4-1,25,"D4-B9-H22,D4-B9-H23,D4-B9-H41"
36.3211462098,32.296398167,D4-B9-T11,4,,,"D4-B9-H24,D4-B9-H25"
36.321245371,32.297245183,D4-B9-T12,8,OST-4-2,,"D4-B9-H45,D4-B9-H46,D4-B9-H47,D4-B9-H48,D4-B9-H49,D4-B9-H50,D4-B9-H51,D4-B9-H52"
36.3213004533,32.296624506,D4-B9-T13,8,,,"D4-B9-H26,D4-B9-H27,D4-B9-H28,D4-B9-H36,D4-B9-H37,D4-B9-H38"
36.3215145415,32.2970067358,D4-B9-T14,4,,,"D4-B9-H29,D4-B9-H31,D4-B9-H33,D4-B9-H35"
36.321555678,32.2971837101,D4-B9-T15,2,,,D4-B9-H32
36.3219700924,32.2963605474,D4-B9-T16,8,OST-4-4,25,"D4-B9-H16,D4-B9-H17,D4-B9-H18,D4-B9-H19,D4-B9-H21"
36.322460144,32.296172507,D4-B9-T17,4,OST-4-4,25,"D4-B9-H13,D4-B9-H14,D4-B9-H15"
36.322703649,32.2961386801,D4-B9-T18,4,OST-4-4,25,"D4-B9-H9,D4-B9-H10,D4-B9-H11,D4-B9-H12"
36.32306311,32.2960183709,D4-B9-T19,4,OST-4-4,25,"D4-B9-H7,D4-B9-H8"
36.3231787219,32.2958113315,D4-B9-T20,8,OST-4-4,,"D4-B9-H1,D4-B9-H2,D4-B9-H3,D4-B9-H4,D4-B9-H5,D4-B9-H6"
36.3234172495,32.2952104802,D4-B10-T1,8,NST-4-8,25,"D4-B10-H2,D4-B10-H3,D4-B10-H4,D4-B10-H5,D4-B10-H6,D4-B10-H7,D4-B10-H8"
36.3234960656,32.2955882697,D4-B10-T2,2,NST-4-8,25,D4-B10-H1
36.3237011618,32.2951308827,D4-B10-T3,4,NST-4-8,25,"D4-B10-H11,D4-B10-H13,D4-B10-H14,D4-B10-H15"
36.3238475441,32.2954256508,D4-B10-T4,8,NST-4-8,25,"D4-B10-H15,D4-B10-H16,D4-B10-H17,D4-B10-H18,D4-B10-H19"
36.3239068495,32.2949525991,D4-B10-T5,4,NST-4-8,25,"D4-B10-H12,D4-B10-H20"
36.3241399632,32.2949638645,D4-B10-T6,2,NST-4-8,25,D4-B10-H21
36.3241608065,32.2952531337,D4-B10-T7,8,NST-4-8,25,"D4-B10-H22,D4-B10-H23,D4-B10-H24,D4-B10-H25,D4-B10-H26,D4-B10-H27"
36.3244232465,32.2949661475,D4-B10-T8,4,NST-4-8,25,"D4-B10-H29,D4-B10-H30,D4-B10-H31,D4-B10-H32"
36.3245500982,32.2947760159,D4-B10-T9,4,NST-4-8,25,"D4-B10-H37,D4-B10-H38,D4-B10-H39"
36.3247059362,32.2950809449,D4-B10-T10,4,NST-4-8,25,"D4-B10-H33,D4-B10-H34,D4-B10-H42"
36.3248583302,32.2946988963,D4-B10-T11,4,NST-4-8,25,"D4-B10-H46,D4-B10-H47"
36.325028681,32.2951555918,D4-B10-T12,2,NST-4-8,25,D4-B10-H44
36.3251598267,32.2945735509,D4-B10-T13,4,NST-4-8,25,"D4-B10-H48,D4-B10-H56"
36.3252324053,32.2948555364,D4-B10-T14,4,NST-4-8,25,"D4-B10-H53,D4-B10-H54,D4-B10-H59,D4-B10-H61"
36.3254915555,32.2945289388,D4-B10-T15,8,NST-4-8,25,"D4-B10-H63,D4-B10-H65,D4-B10-H66,D4-B10-H67,D4-B10-H68,D4-B10-H69"
36.3194607946,32.2964559307,D4-B11-T1,4,,,"D4-B11-H70,D4-B11-H71,D4-B11-H72,D4-B11-H73"
36.3195588116,32.2963874082,D4-B11-T2,2,NST-4-1,25,D4-B11-H69
36.3197256572,32.296432191,D4-B11-T3,2,NST-4-1,25,"D4-B11-H66,D4-B11-H68"
36.3198843935,32.2966565351,D4-B11-T4,8,NST-4-1,,"D4-B11-H64,D4-B11-H65"
36.3199207134,32.2962895784,D4-B11-T5,8,NST-4-1,25,"D4-B11-H54,D4-B11-H57,D4-B11-H60,D4-B11-H61,D4-B11-H62,D4-B11-H63"
36.320025008,32.2962207083,D4-B11-T6,2,NST-4-1,25,D4-B11-H59
36.3202501228,32.2964742375,D4-B11-T7,4,NST-4-1,25,"D4-B11-H55,D4-B11-H56,D4-B11-H58"
36.320276558,32.2963419217,D4-B11-T8,4,NST-4-1,25,"D4-B11-H47,D4-B11-H48,D4-B11-H51,D4-B11-H53"
36.3204479503,32.2961298291,D4-B11-T9,8,NST-4-1,,"D4-B11-H44,D4-B11-H45,D4-B11-H46,D4-B11-H49,D4-B11-H50"
36.3207199592,32.2960514347,D4-B11-T10,4,NST-4-1,25,"D4-B11-H40,D4-B11-H41,D4-B11-H42,D4-B11-H43"
36.3210311521,32.295956742,D4-B11-T11,4,NST-4-1,25,"D4-B11-H38,D4-B11-H39"
36.3213551202,32.2960447831,D4-B11-T12,2,NST-4-1,25,D4-B11-H37
36.3215050701,32.2960701661,D4-B11-T13,4,,,"D4-B11-H31,D4-B11-H35,D4-B11-H36"
36.3216234049,32.2957690183,D4-B11-T14,4,NST-4-1,25,"D4-B11-H32,D4-B11-H33"
36.3219115276,32.295670407,D4-B11-T15,4,NST-4-1,25,"D4-B11-H24,D4-B11-H25,D4-B11-H27,D4-B11-H28"
36.3221692026,32.2957427133,D4-B11-T16,2,NST-4-1,25,D4-B11-H23
36.3223144347,32.2959100835,D4-B11-T17,4,OST-4-4,25,"D4-B11-H20,D4-B11-H21"
36.3224698741,32.2956850605,D4-B11-T18,8,NST-4-1,25,"D4-B11-H12,D4-B11-H15,D4-B11-H16,D4-B11-H17,D4-B11-H18"
36.3227449989,32.2954189243,D4-B11-T19,4,NST-4-1,25,"D4-B11-H5,D4-B11-H6,D4-B11-H7,D4-B11-H10,D4-B11-H11"
36.3230194026,32.295406096,D4-B11-T20,4,NST-4-1,25,"D4-B11-H1,D4-B11-H2,D4-B11-H3"
36.3230029458,32.2943991141,D4-B12-T1,4,,,"D4-B12-H5,D4-B12-H6,D4-B12-H9,D4-B12-H10"
36.3231533716,32.2945113023,D4-B12-T2,4,,,"D4-B12-H4,D4-B12-H11"
36.3232413657,32.2950346872,D4-B12-T3,4,NST-4-8,25,"D4-B12-H1,D4-B12-H2"
36.3234537349,32.2949075579,D4-B12-T4,4,NST-4-8,25,"D4-B12-H3,D4-B12-H12,D4-B12-H13,D4-B12-H14"
36.3236849185,32.2949012016,D4-B12-T5,4,NST-4-8,25,"D4-B12-H15,D4-B12-H18"
36.3243458827,32.2945081357,D4-B12-T6,2,NST-4-8,25,D4-B12-H19
36.3247903924,32.2944206222,D4-B12-T7,4,NST-4-8,25,"D4-B12-H20,D4-B12-H21,D4-B12-H22"
36.3250526784,32.2935515889,D4-B12-T8,2,,,D4-B12-H31
36.3250596644,32.2934158811,D4-B12-T9,2,,,D4-B12-H33
36.3251199304,32.2943761259,D4-B12-T10,4,NST-4-8,25,"D4-B12-H23,D4-B12-H24"
36.3251340195,32.2939439759,D4-B12-T11,8,,,"D4-B12-H28,D4-B12-H29,D4-B12-H30"
36.3253282911,32.2937015089,D4-B12-T12,8,,,"D4-B12-H35,D4-B12-H36,D4-B12-H37,D4-B12-H38"
36.3254109589,32.2940934469,D4-B12-T13,8,,,"D4-B12-H24,D4-B12-H25,D4-B12-H26,D4-B12-H40,D4-B12-H41"
36.3190545643,32.2954808092,D4-B13-T1,8,,,"D4-B13-H98,D4-B13-H99,D4-B13-H100,D4-B13-H101,D4-B13-H102,D4-B13-H114"
36.3190648178,32.2956492551,D4-B13-T2,8,NST-4-1,25,"D4-B13-H96,D4-B13-H97,D4-B13-H103,D4-B13-H104,D4-B13-H112,D4-B13-H113"
36.3191338644,32.2960112369,D4-B13-T3,2,NST-4-1,25,D4-B13-H111
36.3191901709,32.2959684559,D4-B13-T4,4,NST-4-1,25,"D4-B13-H95,D4-B13-H105,D4-B13-H106"
36.3192717072,32.2963430159,D4-B13-T5,4,,,"D4-B13-H92,D4-B13-H108,D4-B13-H109,D4-B13-H110"
36.3194159645,32.2960337775,D4-B13-T6,8,NST-4-1,,"D4-B13-H87,D4-B13-H88,D4-B13-H89,D4-B13-H90,D4-B13-H91,D4-B13-H93,D4-B13-H107"
36.3198220751,32.296140043,D4-B13-T7,8,NST-4-1,25,"D4-B13-H79,D4-B13-H80,D4-B13-H84,D4-B13-H85,D4-B13-H86"
36.3199776968,32.2959006494,D4-B13-T8,4,NST-4-1,25,"D4-B13-H78,D4-B13-H81,D4-B13-H82"
36.3201390478,32.295159905,D4-B13-T9,4,,,"D4-B13-H67,D4-B13-H68,D4-B13-H74"
