longitude,latitude,septic_id,septic_capacity,steel_id,steel_capacity,houses
36.3406076467,32.2915490324,D7-B12-T3,4,OST-7-9,25,"D7-B12-H13,D7-B12-H14,D7-B12-H16,D7-B12-H17,D7-B12-H19,D7-B12-H21"
36.3408263754,32.2914672857,D7-B12-T4,4,OST-7-9,25,"D7-B12-H22,D7-B12-H23,D7-B12-H24,D7-B12-H25,D7-B12-H26,D7-B12-H27"
36.3411990451,32.2917412748,D7-B12-T5,4,,,"D7-B12-H29,D7-B12-H30,D7-B12-H31,D7-B12-H32,D7-B12-H33,D7-B12-H35,D7-B12-H38,D7-B12-H41"
36.3412619001,32.2913493476,D7-B12-T6,4,OST-7-9,25,"D7-B12-H38,D7-B12-H40,D7-B12-H42"
36.3416736409,32.2915063661,D7-B12-T7,8,,,"D7-B12-H41,D7-B12-H42,D7-B12-H43,D7-B12-H45,D7-B12-H47,D7-B12-H49,D7-B12-H51,D7-B12-H55"
36.3419869846,32.2910806883,D7-B12-T8,8,OST-7-15,25,"D7-B12-H56,D7-B12-H58,D7-B12-H61,D7-B12-H62,D7-B12-H64,D7-B12-H66,"
36.3424498705,32.290971363,D7-B12-T9,8,OST-7-15,25,"D7-B12-H20,D7-B12-H69,D7-B12-H71,D7-B12-H72,D7-B12-H73,D7-B12-H74,D7-B12-H75,D7-B12-H76,D7-B12-H81"
36.3377460445,32.2930601088,D7-B13-T1,2,,,D7-B13-H1
36.3379945743,32.2934888593,D7-B13-T2,4,OST-7-1,25,"D7-B13-H1,D7-B13-H2,D7-B13-H3"
36.3379698384,32.2930128629,D7-B13-T3,2,,,D7-B13-H6
36.3381981752,32.2933495147,D7-B13-T4,4,OST-7-1,25,"D7-B13-H5,D7-B13-H8,D7-B13-H9,"
36.3384113946,32.2933226502,D7-B13-T5,4,OST-7-1,25,"D7-B13-H10,D7-B13-H11,D7-B13-H12,D7-B13-H13,"
36.3386235437,32.2930281831,D7-B13-T6,8,,,"D7-B13-H15,D7-B13-H18,D7-B13-H19,"
36.3388704148,32.2931103006,D7-B13-T7,8,OST-7-1,25,"D7-B13-H20,D7-B13-H21,D7-B13-H22,D7-B13-H23,D7-B13-H25,D7-B13-H27,D7-B13-H28"
36.3390868618,32.2930554,D7-B13-T8,8,OST-7-1,25,"D7-B13-H24,D7-B13-H29,D7-B13-H30,D7-B13-H31,D7-B13-H32"
36.33932235,32.2929727994,D7-B13-T9,4,OST-7-1,25,"D7-B13-H34,D7-B13-H35"
36.3394522126,32.292961775,D7-B13-T10,8,OST-7-1,25,"D7-B13-H36,D7-B13-H39,D7-B13-H40,D7-B13-H41,D7-B13-H48"
36.3396332422,32.2928903402,D7-B13-T11,8,,,"D7-B13-H42,D7-B13-H43,D7-B13-H44,D7-B13-H45,D7-B13-H46,D7-B13-H47,D7-B13-H52,"
36.3397055802,32.2924075123,D7-B13-T12,2,,,D7-B13-H49
36.3399841757,32.2927988839,D7-B13-T13,4,OST-7-1,25,"D7-B13-H46,D7-B13-H51,D7-B13-H53,D7-B13-H55,D7-B13-H56,D7-B13-H57,D7-B13-H58"
36.3401305539,32.2922189262,D7-B13-T14,2,,,"D7-B13-H61,D7-B13-H62"
36.3402119508,32.2924224758,D7-B13-T15,8,OST-7-1,25,"D7-B13-H57,D7-B13-H58,D7-B13-H60"
36.340742102,32.2925420005,D7-B14-T1,4,OST-7-10,25,"D7-B14-H3,D7-B14-H4"
36.34081578,32.2920556067,D7-B14-T2,8,,,"D7-B14-H1,D7-B14-H2,D7-B14-H5,D7-B14-H6,D7-B14-H7,D7-B14-H9,D7-B14-H12,"
36.3412755871,32.2923621367,D7-B14-T3,8,OST-7-10,25,"D7-B14-H11,D7-B14-H12,D7-B14-H13,D7-B14-H14,D7-B14-H15,D7-B14-H16,D7-B14-H29"
36.3412341532,32.2919553787,D7-B14-T4,2,,,"D7-B14-H18,D7-B14-H19"
36.3416084689,32.29226494,D7-B14-T5,8,OST-7-10,25,"D7-B14-H19,D7-B14-H21,D7-B14-H22,D7-B14-H23,D7-B14-H24,D7-B14-H25,D7-B14-H26,D7-B14-H27"
36.341858819,32.2921478187,D7-B14-T6,8,OST-7-10,25,"D7-B14-H28,D7-B14-H29,D7-B14-H30,D7-B14-H32,D7-B14-H33,D7-B14-H34,D7-B14-H35"
36.342113277,32.2920741409,D7-B14-T7,4,OST-7-16,25,"D7-B14-H34,D7-B14-H35,D7-B14-H36,D7-B14-H37,D7-B14-H39,D7-B14-H40,D7-B14-H45,D7-B14-H50,"
36.3424059785,32.2919622722,D7-B14-T8,8,OST-7-16,25,"D7-B14-H43,D7-B14-H44,D7-B14-H46,D7-B14-H50,D7-B14-H51,D7-B14-H52,D7-B14-H54,D7-B14-H56,D7-B14-H57"
36.3428489075,32.2918283655,D7-B14-T9,4,OST-7-16,25,"D7-B14-H53,D7-B14-H55,D7-B14-H56,D7-B14-H58,"
36.3431633052,32.2917187851,D7-B14-T10,4,OST-7-16,25,"D7-B14-H60,D7-B14-H61,D7-B14-H62,"
36.3382249924,32.2939636307,D7-B15-T1,4,OST-7-3,25,"D7-B15-H1,D7-B15-H2,D7-B15-H3,D7-B15-H4,"
36.3385798698,32.2938363083,D7-B15-T2,4,OST-7-3,25,"D7-B15-H3,D7-B15-H6,D7-B15-H7,D7-B15-H9,D7-B15-H10,D7-B15-H11,"
36.3389302278,32.2936684322,D7-B15-T3,4,OST-7-3,25,"D7-B15-H15,"
36.3391732147,32.2936012734,D7-B15-T4,4,OST-7-3,25,"D7-B15-H16,D7-B15-H17,D7-B15-H18,D7-B15-H19,D7-B15-H23"
36.3392711822,32.2936160014,D7-B15-T5,2,OST-7-3,25,D7-B15-H24
36.3392390773,32.2932470027,D7-B15-T6,4,,,"D7-B15-H21,D7-B15-H25"
36.3396486731,32.2934573375,D7-B15-T7,8,OST-7-3,25,"D7-B15-H27,D7-B15-H28,D7-B15-H32,D7-B15-H34,D7-B15-H36,"
36.3399137791,32.293359023,D7-B15-T8,4,OST-7-3,25,"D7-B15-H31,D7-B15-H34,D7-B15-H35,D7-B15-H37,D7-B15-H42"
36.3403160374,32.2932829005,D7-B15-T9,8,OST-7-3,25,"D7-B15-H39,D7-B15-H40,D7-B15-H41,D7-B15-H42,D7-B15-H43,D7-B15-H46"
36.3408956595,32.293031841,D7-B16-T1,8,OST-7-10,25,"D7-B16-H1,D7-B16-H2,D7-B16-H5"
36.3411289366,32.2930002114,D7-B16-T2,4,OST-7-10,25,"D7-B16-H8,D7-B16-H10,D7-B16-H12,D7-B16-H13,D7-B16-H14"
36.3414902467,32.2928428059,D7-B16-T3,4,OST-7-10,25,"D7-B16-H15,D7-B16-H16,D7-B16-H17"
36.3415754082,32.2928344379,D7-B16-T4,4,OST-7-10,25,"D7-B16-H19,D7-B16-H20,D7-B16-H21,"
36.3418829504,32.2927510846,D7-B16-T5,4,OST-7-10,25,"D7-B16-H22,D7-B16-H23,D7-B16-H24"
36.3420153062,32.2926873774,D7-B16-T6,8,OST-7-10,25,"D7-B16-H26,D7-B16-H27,D7-B16-H28,D7-B16-H30"
36.3420987735,32.2926547514,D7-B16-T7,8,OST-7-10,25,"D7-B16-H29,D7-B16-H30,D7-B16-H33,D7-B16-H35,D7-B16-H37,"
36.3424867664,32.2925130358,D7-B16-T8,4,OST-7-16,25,"D7-B16-H16,D7-B16-H36,D7-B16-H38,D7-B16-H39,D7-B16-H40,D7-B16-H41,D7-B16-H42,D7-B16-H43"
36.3426700185,32.2924868944,D7-B16-T9,8,OST-7-16,25,"D7-B16-H41,D7-B16-H45,D7-B16-H46,D7-B16-H47"
36.3429491892,32.2923940652,D7-B16-T10,4,OST-7-16,25,"D7-B16-H48,D7-B16-H49,D7-B16-H51,"
36.3430654655,32.2923564171,D7-B16-T11,8,OST-7-16,25,"D7-B16-H51,D7-B16-H52,D7-B16-H53,D7-B16-H55,D7-B16-H56,D7-B16-H58,"
36.3433799398,32.2923113821,D7-B16-T12,4,OST-7-16,25,"D7-B16-H54,D7-B16-H58,D7-B16-H60,"
36.3384363312,32.29446291,D7-B17-T1,4,OST-7-3,25,"D7-B17-H1,D7-B17-H3,D7-B17-H4,D7-B17-H5,D7-B17-H6,D7-B17-H9,D7-B17-H10,D7-B17-H11,D7-B17-H12,D7-B17-H13"
36.3385638778,32.2944544879,D7-B17-T2,2,OST-7-3,25,D7-B17-H10
36.3389279727,32.2943110407,D7-B17-T3,8,OST-7-3,25,"D7-B17-H14,D7-B17-H15,D7-B17-H16,D7-B17-H17"
36.3390690669,32.2943077532,D7-B17-T4,2,OST-7-3,25,D7-B17-H17
36.3392043607,32.294241084,D7-B17-T5,8,OST-7-3,25,"D7-B17-H17,D7-B17-H18,D7-B17-H20,D7-B17-H21,D7-B17-H22"
36.3393627235,32.2942007354,D7-B17-T6,2,OST-7-3,25,D7-B17-H19
36.3394916813,32.294104502,D7-B17-T7,8,OST-7-3,25,"D7-B17-H23,D7-B17-H24,D7-B17-H25,D7-B17-H29,D7-B17-H30"
36.3396328832,32.2940289064,D7-B17-T8,8,OST-7-3,25,"D7-B17-H28,D7-B17-H30,D7-B17-H31,D7-B17-H32,D7-B17-H37,D7-B17-H38,D7-B17-H40"
36.339792232,32.2940377281,D7-B17-T9,2,OST-7-3,25,D7-B17-H35
36.3400689354,32.2939486488,D7-B17-T10,8,,,"D7-B17-H40,D7-B17-H43,D7-B17-H44,D7-B17-H45,D7-B17-H46,D7-B17-H47,D7-B17-H48,"
36.3404849292,32.2938044336,D7-B17-T11,8,OST-7-3,25,"D7-B17-H45,D7-B17-H49,D7-B17-H50,D7-B17-H51,D7-B17-H53,D7-B17-H54"
36.3406040542,32.2936273338,D7-B17-T12,4,,,"D7-B17-H52,D7-B17-H53,D7-B17-H55"
36.3409789909,32.2937066362,D7-B18-T1,4,OST-7-11,25,"D7-B18-H3,D7-B18-H4"
36.3411154145,32.2936600899,D7-B18-T2,4,OST-7-11,25,"D7-B18-H1,D7-B18-H2,D7-B18-H8,D7-B18-H9"
36.3413724219,32.293558644,D7-B18-T3,8,OST-7-11,25,"D7-B18-H16,D7-B18-H17,D7-B18-H19,"
36.3415797316,32.293472659,D7-B18-T4,8,OST-7-11,25,"D7-B18-H17,D7-B18-H18,D7-B18-H19,D7-B18-H22,D7-B18-H23,D7-B18-H24"
36.3416651624,32.2934653796,D7-B18-T5,8,OST-7-11,25,"D7-B18-H21,D7-B18-H26,D7-B18-H28,D7-B18-H29,D7-B18-H32"
36.3416798337,32.2930205079,D7-B18-T6,2,,,"D7-B18-H38,"
36.34194584,32.2934358916,D7-B18-T7,4,OST-7-11,25,"D7-B18-H30,D7-B18-H32,D7-B18-H35,D7-B18-H36,D7-B18-H37,D7-B18-H38"
36.3420616724,32.2929119952,D7-B18-T8,4,,,"D7-B18-H41,D7-B18-H42,D7-B18-H43,D7-B18-H44,D7-B18-H48,D7-B18-H49"
36.3422427313,32.2933384131,D7-B18-T9,8,OST-7-11,25,"D7-B18-H31,D7-B18-H39,D7-B18-H40,D7-B18-H44,D7-B18-H45,D7-B18-H46"
36.3423282559,32.2928416978,D7-B18-T10,8,OST-7-10,25,"D7-B18-H50,D7-B18-H57,D7-B18-H58"
36.3424890273,32.2932465661,D7-B18-T11,4,OST-7-11,25,"D7-B18-H47,D7-B18-H52,D7-B18-H53,D7-B18-H54,D7-B18-H55,D7-B18-H56"
36.3425472102,32.2926875177,D7-B18-T12,4,OST-7-16,25,"D7-B18-H59,D7-B18-H60,D7-B18-H67"
36.3427333582,32.2931368106,D7-B18-T13,4,OST-7-11,25,"D7-B18-H61,D7-B18-H62,D7-B18-H65,D7-B18-H66"
36.3428848561,32.2930613802,D7-B18-T14,4,OST-7-11,25,"D7-B18-H64,D7-B18-H68,D7-B18-H69,D7-B18-H70,D7-B18-H71,D7-B18-H72"
36.3429751517,32.2927473199,D7-B18-T15,4,,,"D7-B18-H73,D7-B18-H74,D7-B18-H76,D7-B18-H77,D7-B18-H78"
36.3433823266,32.2929786821,D7-B18-T16,4,OST-7-11,25,"D7-B18-H78,D7-B18-H79,D7-B18-H80,D7-B18-H81,D7-B18-H82"
36.3434936959,32.2925368783,D7-B18-T17,2,,,"D7-B18-H83,D7-B18-H84"
36.3436326169,32.29280991,D7-B18-T18,4,OST-7-17,25,"D7-B18-H85,D7-B18-H86"
36.3384901972,32.2951380071,D7-B19-T1,8,OST-7-2,25,"D7-B19-H1,D7-B19-H2,D7-B19-H4,D7-B19-H5,D7-B19-H6"
36.3386320002,32.2951429462,D7-B19-T2,2,OST-7-2,25,D7-B19-H3
36.3388198405,32.2950771136,D7-B19-T3,2,OST-7-2,25,D7-B19-H9
36.3389979783,32.2949858667,D7-B19-T4,4,OST-7-2,25,"D7-B19-H1,D7-B19-H7,D7-B19-H8,D7-B19-H9,D7-B19-H12,"
36.3388717514,32.2945486814,D7-B19-T5,2,,,"D7-B19-H13,D7-B19-H14"
36.3392582043,32.2948243891,D7-B19-T6,8,OST-7-2,25,"D7-B19-H10,D7-B19-H15,D7-B19-H17,D7-B19-H19,D7-B19-H20,"
36.3394889591,32.2947850117,D7-B19-T7,4,OST-7-2,25,"D7-B19-H21,D7-B19-H25,D7-B19-H26"
36.3397128523,32.2947234078,D7-B19-T8,4,OST-7-2,25,"D7-B19-H22,D7-B19-H27,D7-B19-H34,D7-B19-H36,"
36.3398970566,32.2946675095,D7-B19-T9,2,OST-7-2,25,D7-B19-H34
36.3399546351,32.2945781269,D7-B19-T10,8,OST-7-2,25,"D7-B19-H35,D7-B19-H38,D7-B19-H39,D7-B19-H40,D7-B19-H44,D7-B19-H45"
36.3402820358,32.2944867085,D7-B19-T11,4,OST-7-2,25,"D7-B19-H45,D7-B19-H46,D7-B19-H48,D7-B19-H50"
36.3406721579,32.2943581981,D7-B19-T12,8,OST-7-2,25,"D7-B19-H53,D7-B19-H54,D7-B19-H55,D7-B19-H57,D7-B19-H60,"
36.3408901469,32.2943025506,D7-B19-T13,2,OST-7-2,25,"D7-B19-H57,D7-B19-H61,D7-B19-H62,D7-B19-H65"
36.3410498058,32.2942001511,D7-B19-T14,4,OST-7-2,25,"D7-B19-H63,D7-B19-H64,D7-B19-H65,D7-B19-H66"
36.3414617929,32.2941436756,D7-B20-T1,8,OST-7-17,25,"D7-B20-H1,D7-B20-H3,D7-B20-H4,D7-B20-H6,D7-B20-H8"
36.3417486464,32.2940490301,D7-B20-T2,8,OST-7-17,25,"D7-B20-H7,D7-B20-H10,D7-B20-H11,D7-B20-H12,D7-B20-H15,D7-B20-H18"
36.341986686,32.2939811259,D7-B20-T3,4,OST-7-17,25,"D7-B20-H19,D7-B20-H20,D7-B20-H23,D7-B20-H24,D7-B20-H25"
36.3421350867,32.293851317,D7-B20-T4,4,OST-7-17,25,"D7-B20-H27,D7-B20-H28,D7-B20-H31"
36.3423691553,32.2938055477,D7-B20-T5,4,OST-7-17,25,"D7-B20-H29,D7-B20-H30,D7-B20-H32,D7-B20-H34,D7-B20-H35"
36.3426005587,32.2937495692,D7-B20-T6,8,OST-7-17,25,"D7-B20-H36,D7-B20-H38,D7-B20-H39,D7-B20-H40,D7-B20-H42"
36.3427091012,32.2937047504,D7-B20-T7,4,OST-7-17,25,"D7-B20-H40,D7-B20-H47"
36.3429076432,32.293630952,D7-B20-T8,4,OST-7-17,25,"D7-B20-H45,D7-B20-H46,D7-B20-H47,D7-B20-H49,"
36.34317014,32.2935483259,D7-B20-T9,4,OST-7-17,25,"D7-B20-H48,D7-B20-H50,D7-B20-H51,D7-B20-H57"
36.3433293597,32.2935079822,D7-B20-T10,4,OST-7-17,25,"D7-B20-H54,D7-B20-H56,D7-B20-H58"
36.3435917711,32.2934831537,D7-B20-T11,8,OST-7-17,25,"D7-B20-H59,D7-B20-H60,D7-B20-H61,D7-B20-H62,D7-B20-H63"
36.3438942297,32.2933207455,D7-B20-T12,4,OST-7-17,25,"D7-B20-H63,D7-B20-H64,D7-B20-H65"
36.3387747661,32.2956549869,D7-B21-T1,4,OST-7-2,25,"D7-B21-H1,D7-B21-H2,D7-B21-H3,D7-B21-H4,"
36.3391684573,32.2955303529,D7-B21-T2,4,OST-7-2,25,"D7-B21-H4,D7-B21-H5,D7-B21-H6,D7-B21-H7,D7-B21-H9"
36.3393559923,32.2953096294,D7-B21-T3,4,OST-7-2,25,"D7-B21-H8,D7-B21-H9,D7-B21-H13"
36.3394346825,32.2954403609,D7-B21-T4,2,OST-7-2,25,"D7-B21-H10,D7-B21-H11,D7-B21-H12"
36.3395290243,32.2952874792,D7-B21-T5,8,OST-7-2,25,"D7-B21-H14,D7-B21-H15,D7-B21-H16,D7-B21-H18,D7-B21-H19"
36.3399490942,32.2952239494,D7-B21-T6,8,OST-7-2,25,"D7-B21-H20,D7-B21-H21,D7-B21-H22,D7-B21-H23,D7-B21-H24,D7-B21-H25,D7-B21-H26"
36.3402477024,32.2951426807,D7-B21-T7,4,OST-7-2,25,"D7-B21-H27,D7-B21-H28,D7-B21-H29,D7-B21-H31,D7-B21-H32,D7-B21-H33"
36.34055476,32.2949939623,D7-B21-T8,2,OST-7-2,25,"D7-B21-H34,D7-B21-H39,"
36.3406144938,32.294885952,D7-B21-T9,8,OST-7-2,25,"D7-B21-H35,D7-B21-H36,D7-B21-H37,D7-B21-H38,D7-B21-H42,D7-B21-H45,D7-B21-H46,D7-B21-H47"
36.3409429023,32.2946947518,D7-B21-T10,8,OST-7-2,25,"D7-B21-H43,D7-B21-H49,D7-B21-H51,"
36.341126796,32.2948046804,D7-B21-T11,8,,,"D7-B21-H52,D7-B21-H53,D7-B21-H54,D7-B21-H55"
36.341743102,32.2945921445,D7-B22-T1,8,OST-7-12,25,"D7-B22-H1,D7-B22-H3,D7-B22-H4,D7-B22-H5,D7-B22-H6"
36.3419742207,32.2945099348,D7-B22-T2,4,OST-7-12,25,"D7-B22-H8,D7-B22-H9,D7-B22-H12,D7-B22-H13,"
36.3422164009,32.2944237673,D7-B22-T3,2,OST-7-12,25,"D7-B22-H17,D7-B22-H19"
36.342469517,32.2943672105,D7-B22-T4,2,OST-7-12,25,"D7-B22-H21,D7-B22-H22"
36.3427505568,32.2942559126,D7-B22-T5,4,OST-7-12,25,"D7-B22-H23,D7-B22-H24,D7-B22-H25,D7-B22-H26,D7-B22-H27,D7-B22-H28"
36.3429816253,32.2941969688,D7-B22-T6,8,OST-7-12,25,"D7-B22-H30,D7-B22-H31,D7-B22-H32,D7-B22-H33,D7-B22-H34,D7-B22-H35"
36.3432382108,32.2941078953,D7-B22-T7,4,OST-7-12,25,"D7-B22-H36,D7-B22-H37,D7-B22-H38,D7-B22-H40,D7-B22-H42,D7-B22-H48"
36.3434309967,32.2940634702,D7-B22-T8,8,OST-7-12,25,"D7-B22-H39,D7-B22-H41,D7-B22-H42,D7-B22-H44,D7-B22-H45"
36.3436000917,32.2940246064,D7-B22-T9,4,OST-7-12,25,"D7-B22-H43,D7-B22-H44,D7-B22-H45,D7-B22-H49"
36.3439359663,32.2938657647,D7-B22-T10,4,OST-7-12,25,"D7-B22-H50,D7-B22-H51,D7-B22-H52,D7-B22-H53,D7-B22-H54"
36.3390893055,32.2964323834,D7-B23-T1,2,,,"D7-B23-H6,D7-B23-H8"
36.3389754235,32.2959498757,D7-B23-T2,4,,,"D7-B23-H1,D7-B23-H2,D7-B23-H14,D7-B23-H15"
36.3392194882,32.2963830539,D7-B23-T3,4,,,"D7-B23-H5,D7-B23-H7,D7-B23-H9,D7-B23-H10,D7-B23-H11"
36.3391239223,32.2961146778,D7-B23-T4,4,,,"D7-B23-H3,D7-B23-H4,D7-B23-H12,D7-B23-H13"
36.3393052885,32.2962381934,D7-B23-T5,4,,,"D7-B23-H9,D7-B23-H10,D7-B23-H11"
36.3394035594,32.2960238624,D7-B23-T6,4,,,"D7-B23-H19,D7-B23-H21,D7-B23-H24,D7-B23-H25,D7-B23-H27"
36.3393456724,32.2958985462,D7-B23-T7,4,,,"D7-B23-H27,D7-B23-H28,D7-B23-H43,"
36.3399021441,32.2960502623,D7-B23-T8,8,,,"D7-B23-H24,D7-B23-H32,D7-B23-H33,D7-B23-H40,D7-B23-H41,D7-B23-H42"
36.3400641145,32.296404694,D7-B23-T9,4,,,"D7-B23-H96,"
36.3398508347,32.2956877679,D7-B23-T10,4,OST-7-2,25,"D7-B23-H29,D7-B23-H30,D7-B23-H43,D7-B23-H45"
36.3401358115,32.295928354,D7-B23-T11,4,,,"D7-B23-H50,D7-B23-H51,D7-B23-H60,D7-B23-H61"
36.3401541955,32.2958257391,D7-B23-T12,8,,,"D7-B23-H46,D7-B23-H48,D7-B23-H49,D7-B23-H62,D7-B23-H63,D7-B23-H64,D7-B23-H65"
36.340423733,32.2962934731,D7-B23-T13,4,,,"D7-B23-H52,D7-B23-H54,"
36.3403553131,32.2960668995,D7-B23-T14,4,,,"D7-B23-H59,D7-B23-H73"
36.3401457675,32.2955227128,D7-B23-T15,4,OST-7-2,25,"D7-B23-H66,D7-B23-H67"
36.3406507232,32.2960823116,D7-B23-T16,4,,,"D7-B23-H78,D7-B23-H93"
36.3404884144,32.2956370118,D7-B23-T17,4,,,"D7-B23-H84,D7-B23-H87,D7-B23-H98,D7-B23-H99,"
36.3406362546,32.2958330437,D7-B23-T18,4,,,"D7-B23-H79,D7-B23-H80,D7-B23-H82"
36.3408039727,32.2962073668,D7-B23-T19,2,,,D7-B23-H95
36.3408700253,32.2957893811,D7-B23-T20,4,,,"D7-B23-H81,D7-B23-H90,D7-B23-H96,"
36.3408415678,32.2955874337,D7-B23-T21,4,,,"D7-B23-H102,D7-B23-H107,D7-B23-H110"
36.3409568221,32.2953484049,D7-B23-T22,4,,,"D7-B23-H86,D7-B23-H100,D7-B23-H101,D7-B23-H112,D7-B23-H113"
36.3411558583,32.2953810219,D7-B23-T23,4,,,"D7-B23-H116,D7-B23-H117,D7-B23-H118,D7-B23-H119"
36.341425216,32.2954484542,D7-B23-T24,4,,,"D7-B23-H119,D7-B23-H120,D7-B23-H122,D7-B23-H123,D7-B23-H129,"
36.3415585195,32.2952701952,D7-B23-T25,4,,,"D7-B23-H124,D7-B23-H126,D7-B23-H127"
36.3420835806,32.2956120293,D7-B24-T1,4,OST-7-12,25,"D7-B24-H15,D7-B24-H17"
36.3417790034,32.2947746795,D7-B24-T2,4,,,"D7-B24-H5,D7-B24-H6,D7-B24-H7,D7-B24-H8,D7-B24-H9,D7-B24-H10,D7-B24-H11,D7-B24-H12,D7-B24-H14"
36.3422450913,32.2954585741,D7-B24-T3,4,OST-7-12,25,"D7-B24-H1,D7-B24-H2,D7-B24-H3,D7-B24-H4,D7-B24-H16"
36.342089065,32.2950399766,D7-B24-T4,4,,,"D7-B24-H22,D7-B24-H23,D7-B24-H24"
36.3423970815,32.2953248397,D7-B24-T5,4,OST-7-12,25,"D7-B24-H18,D7-B24-H19,D7-B24-H20,"
36.3425039728,32.2952384324,D7-B24-T6,8,OST-7-12,25,"D7-B24-H25,D7-B24-H26,D7-B24-H27,D7-B24-H30,D7-B24-H32,D7-B24-H33,D7-B24-H35,D7-B24-H36,D7-B24-H39,D7-B24-H40"
36.3425877937,32.2948551265,D7-B24-T7,4,,,"D7-B24-H37,D7-B24-H38,D7-B24-H45,D7-B24-H46"
36.3427708139,32.2950096407,D7-B24-T8,4,OST-7-12,25,"D7-B24-H40,D7-B24-H41,D7-B24-H42,D7-B24-H43,D7-B24-H44"
36.34267357,32.2946861258,D7-B24-T9,4,,,"D7-B24-H48,D7-B24-H55"
36.3429005839,32.2948927435,D7-B24-T10,4,OST-7-12,25,"D7-B24-H50,D7-B24-H51,D7-B24-H52,D7-B24-H53,D7-B24-H54"
36.3430889033,32.2947525596,D7-B24-T11,4,OST-7-12,25,"D7-B24-H56,D7-B24-H57,D7-B24-H60"
36.3432005162,32.2943484894,D7-B24-T12,2,,,"D7-B24-H61,D7-B24-H62"
36.3435398411,32.2943653026,D7-B24-T13,4,OST-7-12,25,"D7-B24-H63,D7-B24-H64"
36.3438052519,32.2941717772,D7-B24-T14,4,OST-7-12,25,"D7-B24-H65,D7-B24-H68"
36.3361044118,32.2894684392,D8-B1-T1,8,,,"D8-B1-H46,D8-B1-H47,D8-B1-H48"
36.3365766635,32.2893093374,D8-B1-T2,2.5,,,"D8-B1-H44,D8-B1-H45"
36.3368115271,32.2888680171,D8-B1-T3,8,,,"D8-B1-H17,D8-B1-H18,D8-B1-H19,D8-B1-H20,D8-B1-H21,D8-B1-H32,D8-B1-H33,D8-B1-H34"
36.337094341,32.2891792558,D8-B1-T4,2.5,,,"D8-B1-H35,D8-B1-H43"
36.3371183911,32.2891282418,D8-B1-T5,2.5,,,"D8-B1-H36,D8-B1-H37"
36.3372286963,32.2889602891,D8-B1-T6,8,,,"D8-B1-H27,D8-B1-H28,D8-B1-H29,D8-B1-H30,D8-B1-H38,D8-B1-H39,D8-B1-H40"
36.3374121173,32.2891070029,D8-B1-T7,2.5,,,"D8-B1-H41,D8-B1-H42"
36.3374261561,32.2886582602,D8-B1-T8,8,,,"D8-B1-H11,D8-B1-H12,D8-B1-H13,D8-B1-H14,D8-B1-H15,D8-B1-H16,D8-B1-H22,D8-B1-H23,D8-B1-H24,D8-B1-H25,D8-B1-H26"
36.3379448523,32.2887781665,D8-B1-T9,8,,,"D8-B1-H6,D8-B1-H7,D8-B1-H8,D8-B1-H9,D8-B1-H10"
36.3380847524,32.2884533349,D8-B1-T10,8,,,"D8-B1-H1,D8-B1-H2,D8-B1-H3,D8-B1-H4,D8-B1-H5"
36.3383921657,32.2885155506,D8-B2-T1,8,,,"D8-B2-H1,D8-B2-H2,D8-B2-H3"
36.3385676496,32.2883222184,D8-B2-T2,8,,,"D8-B2-H4,D8-B2-H5,D8-B2-H6,D8-B2-H7,D8-B2-H8,D8-B2-H9,D8-B2-H10,D8-B2-H11"
36.3387078867,32.2881075589,D8-B2-T3,8,,,"D8-B2-H13,D8-B2-H14,D8-B2-H15,D8-B2-H16,D8-B2-H17,D8-B2-H18"
36.3388750444,32.2885251765,D8-B2-T4,8,,,"D8-B2-H12,D8-B2-H19,D8-B2-H20"
36.339005637,32.2882048274,D8-B2-T5,8,,,"D8-B2-H21,D8-B2-H22,D8-B2-H23,D8-B2-H24,D8-B2-H25,D8-B2-H26,D8-B2-H27,D8-B2-H28,D8-B2-H29,D8-B2-H30"
36.3393449289,32.2881517979,D8-B2-T6,8,,,"D8-B2-H31,D8-B2-H32,D8-B2-H33,D8-B2-H34,D8-B2-H36,D8-B2-H37,D8-B2-H38,D8-B2-H39,D8-B2-H40,D8-B2-H41"
36.3395700678,32.2878624519,D8-B2-T7,8,,,"D8-B2-H45,D8-B2-H46,D8-B2-H47,D8-B2-H48"
36.3396591766,32.288092556,D8-B2-T8,8,,,"D8-B2-H42,D8-B2-H43,D8-B2-H44,D8-B2-H49,D8-B2-H50"
36.3398208448,32.2877329888,D8-B2-T9,8,,,"D8-B2-H54,D8-B2-H55,D8-B2-H56"
36.339918746,32.2879732619,D8-B2-T10,8,,,"D8-B2-H51,D8-B2-H52,D8-B2-H53,D8-B2-H57,D8-B2-H58,D8-B2-H59"
36.3401181406,32.2876963704,D8-B2-T11,8,,,"D8-B2-H63,D8-B2-H64,D8-B2-H65,D8-B2-H66,D8-B2-H67"
36.3401794051,32.2878598831,D8-B2-T12,8,,,"D8-B2-H60,D8-B2-H61,D8-B2-H62,D8-B2-H68,D8-B2-H69,D8-B2-H70"
36.3402822246,32.2874546046,D8-B2-T13,2.5,,,"D8-B2-H72,D8-B2-H73,D8-B2-H79"
36.3404934371,32.2878091016,D8-B2-T14,8,,,"D8-B2-H71,D8-B2-H72,D8-B2-H74,D8-B2-H75"
