LONGITUDE,LATITUDE,ELEVATION
36.3244649704,32.2945098079,654.423
36.3243875563,32.2943618147,654.148
36.3241937436,32.2944235499,654.002
36.3242466413,32.294542104,654.216
36.3243049853,32.2946787609,654.509
36.3243297692,32.2947394774,654.573
36.3243395804,32.2948665197,654.824
36.3243251793,32.2948722379,654.84
36.324334851,32.2948566341,654.782
36.324318173,32.2948230948,654.634
36.3242953573,32.2948197084,654.785
36.324310306,32.2948136247,654.719
36.3241893007,32.2948550934,654.604
36.3242056464,32.2948495023,654.68
36.3241920702,32.2948644645,654.508
36.3242113429,32.2948983414,654.497
36.3242188217,32.2949064535,654.587
36.3242346803,32.2949009748,654.68
36.3242687192,32.2948888698,654.713
36.3242288277,32.2949180506,654.569
36.3240192759,32.2950823662,654.463
36.3238344091,32.2951058621,654.167
36.3236018584,32.2951828357,653.819
36.3234341537,32.2952629132,653.605
36.3234413426,32.2952794136,653.599
36.3234229364,32.295286682,653.633
36.3234141982,32.2952711061,653.581
36.3233845428,32.2952407564,653.542
36.3233784993,32.295244038,653.103
36.3233630243,32.2952548241,653.135
36.3233544314,32.2952545396,653.578
36.3232876032,32.2952767993,653.454
36.3232249262,32.2952999149,653.548
36.3232738289,32.2952912041,653.503
36.3232144967,32.2951725533,653.423
36.3232294451,32.2953281158,653.536
36.3232517605,32.2953772136,653.574
36.3231802302,32.2954004617,653.497
36.3231552425,32.2953490342,653.433
36.3231252636,32.2952767677,653.392
36.3231065606,32.2952823436,653.314
36.3231175236,32.2952603444,653.299
36.3230991818,32.295265935,653.279
36.3231136262,32.2952455822,653.336
36.3231841567,32.2952239209,653.457
36.32317375,32.2952056276,653.434
36.3231034497,32.2952166288,653.325
36.3230454683,32.2952373764,653.193
36.3230219563,32.2951928428,653.1
36.3230247596,32.295199788,653.203
36.3231073261,32.2951492743,653.216
36.3231201825,32.2951275559,653.224
36.3230700222,32.295071888,653.122
36.3230900253,32.2950623783,653.07
36.3231391275,32.2950344688,653.079
36.3231426256,32.2950296949,653.028
36.3231586946,32.2948277722,653.078
36.3231492868,32.2948328869,652.826
36.3231396262,32.2948494103,652.678
36.3231352848,32.2948520908,653.063
36.3232147189,32.2950073525,653.212
36.3232277487,32.2950058124,652.913
36.3232388747,32.295003144,652.917
36.3232454178,32.2950007777,653.182
36.323837544,32.2948485819,653.936
36.3238459753,32.2948668205,653.984
36.3238651762,32.2948603024,653.952
36.323856307,32.2948435825,653.927
36.32387991,32.2948099386,653.891
36.3240828042,32.2947492775,654.182
36.3240038736,32.2947716088,654.076
36.323988878,32.2947401736,654.076
36.3239222696,32.2945927785,653.834
36.3238894843,32.2945237201,653.769
36.3238277528,32.2945390461,653.637
36.3238257678,32.2945304435,653.57
36.3237718212,32.2945477021,653.535
36.3237755969,32.2945568749,653.602
36.3235976238,32.2946151236,653.279
36.3234140999,32.2947366477,653.205
36.323225304,32.2947885807,653.094
36.32307288,32.294866223,653.199
36.3230731975,32.2948168526,653.066
36.3230485755,32.2948375662,652.9
36.3229891571,32.2948579928,652.93
36.322969746,32.2948620961,652.883
36.3228879814,32.2946458103,652.668
36.3229030011,32.2946394556,652.734
36.3229598166,32.2946206301,652.767
36.3229675531,32.2946220764,652.686
36.3230831489,32.2945766983,652.649
36.3232814311,32.2945165753,652.979
36.3235166058,32.2944450252,653.117
36.3234195935,32.2942261157,652.818
36.3232456482,32.2942759875,652.836
36.3230554494,32.2943493478,652.613
36.3228818369,32.2944030213,652.377
36.3228677201,32.2944076818,652.468
36.3228066895,32.294425625,652.424
36.3227972293,32.2944256096,652.417
36.3226993007,32.2942400251,652.289
36.3227113121,32.2942385662,652.327
36.3227659797,32.294217767,652.392
36.3228009086,32.2942046446,652.489
36.3229178964,32.2941801556,652.36
36.3231375762,32.2940979232,652.531
36.3232921516,32.2940105595,652.545
36.3232796497,32.2940170362,652.507
36.3232906757,32.2940321681,652.501
36.3233041383,32.29402525,652.536
36.3233587152,32.294078354,652.801
36.3233688897,32.2940742874,652.814
36.3233492304,32.2940287729,652.786
36.3233395836,32.2940308511,652.675
36.3233372403,32.2940311063,652.644
36.3233325289,32.2940200753,652.59
36.323340505,32.2939831164,652.611
36.3234767663,32.2939001437,652.721
36.3235337155,32.2939544889,652.727
36.3237682909,32.2938083739,652.924
36.3237911815,32.2938740485,652.996
36.3238289626,32.2938615048,653.014
36.3239829181,32.2937756155,653.066
36.3239896163,32.2937305888,652.986
36.3240351476,32.2937966488,653.142
36.3242904108,32.2937158662,653.241
36.3245180902,32.293581542,653.488
36.3245397578,32.2936357849,653.448
36.3245788075,32.2935822297,653.407
36.3247294335,32.293530462,653.73
36.3247505947,32.2935685511,653.576
36.3249078775,32.2935962082,653.864
36.3250126998,32.2934001792,653.61
36.3250485451,32.2934996062,653.734
36.3251686382,32.293391059,653.75
36.3251940427,32.2934512919,653.867
36.3172249929,32.3013436111,651.148
36.3172353078,32.3013422668,651.023
36.3172524131,32.3013257234,651.161
36.3172533942,32.3013008641,651.217
36.3172549904,32.3012950702,651.095
36.3172555936,32.301294037,651.122
36.3175357915,32.3012608828,651.225
36.3175358836,32.3012649486,651.299
36.3175451665,32.3012834145,651.283
36.3175466892,32.3012889826,651.205
36.3175479017,32.3012917581,651.244
36.3178246082,32.3012492204,651.561
36.3178240012,32.3012403892,651.487
36.3178202873,32.3012127941,651.472
36.317824609,32.3012041178,651.556
36.3181082159,32.301151086,651.516
36.3182189851,32.3011859783,651.57
36.3182165874,32.3011783261,651.474
36.318214271,32.3011755873,651.666
36.3182133568,32.3011468405,651.656
36.3182166222,32.3011386243,651.56
36.3182170835,32.3011364021,651.625
36.3183326423,32.3010532838,651.722
36.3183346935,32.3010412822,651.758
36.3183472755,32.3010429927,651.759
36.3183452243,32.3010549942,651.779
36.3184591668,32.301092374,651.923
36.3185933159,32.3011072135,651.982
36.3185945931,32.3011013863,651.992
36.3185929643,32.3010975685,652.031
36.3185874071,32.3010755441,651.989
36.3185902055,32.3010682067,651.933
36.3185898325,32.3010663615,651.975
36.3188244876,32.3010383402,652.302
36.3188213936,32.3010241118,652.377
36.3189302627,32.3010052343,652.307
36.3189237769,32.3009680698,652.313
36.318939676,32.3010213276,652.364
36.3189421095,32.301045787,652.363
36.318939368,32.301049959,652.223
36.3191803098,32.3010289507,652.475
36.3191799896,32.3010236156,652.53
36.3191752332,32.3009950198,652.539
36.3191765779,32.3009895077,652.54
36.3194643235,32.3009728286,652.572
36.3194700189,32.300980109,652.673
36.3194751537,32.3010040396,652.715
36.319474826,32.3010102281,652.61
36.3196752083,32.3009590008,652.68
36.3196794547,32.3009537335,652.726
36.3196779351,32.3009293471,652.724
36.3196792732,32.3009189659,652.706
36.319864938,32.3008728816,652.92
36.3200206896,32.3008890436,652.9
36.3200188478,32.3008825767,652.945
36.3200157489,32.3008566985,652.934
36.3200189139,32.3008472298,652.845
36.3202341845,32.3008118119,653.174
36.3203184959,32.3008156475,653.062
36.3203208548,32.3008235886,653.076
36.3203267589,32.3008530938,653.1
36.3203266962,32.3008592439,653.086
36.3206037348,32.3007989609,653.102
36.3206046973,32.3007908552,653.176
36.3206024049,32.3007632207,653.222
36.3205984875,32.3007468084,653.155
36.320858935,32.3007077441,653.379
36.3209777564,32.3007004628,653.385
36.3210934789,32.3009496676,653.468
36.3210159406,32.3010141749,653.349
36.3210366934,32.3010405822,653.459
36.3210819514,32.3011465815,653.534
36.3211731755,32.3011183724,653.536
36.321255551,32.301305502,653.534
36.3190835803,32.3018984032,652.096
36.3188237673,32.3018898581,651.837
36.3187791034,32.301900802,651.746
36.3189072455,32.3016823366,652.135
36.3189193716,32.3016814902,652.146
36.3189184324,32.3016915073,652.126
36.3189062954,32.3016932014,652.184
36.3189099252,32.3016132344,652.247
36.3189110859,32.3016100412,652.189
36.3189113774,32.3016026178,652.278
36.3189139482,32.3015714777,652.341
36.3189205894,32.3015658106,652.298
36.3189869096,32.3015406181,652.285
36.3191317056,32.3015412695,652.403
36.319133549,32.3015470061,652.393
36.3191359454,32.3015536755,652.524
36.3191350206,32.3015813565,652.48
36.3191357063,32.3015992129,652.226
36.3191387026,32.301610656,652.339
36.3191866202,32.3016642983,652.336
36.3191938718,32.3017006897,652.322
36.3192988331,32.3016487634,652.443
36.3193048619,32.3016910806,652.396
36.3192075797,32.3017362575,652.528
36.3192027954,32.3018511391,652.504
36.3192121552,32.3018567732,652.274
36.3194828311,32.3018549603,652.532
36.3195270497,32.301811992,652.663
36.3194798315,32.3017322307,652.671
36.319483936,32.3017101661,652.562
36.3193903277,32.3015783811,652.542
36.319384479,32.3015715979,652.593
36.3193835331,32.3015637165,652.666
36.3193838206,32.3015351574,652.713
36.319386883,32.3015277094,652.615
36.3193856261,32.3015230498,652.691
36.3193806033,32.3015030586,652.541
36.3196860754,32.3015343547,652.712
36.3196878099,32.3015285866,652.783
36.3196912585,32.301502389,652.791
36.3196952105,32.30149909,652.734
36.3197663192,32.3014738999,652.618
36.3199628744,32.3015002513,652.823
36.319960634,32.301493319,652.883
36.3199589084,32.301465995,652.931
36.3199619937,32.3014569509,652.835
36.3201669251,32.3014294421,652.961
36.3201750888,32.3014873937,652.923
36.3201578413,32.3014896831,652.968
36.3201619191,32.3015070587,652.94
36.320181219,32.3015050217,653.011
36.3202711387,32.3015002957,652.705
36.3202504489,32.301500695,652.761
36.3202482576,32.301481301,652.973
36.3202694751,32.3014806446,652.989
36.3202874327,32.3014721813,652.97
36.3202866827,32.3014681574,653.037
36.3202853954,32.3014358883,653.059
36.320292205,32.301430968,653.062
36.3205615683,32.3013957928,653.102
36.320564442,32.3014162809,653.198
36.3205647128,32.3014479098,653.21
36.3205663782,32.3014547119,653.191
36.3208145875,32.3014002467,653.326
36.3208169123,32.3013924084,653.316
36.3208238253,32.3014340415,653.28
36.3208240896,32.3014278896,653.337
36.3211546504,32.3014494836,653.394
36.3211119866,32.3014581114,653.188
36.3211083052,32.3014133209,653.299
36.3211158904,32.3014300974,653.353
36.3211344712,32.3014248385,653.286
36.3211300413,32.3014099367,653.34
36.3211708761,32.3013482606,653.578
36.3211491397,32.3013576861,653.553
36.3207916785,32.3011147486,653.159
36.3207844152,32.3011077706,653.202
36.3207837668,32.3011025105,653.268
36.3207741142,32.3010738589,653.259
36.3207654209,32.3010602301,653.213
36.3204572693,32.3010961272,653.053
36.3204407428,32.3011130627,653.115
36.3204709726,32.3011425513,653.031
36.3204631276,32.3011461553,653
36.3201840937,32.3011754014,652.98
36.3201798412,32.3011723732,652.965
36.320176178,32.301168907,653.06
36.3201709391,32.3011460233,653.058
36.3201646952,32.3011407856,652.944
36.3200237941,32.3011451233,652.96
36.3198527889,32.3012152075,652.899
36.3198529817,32.3012118696,652.843
36.3198514872,32.3012086187,652.874
36.3198492465,32.3011799827,652.92
36.3198414693,32.3011769857,652.828
36.3195917527,32.301195061,652.745
36.3195993548,32.3012132351,652.819
36.3196029921,32.3012397397,652.835
36.3195996882,32.3012448003,652.853
36.3193273394,32.3012832909,652.602
36.3193254153,32.3012805037,652.535
36.3193233197,32.3012741202,652.508
36.3193194149,32.3012526493,652.604
36.3193097944,32.3012508678,652.508
36.3192068696,32.3012366461,652.59
36.3189879966,32.3012641321,652.259
36.3189876747,32.3012699328,652.416
36.3189850267,32.3012956273,652.362
36.3189789963,32.3012974208,652.353
36.3187835986,32.3013239599,652.13
36.3187801699,32.3013214294,652.163
36.3187735006,32.3012944285,652.22
36.3187718785,32.3012885547,652.189
36.318663098,32.3012860612,652.133
36.3186605645,32.3012950824,652.067
36.3186598749,32.3012994707,652.2
36.3186615547,32.301321349,652.176
36.3186567739,32.3013289383,652.174
36.31839097,32.3013600023,651.893
36.3183833764,32.3013581307,651.888
36.318375855,32.3013343744,651.87
36.318376014,32.3013300088,651.805
36.3182022475,32.3013176736,652.129
36.3180913129,32.3013326643,651.473
36.3179955059,32.3013699826,651.43
36.3180022015,32.3013704917,651.49
36.3180069153,32.3013964909,651.459
36.3180047262,32.3014015597,651.389
36.3176555615,32.3014432128,651.171
36.3176472928,32.3014356213,651.143
36.317646113,32.3014337832,651.228
36.3176372597,32.3014104985,651.29
36.3176358477,32.3014053082,651.162
36.3176305133,32.3013997557,651.28
36.3175774225,32.3014170854,651.246
36.317357054,32.3014534724,651.227
36.3173561459,32.3014504147,651.27
36.3173546607,32.3014861527,651.19
36.3173514756,32.3014827003,651.232
36.3171991673,32.3014572624,651.154
36.3168090967,32.3015985317,651.117
36.3168090191,32.3016043483,651.14
36.3168186064,32.3016268873,651.162
36.3168189634,32.301630031,651.172
36.3170727978,32.3015499517,651.222
36.3170699661,32.3015406621,651.182
36.317070288,32.3015391986,651.18
36.3170759027,32.3015311872,651.121
36.3170750438,32.3015086795,651.247
36.317083328,32.3014732152,651.289
36.3170174668,32.3014690887,651.308
36.3170294549,32.301356975,651.164
36.3170926747,32.3013621888,651.209
36.3168299562,32.3014903074,651.27
36.3168435777,32.3013467374,651.183
36.3168453432,32.3013521861,651.019
36.3168454493,32.3013582715,651.129
36.3168534264,32.3013828535,651.137
36.3168538517,32.3013933364,650.999
36.3168523454,32.3013960638,651.053
36.3166109897,32.3014832914,650.944
36.3166053695,32.3014786702,650.884
36.3166021289,32.3014732886,650.977
36.3165871541,32.3014390931,650.956
36.3165870401,32.3014393285,650.972
36.3165851961,32.3014335289,650.875
36.3165839481,32.3014287158,651.021
36.3243879256,32.3033380383,653.849
36.3244205047,32.3033347558,653.677
36.3245230561,32.3033036756,653.737
36.3245319994,32.3033263459,653.884
36.3245650406,32.3033804968,653.745
36.3245777051,32.3033923318,653.697
36.3247674302,32.3033351496,653.977
36.3247853436,32.3033300043,653.995
36.3248699588,32.303299633,653.98
36.3248709362,32.3032850079,654.025
36.3248496841,32.3032250448,654.168
36.3248463662,32.3032099709,653.994
36.3248462672,32.3031993319,654.054
36.3250923502,32.3031211717,654.198
36.3250994979,32.303131658,654.232
36.3251049745,32.3031444044,654.395
36.3251337134,32.303202696,654.261
36.3251410351,32.3032186991,654.195
36.325418488,32.3031313512,654.604
36.3254876391,32.3031101878,654.591
36.3254818467,32.3030890405,654.662
36.3254604857,32.3030306203,654.71
36.3254571351,32.3030215159,654.559
36.3254525487,32.3030077698,654.518
36.3256996779,32.3029568843,654.924
36.3256850664,32.3029318028,654.737
36.3256824034,32.3029259474,654.762
36.3256988729,32.3029199582,654.866
36.3257610473,32.3029013543,654.887
36.325756572,32.3029026744,654.916
36.3257651031,32.302906503,654.878
36.3257747249,32.3029333781,655.01
36.3257961138,32.3029914643,654.905
36.3258127892,32.3030021996,654.779
36.3258622165,32.3029909313,654.91
36.3259202216,32.3028777771,655.082
36.3260637303,32.3029254641,655.217
36.3260578323,32.3029104042,655.218
36.3260367165,32.3028512246,655.281
36.3260548697,32.302828485,655.258
36.3260407274,32.3028182322,655.181
36.3260221068,32.3027857745,655.185
36.326051142,32.3027663466,655.258
36.3261547713,32.3027582216,655.297
36.3261593707,32.3027488753,655.072
36.326156577,32.3027384405,654.936
36.3261264334,32.3027014865,655.346
36.3261178764,32.3027033208,655.079
36.326102374,32.3027119525,655.214
36.3261135452,32.3027068489,655.148
36.3260937608,32.3027049056,655.205
36.3261886162,32.3027792909,655.589
36.326193408,32.3027709077,655.61
36.3261957382,32.302779922,655.659
36.3262157471,32.3027474998,654.942
36.3262272911,32.3027519688,655.315
36.3262195475,32.3027663925,655.443
36.3262111653,32.3027677564,655.712
36.3262071151,32.3027673776,655.719
36.3262065627,32.3027664898,655.723
36.3261925711,32.3027727907,655.469
36.3261922444,32.3027704041,655.498
36.3261934653,32.3027695276,655.655
36.326196933,32.3027691632,654.853
36.3262043084,32.3027662303,654.859
36.3262133354,32.3027482516,654.955
36.3262109282,32.302749364,654.901
36.326175993,32.302759611,655.073
36.3261776456,32.3027584331,654.942
36.3261853736,32.3027427472,654.828
36.326210943,32.302741943,654.929
36.3261987381,32.3027389857,654.87
36.3261645356,32.3027026809,655.475
36.3261618017,32.3027350308,655.331
36.326207531,32.3027235518,655.29
36.3262311965,32.3027474888,655.375
36.3262538529,32.3027860511,655.536
36.3262085085,32.3028632689,655.435
36.3262207439,32.3028781823,655.379
36.3262434685,32.3028722727,654.698
36.3262322104,32.3028849784,654.656
36.326229732,32.3028846307,654.69
36.3262357135,32.3028668053,655.525
36.3262351061,32.3028657647,655.54
36.3262440434,32.302865505,654.764
36.3262672771,32.3028759295,654.688
36.3262689712,32.3028746791,655.153
36.3262482507,32.3028648454,655.536
36.3262480347,32.3028619619,655.679
36.3263714037,32.3028297215,655.516
36.3263673478,32.3028142304,655.624
36.3263463838,32.3027561766,655.667
36.3263435169,32.3027398003,655.396
36.3263259063,32.3026436654,655.478
36.3263810147,32.3026221032,655.625
36.3264373378,32.3026026132,655.69
36.3264641251,32.3026524099,655.745
36.3264823331,32.3026987753,655.737
36.3264822733,32.3027008136,655.676
36.3264782607,32.3027164124,655.776
36.3265111483,32.3027726832,655.751
36.3265452035,32.302769441,655.683
36.3265941705,32.3027966787,655.879
36.3266093831,32.3027912326,655.74
36.3265871108,32.3027829997,655.705
36.32660218,32.3027779876,655.809
36.3266040966,32.3027560145,655.813
36.326640766,32.3026486671,656.062
36.3266392202,32.3026533425,656.05
36.3266528369,32.3026554036,656.011
36.3266561019,32.3026609921,656.161
36.3267039327,32.302712351,656.13
36.3267161569,32.3027220437,656.044
36.3269244292,32.302655379,656.228
36.3269238608,32.3026437252,656.542
36.3269000962,32.3025850471,656.591
36.3268964817,32.3025666036,656.52
36.3268941154,32.3025718995,656.502
36.3271317165,32.3024959027,656.841
36.3272749551,32.3025406243,656.943
36.3272712934,32.3025321449,657.137
36.3272515845,32.3024725832,657.193
36.3272470002,32.3024633366,657.042
36.3272464225,32.3024535133,657.126
36.3273358353,32.3024308793,657.239
36.3275542025,32.3023623384,657.642
36.3275030934,32.3023706377,657.55
36.3275089688,32.302382118,657.508
36.3275111658,32.3023889333,657.705
36.3274527434,32.3024887289,657.34
36.3275321254,32.302449151,657.607
36.3275473364,32.3024608098,657.43
36.3278047847,32.3023729764,657.994
36.3278014863,32.3023612387,658.17
36.3277792047,32.3023014565,658.246
36.3277778798,32.3022904587,658.144
36.32778221,32.3022816828,658.176
36.3280015785,32.3022117346,658.795
36.3280025589,32.3022189033,658.831
36.3280129995,32.3022268896,658.905
36.3280533047,32.302281011,658.876
36.3280682089,32.3022901748,658.708
36.3281821818,32.3022615688,659.037
36.3283471231,32.3022029517,659.352
36.3283435792,32.3021859504,659.532
36.3283186835,32.3021286081,659.564
36.3283103593,32.3021122985,659.508
36.3283094921,32.3021177434,659.488
36.3284815627,32.3020560781,659.763
36.3284354579,32.3020723583,659.634
36.3285816623,32.3021302616,659.529
36.3285758181,32.3021127127,659.639
36.328575153,32.3021095807,659.847
36.3285574665,32.302053067,659.896
36.3285535933,32.302054986,659.891
36.3285483482,32.3020360792,659.742
36.3285483403,32.3020388835,659.789
36.3285856196,32.3020336374,659.9
36.3285828537,32.3020444012,659.911
36.3288240381,32.3019673144,660.133
36.3288172596,32.301955797,660.088
36.3287086381,32.3019852035,660.003
36.3287592874,32.3019706411,660.109
36.3289043553,32.3020362546,659.981
36.3288971543,32.3020137314,659.872
36.3288950359,32.3020055539,660.066
36.3288776771,32.3019506604,660.156
36.3288730421,32.3019355984,659.945
36.3290698382,32.3018727924,660.037
36.3290816919,32.301887727,660.227
36.3291099775,32.3019366532,660.163
36.3291216162,32.3019505167,659.852
36.3209043689,32.3005630448,653.382
36.3208278874,32.3005768767,653.657
36.3208802448,32.3006877816,653.36
36.3208749431,32.3007039687,653.388
36.3208080119,32.3007199343,653.346
36.3207494738,32.3007302352,653.254
36.3208038022,32.3007853711,653.361
36.3207843404,32.300792378,653.192
36.3207936353,32.3007649926,653.347
36.3207741734,32.3007719995,653.339
36.3207728905,32.3007695492,653.301
36.3207633246,32.3007592283,653.29
36.320872544,32.3007429971,653.407
36.3208669224,32.3007400171,653.363
36.3208845923,32.300741015,653.371
36.3209028773,32.300749744,653.447
36.3209754857,32.3006875887,653.551
36.3210505692,32.3008325478,653.503
36.3210436588,32.3008491639,653.431
36.3209642645,32.3008774577,653.445
36.3210235091,32.3010079404,653.539
36.321001352,32.3010194165,653.496
36.3209192177,32.301041612,653.33
36.3208698114,32.3010554209,653.215
36.3208645295,32.301049832,653.096
36.3208761085,32.3011013875,653.346
36.3208807308,32.3010817439,653.277
36.3209700205,32.3010577178,653.43
36.3210214792,32.3010441612,653.554
36.3210416923,32.3010482024,653.486
36.3211218217,32.3010235629,653.524
36.321186607,32.3011512645,653.555
36.3211065913,32.3011955778,653.545
36.3211906275,32.3013908441,653.595
36.3211565059,32.3013921107,653.559
36.3211205124,32.3014000392,653.389
36.3210915347,32.3014051556,653.436
36.3210887331,32.3014208698,653.361
36.3210504064,32.3013710026,653.428
36.3210688798,32.3013751674,653.469
36.3211389539,32.3013600305,653.463
36.3211727756,32.3013377752,653.527
36.3211601373,32.3013167603,653.578
36.3212498076,32.3012882583,653.584
36.321322416,32.3014365122,653.553
36.3213128669,32.3014344958,653.571
36.3212235654,32.3014411286,653.615
36.3164270971,32.3010894293,650.914
36.3164092552,32.3010525991,650.847
36.3164054168,32.3010434717,650.927
36.3163822557,32.3010223326,650.915
36.3163822873,32.3010162189,650.785
36.3163957604,32.3009822057,651.057
36.3164887871,32.3008510741,650.83
36.3165276707,32.3009911339,650.844
36.3165298996,32.3009980213,650.928
36.3165341121,32.3010230061,650.95
36.3165351977,32.3010275681,650.884
36.3167423498,32.3009410567,651.011
36.3166740856,32.3008896575,650.941
36.3166987567,32.3009605475,650.941
36.3167011632,32.3009654495,651.035
36.316705484,32.3009940853,651.052
36.3167074945,32.3010013442,650.887
36.3167086972,32.3010233168,650.938
36.3167085989,32.3010230923,650.982
36.3168306879,32.3008746805,650.998
36.3168432633,32.3009523586,651.068
36.3168434861,32.3009697322,651.097
36.3170718861,32.3012771261,651.157
36.3170906599,32.3012746072,651.115
36.3170873879,32.3012544833,651.138
36.3170686141,32.3012570021,651.186
36.3170906461,32.3012491436,651.141
36.3170071116,32.3012593745,651.166
36.3169828256,32.301227876,651.153
36.3169866158,32.3011443821,651.388
36.3169680261,32.3010385251,651.233
36.3169611025,32.3009906612,651.188
36.3170125163,32.300982084,651.149
36.3169954443,32.3009831,651.206
36.3169944976,32.3009620899,651.17
36.3170134831,32.3009612644,651.173
36.3171465991,32.3009002643,651.158
36.3170748156,32.3008806629,651.131
36.3170584684,32.3009210223,651.093
36.3170508885,32.3009298265,651.188
36.3170489493,32.3009553524,651.233
36.3170500779,32.3009599501,651.11
36.3170504169,32.3009816148,651.193
36.3170580094,32.3010294817,651.141
36.3170662616,32.3010887493,651.057
36.3171286368,32.3010917704,651.142
36.3171299089,32.3009838177,651.064
36.3173051488,32.3009960152,651.269
36.3172865527,32.3009400669,651.068
36.3172862857,32.3009269045,651.151
36.3172882015,32.3009029387,651.219
36.3172929564,32.3008958276,651.082
36.3172930529,32.3008959079,651.085
36.317286791,32.3007640277,651.273
36.3175258565,32.3007155105,651.378
36.3175203161,32.300852977,651.331
36.3175237099,32.3008795831,651.248
36.3175229348,32.3008856673,651.361
36.3175180186,32.3009108588,651.397
36.3175159932,32.3009171614,651.207
36.3175166464,32.3009688766,651.416
36.3176793611,32.3008267604,651.446
36.317645469,32.3008667607,651.314
36.3176443075,32.3008751115,651.429
36.3176405836,32.3009049002,651.481
36.3176375044,32.300910112,651.254
36.3176522985,32.3009989965,651.454
36.3176796128,32.3009872231,651.374
36.3176756936,32.3009428223,651.373
36.317794735,32.3009665242,651.493
36.3177834966,32.3009270571,651.482
36.3178524338,32.3008154241,651.903
36.3178585955,32.3008495709,651.377
36.3178564173,32.3008555232,651.501
36.3178405315,32.3008840846,651.534
36.3178341012,32.3008939877,651.434
36.3178321348,32.3009085854,651.471
36.3181214106,32.3007278783,651.615
36.318147913,32.3008042883,651.515
36.3181519159,32.3008155692,651.531
36.3181569253,32.3008388337,651.668
36.318159406,32.3008428514,651.536
36.3182583827,32.3010960568,651.587
36.3182638917,32.3011158905,651.616
36.318241839,32.301120305,651.468
36.3182363299,32.3011004713,651.561
36.3182107339,32.301000943,651.594
36.3182209481,32.3008550315,651.527
36.3182019539,32.3008586164,651.589
36.3181970497,32.3008387503,651.581
36.3182160439,32.3008351654,651.662
36.318346547,32.3006951629,651.693
36.3183431133,32.3007582123,651.744
36.3183966012,32.3007568929,651.677
36.3183971593,32.3007756161,651.851
36.3184010475,32.3008026956,651.857
36.3184007117,32.300808226,651.779
36.318403122,32.3008264639,651.961
36.3186575999,32.3006135206,651.951
36.3185972023,32.3007287576,651.978
36.3186773687,32.3007670033,652.019
36.3186745869,32.3007592012,652.076
36.3186648769,32.3007336067,652.067
36.3186627596,32.3007289185,651.924
36.3186618832,32.3007032732,651.97
36.3188693353,32.300664933,652.234
36.3188894669,32.300694439,652.267
36.3188681129,32.3007090906,652.208
36.3188677693,32.3007330786,652.274
36.3188657761,32.3007367931,652.203
36.3188660377,32.3007668531,652.203
36.3190364194,32.3007213198,652.253
36.3190350819,32.3007109351,652.377
36.3190357514,32.3006832112,652.374
36.3190346483,32.3006780993,652.213
36.319033169,32.3006413775,652.287
36.3192169038,32.300529587,652.398
36.3192503135,32.3006272066,652.514
36.3192134474,32.300658397,652.452
36.3192156043,32.3006654562,652.379
36.3192148654,32.3006718918,652.508
36.3192213592,32.300696685,652.543
36.3192252354,32.3007010781,652.395
36.319457281,32.3009665339,652.667
36.3193721029,32.3009716952,652.694
36.3193612011,32.3009684643,652.572
36.3193404298,32.3009682599,652.522
36.3193610817,32.3009491691,652.457
36.3193403104,32.3009489648,652.452
36.3193547458,32.3008453233,652.734
36.3193659605,32.3009200916,652.816
36.3194486812,32.3009154208,652.95
36.3194344346,32.3008184977,652.713
36.3193325721,32.3007019158,652.686
36.3194178557,32.3006949772,652.646
36.3193637256,32.3006941387,652.5
36.3193516972,32.3006856067,652.595
36.3193461894,32.3006606875,652.581
36.3193441028,32.3006576402,652.487
36.3193404987,32.3006164918,652.507
36.3193184532,32.3006197432,652.573
36.3193291699,32.3006382234,652.471
36.3193438583,32.3006324581,652.505
36.3193609052,32.3006077185,652.45
36.3193530941,32.3005698533,652.577
36.3193588406,32.3005110394,652.502
36.3194583174,32.3004466279,652.413
36.3196456072,32.3004266697,652.57
36.3195295099,32.3006217568,652.675
36.3196084431,32.3006269027,652.563
36.3196075611,32.300634647,652.725
36.3196185849,32.3006617266,652.703
36.3196865318,32.3007044257,652.866
36.3196782853,32.3006656987,652.754
36.3198616517,32.3005845771,652.839
36.3198031483,32.3005899089,652.776
36.3198055051,32.300603747,652.774
36.3197908786,32.300647518,652.852
36.3198156924,32.3006379483,652.718
36.3198163939,32.3006328025,652.793
36.3200236907,32.3006286539,652.902
36.3200170033,32.30059673,652.898
36.3200107744,32.3005693015,652.873
36.3204162858,32.3003379784,653.019
36.3203107829,32.3003524631,652.836
36.3201436822,32.3003961568,652.787
36.3200081746,32.3004246482,652.726
36.3200194854,32.3005306412,652.896
36.3201710674,32.3005124403,652.846
36.3201877081,32.3005464403,652.903
36.3202108109,32.3005870287,652.965
36.3202069841,32.3005658728,652.949
36.3202348182,32.3005324266,652.987
36.320309663,32.3005193309,652.945
36.3203179787,32.3005437473,653.005
36.3203305913,32.3005540233,653.062
36.3205306971,32.3005037438,653.177
36.320561005,32.3004313046,653.051
36.3205791563,32.3004620632,653.106
36.3206100537,32.3004862529,653.098
36.3206288944,32.3005030832,653.125
36.3207467092,32.3004665332,653.333
36.320797774,32.300515296,653.322
36.320887386,32.3004985528,653.347
36.3208469775,32.3004061352,653.351
36.3207549579,32.3004256948,653.23
36.3207040362,32.3004431779,653.237
36.3206736864,32.3004298758,653.298
36.3206796638,32.3004462968,653.188
