Date,Time,Location,_Location_latitude,_Location_longitude,_Location_altitude,_Location_precision,What_is_effected,Please_specify_the_effected_facility,Severity_of_the_Flood,__version__,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes
2016-12-14,15:14:00.000+01,32.29965833333333 36.321463333333334 655.3 2.7,32.29965833,36.32146333,655.3,2.7,roads,,Very Low,vyPzAbtFf6gYYzo5DK6HuU,uuid:d333d871-2616-4fce-9a05-4ef436a5b9ee,5339905,d333d871-2616-4fce-9a05-4ef436a5b9ee,2016-12-14T17:45:26,92,,-1,,
2016-12-14,15:16:00.000+01,32.30059333333334 36.315841666666664 634.5 4.5,32.30059333,36.31584167,634.5,4.5,shelters,,High,vyPzAbtFf6gYYzo5DK6HuU,uuid:cede0d5f-4d3d-4e23-9e3d-f169a27b84cb,5339906,cede0d5f-4d3d-4e23-9e3d-f169a27b84cb,2016-12-14T17:45:26,93,,-1,,
2016-12-14,15:30:00.000+01,32.28819 36.31971166666666 648.0 2.2,32.28819,36.31971167,648,2.2,shelters,,High,vyPzAbtFf6gYYzo5DK6HuU,uuid:400ee4f2-d46e-49d9-a393-1ef37f718045,5339907,400ee4f2-d46e-49d9-a393-1ef37f718045,2016-12-14T17:45:26,94,,-1,,
2016-12-14,15:31:00.000+01,32.288485 36.319878333333335 649.5 2.8,32.288485,36.31987833,649.5,2.8,shelters,,High,vyPzAbtFf6gYYzo5DK6HuU,uuid:33416f2d-b36f-48f1-b9e2-3b45847be253,5339908,33416f2d-b36f-48f1-b9e2-3b45847be253,2016-12-14T17:45:27,95,,-1,,
2016-12-14,15:58:00.000+01,32.285963333333335 36.33213666666666 661.1 2.1,32.28596333,36.33213667,661.1,2.1,roads,,Very High,vyPzAbtFf6gYYzo5DK6HuU,uuid:5483a72d-bb80-47ef-8e67-a5ed724a6e24,5339909,5483a72d-bb80-47ef-8e67-a5ed724a6e24,2016-12-14T17:45:27,96,,-1,,
2016-12-14,16:03:00.000+01,32.28595833333333 36.33753 661.7 2.5,32.28595833,36.33753,661.7,2.5,shelters,,Very High,vyPzAbtFf6gYYzo5DK6HuU,uuid:4ca2b563-e7d2-4337-b4ec-e0582c20f483,5339910,4ca2b563-e7d2-4337-b4ec-e0582c20f483,2016-12-14T17:45:27,97,,-1,,
2016-12-14,16:12:00.000+01,32.29454666666666 36.338385 664.0 3.7,32.29454667,36.338385,664,3.7,shelters,,Moderate,vyPzAbtFf6gYYzo5DK6HuU,uuid:ef5aab77-2205-4fa9-a6f8-3c0af4a3d978,5339911,ef5aab77-2205-4fa9-a6f8-3c0af4a3d978,2016-12-14T17:45:28,98,,-1,,
2016-12-14,16:13:00.000+01,32.294380000000004 36.33901 663.8 2.7,32.29438,36.33901,663.8,2.7,shelters,,High,vyPzAbtFf6gYYzo5DK6HuU,uuid:98809b99-1400-4053-95a6-28182c9b3aea,5339912,98809b99-1400-4053-95a6-28182c9b3aea,2016-12-14T17:45:28,99,,-1,,
2016-12-14,16:33:00.000+01,32.284848333333336 36.33521666666666 652.9 2.7,32.28484833,36.33521667,652.9,2.7,shelters,,Low,vyPzAbtFf6gYYzo5DK6HuU,uuid:97d37aee-6562-441e-907e-65cc1b8c547c,5339913,97d37aee-6562-441e-907e-65cc1b8c547c,2016-12-14T17:45:29,100,,-1,,
2016-12-14,16:36:00.000+01,32.284641666666666 36.33585 655.8 2.4,32.28464167,36.33585,655.8,2.4,shelters,,Very High,vyPzAbtFf6gYYzo5DK6HuU,uuid:be4784f9-b352-4d84-8009-6d855b601c10,5339914,be4784f9-b352-4d84-8009-6d855b601c10,2016-12-14T17:45:29,101,,-1,,
2016-12-14,17:42:00.000+01,32.29536666666667 36.319365 657.2 2.9,32.29536667,36.319365,657.2,2.9,shelters,,High,vyPzAbtFf6gYYzo5DK6HuU,uuid:f5bbff89-2137-4614-b6e8-b88b0b0fa283,5339915,f5bbff89-2137-4614-b6e8-b88b0b0fa283,2016-12-14T17:45:30,102,,-1,,
