LONGITUDE,LATITUDE,ID
36.333819,32.267101,874
36.334395,32.267113,875
36.334972,32.267125,876
36.335548,32.267137,877
36.336124,32.267150,878
36.336700,32.267162,879
36.337276,32.267174,880
36.337852,32.267186,881
36.338428,32.267198,882
36.339004,32.267210,883
36.339580,32.267223,884
36.340156,32.267235,885
36.340733,32.267247,886
36.341309,32.267259,887
36.341885,32.267271,888
36.342461,32.267283,889
36.343037,32.267295,890
36.343613,32.267307,891
36.344189,32.267320,892
36.344765,32.267332,893
36.345341,32.267344,894
36.345918,32.267356,895
36.346494,32.267368,896
36.347070,32.267380,897
36.347646,32.267392,898
36.348222,32.267404,899
36.291176,32.266622,900
36.291752,32.266634,901
36.292328,32.266646,902
36.292904,32.266659,903
36.293480,32.266671,904
36.294056,32.266684,905
36.294632,32.266696,906
36.295208,32.266708,907
36.295785,32.266721,908
36.296361,32.266733,909
36.296937,32.266745,910
36.297513,32.266758,911
36.298089,32.266770,912
36.298665,32.266782,913
36.299241,32.266795,914
36.299817,32.266807,915
36.300393,32.266819,916
36.300969,32.266832,917
36.301545,32.266844,918
36.302121,32.266856,919
36.302698,32.266869,920
36.303274,32.266881,921
36.303850,32.266893,922
36.304426,32.266905,923
36.305002,32.266918,924
36.305578,32.266930,925
36.306154,32.266942,926
36.306730,32.266955,927
36.307306,32.266967,928
36.307882,32.266979,929
36.308458,32.266991,930
36.309035,32.267004,931
36.309611,32.267016,932
36.310187,32.267028,933
36.310763,32.267041,934
36.311339,32.267053,935
36.311915,32.267065,936
36.312491,32.267077,937
36.313067,32.267090,938
36.313643,32.267102,939
36.314219,32.267114,940
36.314795,32.267126,941
36.315372,32.267139,942
36.315948,32.267151,943
36.316524,32.267163,944
36.317100,32.267175,945
36.317676,32.267188,946
36.318252,32.267200,947
36.318828,32.267212,948
36.319404,32.267224,949
36.319980,32.267237,950
36.320556,32.267249,951
36.321133,32.267261,952
36.321709,32.267273,953
36.322285,32.267286,954
36.322861,32.267298,955
36.323437,32.267310,956
36.324013,32.267322,957
36.324589,32.267334,958
36.325165,32.267347,959
36.325741,32.267359,960
36.326317,32.267371,961
36.326894,32.267383,962
36.327470,32.267395,963
36.328046,32.267408,964
36.328622,32.267420,965
36.329198,32.267432,966
36.329774,32.267444,967
36.330350,32.267456,968
36.330926,32.267469,969
36.331502,32.267481,970
36.332078,32.267493,971
36.332655,32.267505,972
36.333231,32.267517,973
36.333807,32.267529,974
36.334383,32.267542,975
36.334959,32.267554,976
36.335535,32.267566,977
36.336111,32.267578,978
36.336687,32.267590,979
36.337263,32.267602,980
36.337840,32.267615,981
36.338416,32.267627,982
36.338992,32.267639,983
36.339568,32.267651,984
36.340144,32.267663,985
36.340720,32.267675,986
36.341296,32.267687,987
36.341872,32.267700,988
36.342448,32.267712,989
36.343025,32.267724,990
36.343601,32.267736,991
36.344177,32.267748,992
36.344753,32.267760,993
36.345329,32.267772,994
36.345905,32.267784,995
36.346481,32.267797,996
36.347057,32.267809,997
36.347633,32.267821,998
36.348210,32.267833,999
36.291163,32.267050,1000
36.291739,32.267063,1001
36.292315,32.267075,1002
36.292891,32.267087,1003
36.293467,32.267100,1004
36.294044,32.267112,1005
36.294620,32.267124,1006
36.295196,32.267137,1007
36.295772,32.267149,1008
36.296348,32.267161,1009
36.296924,32.267174,1010
36.297500,32.267186,1011
36.298076,32.267198,1012
36.298652,32.267211,1013
36.299228,32.267223,1014
36.299804,32.267235,1015
36.300380,32.267248,1016
36.300957,32.267260,1017
36.301533,32.267272,1018
36.302109,32.267285,1019
36.302685,32.267297,1020
36.303261,32.267309,1021
36.303837,32.267322,1022
36.304413,32.267334,1023
36.304989,32.267346,1024
36.305565,32.267358,1025
36.306141,32.267371,1026
36.306717,32.267383,1027
36.307294,32.267395,1028
36.307870,32.267408,1029
36.308446,32.267420,1030
36.309022,32.267432,1031
36.309598,32.267445,1032
36.310174,32.267457,1033
36.310750,32.267469,1034
36.311326,32.267481,1035
36.311902,32.267494,1036
36.312478,32.267506,1037
36.313055,32.267518,1038
36.313631,32.267530,1039
36.314207,32.267543,1040
36.314783,32.267555,1041
36.315359,32.267567,1042
36.315935,32.267579,1043
36.316511,32.267592,1044
36.317087,32.267604,1045
36.317663,32.267616,1046
36.318239,32.267628,1047
36.318816,32.267641,1048
36.319392,32.267653,1049
36.319968,32.267665,1050
36.320544,32.267677,1051
36.321120,32.267690,1052
36.321696,32.267702,1053
36.322272,32.267714,1054
36.322848,32.267726,1055
36.323424,32.267738,1056
36.324000,32.267751,1057
36.324577,32.267763,1058
36.325153,32.267775,1059
36.325729,32.267787,1060
36.326305,32.267800,1061
36.326881,32.267812,1062
36.327457,32.267824,1063
36.328033,32.267836,1064
36.328609,32.267848,1065
36.329185,32.267861,1066
36.329761,32.267873,1067
36.330338,32.267885,1068
36.330914,32.267897,1069
36.331490,32.267909,1070
36.332066,32.267921,1071
36.332642,32.267934,1072
36.333218,32.267946,1073
36.333794,32.267958,1074
36.334370,32.267970,1075
36.334946,32.267982,1076
36.335523,32.267994,1077
36.336099,32.268007,1078
36.336675,32.268019,1079
36.337251,32.268031,1080
36.337827,32.268043,1081
36.338403,32.268055,1082
36.338979,32.268067,1083
36.339555,32.268080,1084
36.340131,32.268092,1085
36.340708,32.268104,1086
36.341284,32.268116,1087
36.341860,32.268128,1088
36.342436,32.268140,1089
36.343012,32.268152,1090
36.343588,32.268164,1091
36.344164,32.268177,1092
36.344740,32.268189,1093
36.345316,32.268201,1094
36.345893,32.268213,1095
36.346469,32.268225,1096
36.347045,32.268237,1097
36.347621,32.268249,1098
36.348197,32.268261,1099
36.291150,32.267479,1100
36.291726,32.267491,1101
36.292303,32.267503,1102
36.292879,32.267516,1103
36.293455,32.267528,1104
36.294031,32.267540,1105
36.294607,32.267553,1106
36.295183,32.267565,1107
36.295759,32.267578,1108
36.296335,32.267590,1109
36.296911,32.267602,1110
36.297487,32.267615,1111
36.298063,32.267627,1112
36.298640,32.267639,1113
36.299216,32.267652,1114
36.299792,32.267664,1115
36.300368,32.267676,1116
36.300944,32.267688,1117
36.301520,32.267701,1118
36.302096,32.267713,1119
36.302672,32.267725,1120
36.303248,32.267738,1121
36.303824,32.267750,1122
36.304400,32.267762,1123
36.304977,32.267775,1124
36.305553,32.267787,1125
36.306129,32.267799,1126
36.306705,32.267812,1127
36.307281,32.267824,1128
36.307857,32.267836,1129
36.308433,32.267848,1130
36.309009,32.267861,1131
36.309585,32.267873,1132
36.310161,32.267885,1133
36.310737,32.267898,1134
36.311314,32.267910,1135
36.311890,32.267922,1136
36.312466,32.267934,1137
36.313042,32.267947,1138
36.313618,32.267959,1139
36.314194,32.267971,1140
36.314770,32.267983,1141
36.315346,32.267996,1142
36.315922,32.268008,1143
36.316498,32.268020,1144
36.317075,32.268032,1145
36.317651,32.268045,1146
36.318227,32.268057,1147
