LONGITUDE,LATITUDE,VOLUME,STATUS,NAME,DISTRICT,BLOCK,NUMBER,HOUSES
36.3268160747,32.2967903672,4,Connected,D04-B02-T13,4,2,13,"D4-B2-H46,D4-B2-H47,D4-B2-H48,D4-B2-H49"
36.3207875404,32.2986949164,4,Connected,D04-B03-T01,4,3,1,"D4-B3-H82,D4-B3-H83"
36.3211160064,32.2985778169,4,Connected,D04-B03-T02,4,3,2,"D4-B3-H75,D4-B3-H76,D4-B3-H77,D4-B3-H81"
36.3211334454,32.2979906708,4,Connected,D04-B03-T03,4,3,3,"D4-B3-H80,D4-B5-H48,D4-B5-H49,D4-B5-H50"
36.3211608297,32.2981532595,4,Connected,D04-B03-T04,4,3,4,"D4-B3-H78,D4-B3-H79"
36.3212604644,32.2978953004,8,Connected,D04-B03-T05,4,3,5,"D4-B3-H68,D4-B3-H69,D4-B3-H70,D4-B3-H71,D4-B5-H46,D4-B5-H47"
36.3213978313,32.2981458067,4,Connected,D04-B03-T06,4,3,6,"D4-B3-H67,D4-B3-H72"
36.3215130471,32.2980887002,4,Connected,D04-B03-T07,4,3,7,"D4-B3-H60,D4-B3-H61,D4-B3-H62,D4-B3-H63"
36.3216078107,32.2984425226,4,Connected,D04-B03-T08,4,3,8,"D4-B3-H65,D4-B3-H73,D4-B3-H74"
36.3217718263,32.2982731653,4,Connected,D04-B03-T09,4,3,9,"D4-B3-H59,D4-B3-H64,D4-B3-H66"
36.321782328,32.2977680673,8,Connected,D04-B03-T10,4,3,10,"D4-B3-H52,D4-B3-H53,D4-B3-H54,D4-B3-H55"
36.3219668026,32.2983235857,2,Connected,D04-B03-T11,4,3,11,D4-B3-H58
36.3219728569,32.2982198314,4,Connected,D04-B03-T12,4,3,12,"D4-B3-H48,D4-B3-H49,D4-B3-H50,D4-B3-H51,D4-B3-H56,D4-B3-H57"
36.3220702477,32.2977392054,4,Connected,D04-B03-T13,4,3,13,"D4-B3-H43,D4-B3-H44,D4-B3-H45"
36.3221388068,32.2980940258,4,Connected,D04-B03-T14,4,3,14,D4-B3-H48
36.3222839074,32.2975255142,8,Connected,D04-B03-T15,4,3,15,"D4-B3-H37,D4-B3-H38,D4-B3-H39,D4-B3-H40,D4-B3-H41,D4-B3-H42"
36.3223145024,32.297946233,2,Connected,D04-B03-T16,4,3,16,D4-B3-H46
36.3224817123,32.297466322,8,Connected,D04-B03-T17,4,3,17,"D4-B3-H30,D4-B3-H32,D4-B3-H33,D4-B3-H34,D4-B3-H35,D4-B3-H36"
36.3226728163,32.2975090974,2,Connected,D04-B03-T18,4,3,18,D4-B3-H31
36.3227850288,32.2973663641,4,Connected,D04-B03-T19,4,3,19,"D4-B3-H25,D4-B3-H26,D4-B3-H27,D4-B3-H28,D4-B3-H29"
36.3231897238,32.2974786603,4,Connected,D04-B03-T20,4,3,20,"D4-B3-H20,D4-B3-H21,D4-B3-H22,D4-B3-H23"
36.3232689643,32.2971792928,2,Connected,D04-B03-T21,4,3,21,D4-B3-H16
36.3233830753,32.2971357409,2,Connected,D04-B03-T22,4,3,22,"D4-B3-H14,D4-B3-H15"
36.3234569771,32.2974955443,4,Connected,D04-B03-T23,4,3,23,"D4-B3-H10,D4-B3-H12,D4-B3-H17,D4-B3-H18,D4-B3-H19"
36.3235527264,32.2970891724,2,Connected,D04-B03-T24,4,3,24,D4-B3-H13
36.3236850619,32.2974177437,4,Connected,D04-B03-T25,4,3,25,"D4-B3-H10,D4-B3-H11"
36.3238232026,32.2974807211,2,Connected,D04-B03-T26,4,3,26,D4-B3-H2
36.3238230537,32.297376028,2,Connected,D04-B03-T27,4,3,27,D4-B3-H9
36.3238413633,32.297055437,8,Connected,D04-B03-T28,4,3,28,"D4-B3-H1,D4-B3-H3,D4-B3-H4,D4-B3-H5,D4-B3-H6,D4-B3-H7,D4-B3-H8"
36.3241804305,32.2971087435,4,Connected,D04-B04-T01,4,4,1,"D4-B4-H5,D4-B4-H6,D4-B4-H7,D4-B4-H8"
36.3243140512,32.2973206625,8,Connected,D04-B04-T02,4,4,2,"D4-B4-H1,D4-B4-H2,D4-B4-H9,D4-B4-H10,D4-B4-H11,"
36.3243104901,32.2968130212,8,Connected,D04-B04-T03,4,4,3,"D4-B4-H14,D4-B4-H15,D4-B4-H16,D4-B4-H17,D4-B4-H18,D4-B4-H19,D4-B4-H20"
36.3247315984,32.296659433,4,Connected,D04-B04-T04,4,4,4,"D4-B4-H28,D4-B4-H29,D4-B4-H30"
36.3247861779,32.2969997801,4,Connected,D04-B04-T05,4,4,5,"D4-B4-H21,D4-B4-H27"
36.3248721333,32.2965104417,2,Connected,D04-B04-T06,4,4,6,D4-B4-H32
36.3249028336,32.2972966958,4,Connected,D04-B04-T07,4,4,7,"D4-B4-H12,D4-B4-H13,D4-B4-H22,D4-B4-H23,D4-B4-H24"
36.3249262831,32.2966747857,4,Connected,D04-B04-T08,4,4,8,"D4-B4-H33,D4-B4-H34,D4-B4-H35"
36.3250953015,32.2970349352,2,Connected,D04-B04-T09,4,4,9,D4-B4-H36
36.3251040246,32.2966415039,4,Connected,D04-B04-T10,4,4,10,"D4-B4-H38,D4-B4-H39,D4-B4-H40,D4-B4-H42"
36.3251584979,32.2965522169,2,Connected,D04-B04-T11,4,4,11,D4-B4-H41
36.3253224336,32.2965327691,8,Connected,D04-B04-T12,4,4,12,"D4-B4-H43,D4-B4-H44,D4-B4-H47,D4-B4-H48,D4-B4-H49"
36.3255162781,32.2964546702,4,Connected,D04-B04-T13,4,4,13,D4-B4-H50
36.3257296067,32.2966139798,4,Connected,D04-B04-T14,4,4,14,"D4-B4-H51,D4-B4-H52,D4-B4-H53,D4-B4-H54"
36.3258083078,32.2963918759,4,Connected,D04-B04-T15,4,4,15,"D4-B4-H55,D4-B4-H56,D4-B4-H57"
36.325973543,32.2963916018,4,Connected,D04-B04-T16,4,4,16,"D4-B4-H58,D4-B4-H59,D4-B4-H60,D4-B4-H61,D4-B4-H62"
36.326313322,32.2964077463,8,Connected,D04-B04-T17,4,4,17,"D4-B4-H63,D4-B4-H64,D4-B4-H65,D4-B4-H66,D4-B4-H67,D4-B4-H68"
36.3266234213,32.2963256449,4,Connected,D04-B04-T18,4,4,18,"D4-B4-H69,D4-B4-H70,D4-B4-H71,D4-B4-H72,D4-B4-H73,D4-B4-H74"
36.3213059913,32.2976924682,4,Connected,D04-B05-T01,4,5,1,"D4-B5-H42,D4-B5-H43,D4-B5-H44,D4-B5-H45"
36.3217748282,32.2975089424,4,Connected,D04-B05-T02,4,5,2,"D4-B5-H36,D4-B5-H37,D4-B5-H38,D4-B5-H39,D4-B5-H40,D4-B5-H41"
36.3219539717,32.2973582178,4,Connected,D04-B05-T03,4,5,3,"D4-B5-H30,D4-B5-H31,D4-B5-H33,D4-B5-H34,D4-B5-H35"
36.3222813779,32.2973931125,8,Connected,D04-B05-T04,4,5,4,"D4-B5-H26,D4-B5-H27,D4-B5-H28,D4-B5-H29,D4-B5-H30,D4-B5-H32"
36.32242989,32.2973686478,4,Connected,D04-B05-T05,4,5,5,"D4-B5-H22,D4-B5-H23,D4-B5-H24,D4-B5-H25"
36.3226762346,32.297260453,8,Connected,D04-B05-T06,4,5,6,"D4-B5-H18,D4-B5-H19,D4-B5-H20,D4-B5-H21"
36.3229228439,32.2970329414,8,Connected,D04-B05-T07,4,5,7,"D4-B5-H12,D4-B5-H13,D4-B5-H14,D4-B5-H15,D4-B5-H16,D4-B5-H17"
36.3233011205,32.2970840273,2,Connected,D04-B05-T08,4,5,8,"D4-B5-H7,D4-B5-H11"
36.323388863,32.2968519411,8,Connected,D04-B05-T09,4,5,9,"D4-B5-H5,D4-B5-H8,D4-B5-H9,D4-B5-H10"
36.3236084082,32.296798771,4,Connected,D04-B05-T10,4,5,10,"D4-B5-H2,D4-B5-H3,D4-B5-H4,D4-B5-H6"
36.3238294491,32.2969114664,2,Connected,D04-B05-T11,4,5,11,D4-B5-H1
36.3238175524,32.2961981342,4,Connected,D04-B06-T01,4,6,1,"D4-B6-H4,D4-B6-H5,D4-B6-H6,D4-B6-H7,D4-B6-H8,D4-B6-H9"
36.324045368,32.2967195927,4,Connected,D04-B06-T02,4,6,2,"D4-B6-H1,D4-B6-H2,D4-B6-H3,D4-B6-H11,D4-B6-H12,D4-B6-H13"
36.3241251898,32.2961345991,8,Connected,D04-B06-T03,4,6,3,"D4-B6-H17,D4-B6-H18,D4-B6-H19,D4-B6-H20,D4-B6-H21,D4-B6-H22,D4-B6-H28"
36.3242424337,32.2966446426,2,Connected,D04-B06-T04,4,6,4,"D4-B6-H14,D4-B6-H15"
36.3243874547,32.2965703359,4,Connected,D04-B06-T05,4,6,5,"D4-B6-H16,D4-B6-H23,D4-B6-H25,D4-B6-H26"
36.3244375414,32.2959800955,4,Connected,D04-B06-T06,4,6,6,"D4-B6-H29,D4-B6-H30,D4-B6-H37,D4-B6-H38"
36.3245300563,32.2966162122,2,Connected,D04-B06-T07,4,6,7,D4-B6-H24
36.3245457704,32.2963829519,4,Connected,D04-B06-T08,4,6,8,"D4-B6-H31,D4-B6-H32,D4-B6-H33,D4-B6-H34,D4-B6-H35,D4-B6-H36"
36.3248220648,32.296196597,4,Connected,D04-B06-T09,4,6,9,"D4-B6-H44,D4-B6-H45,"
36.3250336549,32.295820533,4,Connected,D04-B06-T10,4,6,10,"D4-B6-H50,D4-B6-H51,D4-B6-H52"
36.3251487031,32.2963111694,4,Connected,D04-B06-T11,4,6,11,"D4-B6-H46,D4-B6-H47,D4-B6-H48,D4-B6-H49,D4-B6-H53"
36.3252475607,32.2957898292,4,Connected,D04-B06-T12,4,6,12,"D4-B6-H60,D4-B6-H61,D4-B6-H68"
36.3253644729,32.2962987909,8,Connected,D04-B06-T13,4,6,13,"D4-B6-H54,D4-B6-H55,D4-B6-H56,D4-B6-H57,D4-B6-H58,D4-B6-H63,D4-B6-H64"
36.3254883053,32.2959738007,4,Connected,D04-B06-T14,4,6,14,"D4-B6-H66,D4-B6-H67,D4-B6-H69,D4-B6-H70"
36.3259497606,32.2961700523,4,Connected,D04-B06-T15,4,6,15,"D4-B6-H65,D4-B6-H72,D4-B6-H73,D4-B6-H74,D4-B6-H76"
36.3259944582,32.2956254633,8,Connected,D04-B06-T16,4,6,16,"D4-B6-H78,D4-B6-H79,D4-B6-H86,D4-B6-H87,D4-B6-H88"
36.3262368689,32.2961110002,8,Connected,D04-B06-T17,4,6,17,"D4-B6-H80,D4-B6-H81,D4-B6-H82,D4-B6-H83,D4-B6-H84"
36.3263710395,32.2960783747,4,Connected,D04-B06-T18,4,6,18,"D4-B6-H91,D4-B6-H92,D4-B6-H93,D4-B6-H94"
36.3264075607,32.2957135277,4,Connected,D04-B06-T19,4,6,19,"D4-B6-H89,D4-B6-H95,D4-B6-H96"
36.3215501174,32.2967267148,2,Connected,D04-B07-T01,4,7,1,D4-B7-H54
36.3217679015,32.2971863617,2,Connected,D04-B07-T02,4,7,2,D4-B7-H51
36.3217761338,32.2970825193,8,Connected,D04-B07-T03,4,7,3,"D4-B7-H48,D4-B7-H49,D4-B7-H50,D4-B7-H52,D4-B7-H53"
36.321827952,32.2966628367,4,Connected,D04-B07-T04,4,7,4,"D4-B7-H44,D4-B7-H45,D4-B7-H46,D4-B7-H47"
36.3219717778,32.2970398068,2,Connected,D04-B07-T05,4,7,5,"D4-B7-H42,D4-B7-H43"
36.3219893148,32.2966207039,8,Connected,D04-B07-T06,4,7,6,"D4-B7-H33,D4-B7-H34,D4-B7-H35,D4-B7-H36,D4-B7-H37,D4-B7-H38,D4-B7-H41"
36.3223108702,32.2968831,4,Connected,D04-B07-T07,4,7,7,"D4-B7-H31,D4-B7-H32,D4-B7-H39,D4-B7-H40"
36.3224019063,32.2966149952,4,Connected,D04-B07-T08,4,7,8,"D4-B7-H28,D4-B7-H29,D4-B7-H30"
36.322588311,32.2969456041,4,Connected,D04-B07-T09,4,7,9,"D4-B7-H26,D4-B7-H27"
36.3228014527,32.2965183229,4,Connected,D04-B07-T10,4,7,10,"D4-B7-H13,D4-B7-H17,D4-B7-H20,D4-B7-H23,D4-B7-H24"
36.3228190134,32.2962244565,8,Connected,D04-B07-T11,4,7,11,"D4-B7-H14,D4-B7-H15,D4-B7-H16,D4-B7-H17,D4-B7-H21,D4-B7-H22"
36.3229337065,32.2966529581,4,Connected,D04-B07-T12,4,7,12,"D4-B7-H19,D4-B7-H25"
36.3231115748,32.2962157293,4,Connected,D04-B07-T13,4,7,13,"D4-B7-H8,D4-B7-H9,D4-B7-H10"
36.3231191405,32.2965978594,2,Connected,D04-B07-T14,4,7,14,D4-B7-H18
36.3233521188,32.2961877545,4,Connected,D04-B07-T15,4,7,15,"D4-B7-H2,D4-B7-H3,D4-B7-H4,D4-B7-H5,D4-B7-H7"
36.3233872134,32.2965592784,4,Connected,D04-B07-T16,4,7,16,"D4-B7-H1,D4-B7-H6,D4-B7-H11,D4-B7-H12"
36.3236646908,32.2956843321,4,Connected,D04-B08-T01,4,8,1,"D4-B8-H3,D4-B8-H4,D4-B8-H5,D4-B8-H17"
36.3237303618,32.2960755623,4,Connected,D04-B08-T02,4,8,2,"D4-B8-H1,D4-B8-H2,D4-B8-H6,D4-B8-H7,D4-B8-H8,D4-B8-H9"
36.3240139311,32.2956129043,8,Connected,D04-B08-T03,4,8,3,"D4-B8-H13,D4-B8-H14,D4-B8-H15,D4-B8-H16,D4-B8-H18,D4-B8-H19,D4-B8-H20,D4-B8-H21"
36.3241213052,32.2959819665,4,Connected,D04-B08-T04,4,8,4,"D4-B8-H10,D4-B8-H11,D4-B8-H12,D4-B8-H22"
36.3242875806,32.2955936794,4,Connected,D04-B08-T05,4,8,5,"D4-B8-H26,D4-B8-H27"
36.3243789714,32.2958079434,4,Connected,D04-B08-T06,4,8,6,"D4-B8-H23,D4-B8-H24,D4-B8-H25"
36.3246556188,32.2956248063,4,Connected,D04-B08-T07,4,8,7,"D4-B8-H28,D4-B8-H29"
36.3247493758,32.2958398632,4,Connected,D04-B08-T08,4,8,8,"D4-B6-H39,D4-B6-H40,D4-B8-H29,D4-B8-H30"
36.3248016621,32.2955260888,4,Connected,D04-B08-T09,4,8,9,"D4-B8-H31,D4-B8-H32,D4-B8-H34,D4-B8-H35"
36.3250710729,32.2954765694,4,Connected,D04-B08-T10,4,8,10,"D4-B8-H36,D4-B8-H37"
36.3253498398,32.2953460799,4,Connected,D04-B08-T11,4,8,11,"D4-B8-H38,D4-B8-H39,D4-B8-H41,D4-B8-H42"
36.3255933351,32.2952876953,4,Connected,D04-B08-T12,4,8,12,"D4-B8-H44,D4-B8-H45"
36.3258260751,32.295278258,4,Connected,D04-B08-T13,4,8,13,"D4-B8-H47,D4-B8-H48"
36.3261668489,32.2949306685,4,Connected,D04-B08-T14,4,8,14,"D4-B8-H49,D4-B8-H50"
36.3198306181,32.2968719192,4,Connected,D04-B09-T01,4,9,1,"D4-B9-H81,D4-B9-H83,D4-B9-H84,D4-B9-H85,D4-B9-H86"
36.3204349385,32.2966480258,8,Connected,D04-B09-T02,4,9,2,"D4-B9-H73,D4-B9-H74,D4-B9-H75,D4-B9-H76,D4-B9-H77,D4-B9-H78,D4-B9-H79,D4-B9-H80"
36.3206266672,32.2971373898,4,Connected,D04-B09-T03,4,9,3,"D4-B9-H68,D4-B9-H69,D4-B9-H70,D4-B9-H71,D4-B9-H72"
36.3208061636,32.2969007105,4,Connected,D04-B09-T04,4,9,4,"D4-B9-H53,D4-B9-H54,D4-B9-H58,D4-B9-H59,D4-B9-H60"
36.3208065513,32.2965987008,4,Connected,D04-B09-T05,4,9,5,"D4-B9-H55,D4-B9-H56,D4-B9-H57"
36.3209264747,32.2974345502,4,Connected,D04-B09-T06,4,9,6,"D4-B9-H64,D4-B9-H65,D4-B9-H66,D4-B9-H67"
36.3209650048,32.2965590459,4,Connected,D04-B09-T07,4,9,7,"D4-B9-H39,D4-B9-H40,D4-B9-H42,D4-B9-H43,D4-B9-H44"
36.3210191704,32.2973141048,2,Connected,D04-B09-T08,4,9,8,"D4-B9-H49,D4-B9-H62"
36.3210247836,32.2976655286,2,Connected,D04-B09-T09,4,9,9,D4-B9-H63
36.3210595031,32.2963433475,4,Connected,D04-B09-T10,4,9,10,"D4-B9-H22,D4-B9-H23,D4-B9-H41"
36.3211462098,32.296398167,4,Connected,D04-B09-T11,4,9,11,"D4-B9-H24,D4-B9-H25"
36.321245371,32.297245183,8,Connected,D04-B09-T12,4,9,12,"D4-B9-H45,D4-B9-H46,D4-B9-H47,D4-B9-H48,D4-B9-H49,D4-B9-H50,D4-B9-H51,D4-B9-H52"
36.3213004533,32.296624506,8,Connected,D04-B09-T13,4,9,13,"D4-B9-H26,D4-B9-H27,D4-B9-H28,D4-B9-H36,D4-B9-H37,D4-B9-H38"
36.3215145415,32.2970067358,4,Connected,D04-B09-T14,4,9,14,"D4-B9-H29,D4-B9-H31,D4-B9-H33,D4-B9-H35"
36.321555678,32.2971837101,2,Connected,D04-B09-T15,4,9,15,D4-B9-H32
36.3219700924,32.2963605474,8,Connected,D04-B09-T16,4,9,16,"D4-B9-H16,D4-B9-H17,D4-B9-H18,D4-B9-H19,D4-B9-H21"
36.322460144,32.296172507,4,Connected,D04-B09-T17,4,9,17,"D4-B9-H13,D4-B9-H14,D4-B9-H15"
36.322703649,32.2961386801,4,Connected,D04-B09-T18,4,9,18,"D4-B9-H9,D4-B9-H10,D4-B9-H11,D4-B9-H12"
36.32306311,32.2960183709,4,Connected,D04-B09-T19,4,9,19,"D4-B9-H7,D4-B9-H8"
36.3231787219,32.2958113315,8,Connected,D04-B09-T20,4,9,20,"D4-B9-H1,D4-B9-H2,D4-B9-H3,D4-B9-H4,D4-B9-H5,D4-B9-H6"
36.3234172495,32.2952104802,8,Connected,D04-B10-T01,4,10,1,"D4-B10-H2,D4-B10-H3,D4-B10-H4,D4-B10-H5,D4-B10-H6,D4-B10-H7,D4-B10-H8"
36.3234960656,32.2955882697,2,Connected,D04-B10-T02,4,10,2,D4-B10-H1
36.3237011618,32.2951308827,4,Connected,D04-B10-T03,4,10,3,"D4-B10-H11,D4-B10-H13,D4-B10-H14,D4-B10-H15"
36.3238475441,32.2954256508,8,Connected,D04-B10-T04,4,10,4,"D4-B10-H15,D4-B10-H16,D4-B10-H17,D4-B10-H18,D4-B10-H19"
36.3239068495,32.2949525991,4,Connected,D04-B10-T05,4,10,5,"D4-B10-H12,D4-B10-H20"
36.3241399632,32.2949638645,2,Connected,D04-B10-T06,4,10,6,D4-B10-H21
36.3241608065,32.2952531337,8,Connected,D04-B10-T07,4,10,7,"D4-B10-H22,D4-B10-H23,D4-B10-H24,D4-B10-H25,D4-B10-H26,D4-B10-H27"
36.3244232465,32.2949661475,4,Connected,D04-B10-T08,4,10,8,"D4-B10-H29,D4-B10-H30,D4-B10-H31,D4-B10-H32"
36.3245500982,32.2947760159,4,Connected,D04-B10-T09,4,10,9,"D4-B10-H37,D4-B10-H38,D4-B10-H39"
36.3247059362,32.2950809449,4,Connected,D04-B10-T10,4,10,10,"D4-B10-H33,D4-B10-H34,D4-B10-H42"
36.3248583302,32.2946988963,4,Connected,D04-B10-T11,4,10,11,"D4-B10-H46,D4-B10-H47"
36.325028681,32.2951555918,2,Connected,D04-B10-T12,4,10,12,D4-B10-H44
36.3251598267,32.2945735509,4,Connected,D04-B10-T13,4,10,13,"D4-B10-H48,D4-B10-H56"
36.3252324053,32.2948555364,4,Connected,D04-B10-T14,4,10,14,"D4-B10-H53,D4-B10-H54,D4-B10-H59,D4-B10-H61"
36.3254915555,32.2945289388,8,Connected,D04-B10-T15,4,10,15,"D4-B10-H63,D4-B10-H65,D4-B10-H66,D4-B10-H67,D4-B10-H68,D4-B10-H69"
36.3194607946,32.2964559307,4,Connected,D04-B11-T01,4,11,1,"D4-B11-H70,D4-B11-H71,D4-B11-H72,D4-B11-H73"
36.3195588116,32.2963874082,2,Connected,D04-B11-T02,4,11,2,D4-B11-H69
36.3197256572,32.296432191,2,Connected,D04-B11-T03,4,11,3,"D4-B11-H66,D4-B11-H68"
36.3198843935,32.2966565351,8,Connected,D04-B11-T04,4,11,4,"D4-B11-H64,D4-B11-H65"
36.3199207134,32.2962895784,8,Connected,D04-B11-T05,4,11,5,"D4-B11-H54,D4-B11-H57,D4-B11-H60,D4-B11-H61,D4-B11-H62,D4-B11-H63"
36.320025008,32.2962207083,2,Connected,D04-B11-T06,4,11,6,D4-B11-H59
36.3202501228,32.2964742375,4,Connected,D04-B11-T07,4,11,7,"D4-B11-H55,D4-B11-H56,D4-B11-H58"
36.320276558,32.2963419217,4,Connected,D04-B11-T08,4,11,8,"D4-B11-H47,D4-B11-H48,D4-B11-H51,D4-B11-H53"
36.3204479503,32.2961298291,8,Connected,D04-B11-T09,4,11,9,"D4-B11-H44,D4-B11-H45,D4-B11-H46,D4-B11-H49,D4-B11-H50"
36.3207199592,32.2960514347,4,Connected,D04-B11-T10,4,11,10,"D4-B11-H40,D4-B11-H41,D4-B11-H42,D4-B11-H43"
36.3210311521,32.295956742,4,Connected,D04-B11-T11,4,11,11,"D4-B11-H38,D4-B11-H39"
36.3213551202,32.2960447831,2,Connected,D04-B11-T12,4,11,12,D4-B11-H37
36.3215050701,32.2960701661,4,Connected,D04-B11-T13,4,11,13,"D4-B11-H31,D4-B11-H35,D4-B11-H36"
36.3216234049,32.2957690183,4,Connected,D04-B11-T14,4,11,14,"D4-B11-H32,D4-B11-H33"
36.3219115276,32.295670407,4,Connected,D04-B11-T15,4,11,15,"D4-B11-H24,D4-B11-H25,D4-B11-H27,D4-B11-H28"
36.3221692026,32.2957427133,2,Connected,D04-B11-T16,4,11,16,D4-B11-H23
36.3223144347,32.2959100835,4,Connected,D04-B11-T17,4,11,17,"D4-B11-H20,D4-B11-H21"
36.3224698741,32.2956850605,8,Connected,D04-B11-T18,4,11,18,"D4-B11-H12,D4-B11-H15,D4-B11-H16,D4-B11-H17,D4-B11-H18"
36.3227449989,32.2954189243,4,Connected,D04-B11-T19,4,11,19,"D4-B11-H5,D4-B11-H6,D4-B11-H7,D4-B11-H10,D4-B11-H11"
36.3230194026,32.295406096,4,Connected,D04-B11-T20,4,11,20,"D4-B11-H1,D4-B11-H2,D4-B11-H3"
36.3230029458,32.2943991141,4,Connected,D04-B12-T01,4,12,1,"D4-B12-H5,D4-B12-H6,D4-B12-H9,D4-B12-H10"
36.3231533716,32.2945113023,4,Connected,D04-B12-T02,4,12,2,"D4-B12-H4,D4-B12-H11"
36.3232413657,32.2950346872,4,Connected,D04-B12-T03,4,12,3,"D4-B12-H1,D4-B12-H2"
36.3234537349,32.2949075579,4,Connected,D04-B12-T04,4,12,4,"D4-B12-H3,D4-B12-H12,D4-B12-H13,D4-B12-H14"
36.3236849185,32.2949012016,4,Connected,D04-B12-T05,4,12,5,"D4-B12-H15,D4-B12-H18"
36.3243458827,32.2945081357,2,Connected,D04-B12-T06,4,12,6,D4-B12-H19
36.3247903924,32.2944206222,4,Connected,D04-B12-T07,4,12,7,"D4-B12-H20,D4-B12-H21,D4-B12-H22"
36.3250526784,32.2935515889,2,Connected,D04-B12-T08,4,12,8,D4-B12-H31
36.3250596644,32.2934158811,2,Connected,D04-B12-T09,4,12,9,D4-B12-H33
36.3251199304,32.2943761259,4,Connected,D04-B12-T10,4,12,10,"D4-B12-H23,D4-B12-H24"
36.3251340195,32.2939439759,8,Connected,D04-B12-T11,4,12,11,"D4-B12-H28,D4-B12-H29,D4-B12-H30"
36.3253282911,32.2937015089,8,Connected,D04-B12-T12,4,12,12,"D4-B12-H35,D4-B12-H36,D4-B12-H37,D4-B12-H38"
36.3254109589,32.2940934469,8,Connected,D04-B12-T13,4,12,13,"D4-B12-H24,D4-B12-H25,D4-B12-H26,D4-B12-H40,D4-B12-H41"
36.3190545643,32.2954808092,8,Connected,D04-B13-T01,4,13,1,"D4-B13-H98,D4-B13-H99,D4-B13-H100,D4-B13-H101,D4-B13-H102,D4-B13-H114"
36.3190648178,32.2956492551,8,Connected,D04-B13-T02,4,13,2,"D4-B13-H96,D4-B13-H97,D4-B13-H103,D4-B13-H104,D4-B13-H112,D4-B13-H113"
36.3191338644,32.2960112369,2,Connected,D04-B13-T03,4,13,3,D4-B13-H111
36.3191901709,32.2959684559,4,Connected,D04-B13-T04,4,13,4,"D4-B13-H95,D4-B13-H105,D4-B13-H106"
36.3192717072,32.2963430159,4,Connected,D04-B13-T05,4,13,5,"D4-B13-H92,D4-B13-H108,D4-B13-H109,D4-B13-H110"
36.3194159645,32.2960337775,8,Connected,D04-B13-T06,4,13,6,"D4-B13-H87,D4-B13-H88,D4-B13-H89,D4-B13-H90,D4-B13-H91,D4-B13-H93,D4-B13-H107"
36.3198220751,32.296140043,8,Connected,D04-B13-T07,4,13,7,"D4-B13-H79,D4-B13-H80,D4-B13-H84,D4-B13-H85,D4-B13-H86"
36.3199776968,32.2959006494,4,Connected,D04-B13-T08,4,13,8,"D4-B13-H78,D4-B13-H81,D4-B13-H82"
36.3201390478,32.295159905,4,Connected,D04-B13-T09,4,13,9,"D4-B13-H67,D4-B13-H68,D4-B13-H74"
36.3201766749,32.2958186218,4,Connected,D04-B13-T10,4,13,10,D4-B13-H75
36.3203157127,32.2960492855,8,Connected,D04-B13-T11,4,13,11,"D4-B13-H1-77,D4-B13-H70,D4-B13-H77"
36.3204454127,32.2959012902,4,Connected,D04-B13-T12,4,13,12,"D4-B13-H69,D4-B13-H71,D4-B13-H72,D4-B13-H73"
36.3204441097,32.2956219091,2,Connected,D04-B13-T13,4,13,13,D4-B13-H66
36.3205292231,32.2959353181,2,Connected,D04-B13-T14,4,13,14,D4-B13-H62
36.3206866037,32.2950609115,4,Connected,D04-B13-T15,4,13,15,"D4-B13-H55,D4-B13-H56"
36.3207125346,32.295846975,8,Connected,D04-B13-T16,4,13,16,"D4-B13-H57,D4-B13-H60,D4-B13-H63,D4-B13-H64,D4-B13-H65"
36.3208997618,32.2948616897,2,Connected,D04-B13-T17,4,13,17,D4-B13-H46
36.3209305571,32.2958511622,2,Connected,D04-B13-T18,4,13,18,D4-B13-H61
36.3209377343,32.2957705644,4,Connected,D04-B13-T19,4,13,19,"D4-B13-H53,D4-B13-H54,D4-B13-H58,D4-B13-H59"
36.3211295407,32.2951583606,2,Connected,D04-B13-T20,4,13,20,D4-B13-H47
36.3212112345,32.2954075641,4,Connected,D04-B13-T21,4,13,21,"D4-B13-H42,D4-B13-H43,D4-B13-H44,D4-B13-H48,D4-B13-H49"
36.3213898163,32.2956961745,4,Connected,D04-B13-T22,4,13,22,"D4-B13-H40,D4-B13-H50,D4-B13-H51,D4-B13-H52"
36.3214516763,32.2953270848,4,Connected,D04-B13-T23,4,13,23,"D4-B13-H35,D4-B13-H36,D4-B13-H37,D4-B13-H45"
36.321593612,32.2956420864,4,Connected,D04-B13-T24,4,13,24,"D4-B13-H38,D4-B13-H39,D4-B13-H41"
36.3220709755,32.2955024534,8,Connected,D04-B13-T25,4,13,25,"D4-B13-H28,D4-B13-H29,D4-B13-H30,D4-B13-H31,D4-B13-H32,D4-B13-H33,D4-B13-H34"
36.3221717838,32.2946463143,2,Connected,D04-B13-T26,4,13,26,"D4-B13-H16,D4-B13-H17,D4-B13-H18"
36.3222963393,32.2950143268,4,Connected,D04-B13-T27,4,13,27,"D4-B13-H19,D4-B13-H20,D4-B13-H21"
36.3223954184,32.2954207914,4,Connected,D04-B13-T28,4,13,28,"D4-B13-H25,D4-B13-H26,D4-B13-H27"
36.3225804365,32.2949976357,2,Connected,D04-B13-T29,4,13,29,"D4-B13-H13,D4-B13-H14"
36.3226103119,32.2952704628,4,Connected,D04-B13-T30,4,13,30,"D4-B13-H22,D4-B13-H23,D4-B13-H24"
