longitude,latitude,septic_id,septic_id_short,septic_district,septic_block,septic_number,septic_capacity,septic_ventilation_1,septic_ventilation_2,steel_id,steel_id_short,steel_type,steel_district,steel_number,steel_capacity,house_count,house_ids
36.335253,32.290322,D06-B18-T12,D6-B18-T12,6,18,12,2.5,140,,,,,,,,3,"D06-B18-H042,D06-B18-H049,D06-B18-H050"
36.335325,32.290559,D06-B18-T13,D6-B18-T13,6,18,13,8,125,,,,,,,,5,"D06-B18-H043,D06-B18-H044,D06-B18-H045,D06-B18-H046,D06-B18-H047"
36.335638,32.290415,D06-B18-T14,D6-B18-T14,6,18,14,2.5,130,,,,,,,,3,"D06-B18-H048,D06-B18-H055,D06-B18-H056"
36.335517,32.290082,D06-B18-T15,D6-B18-T15,6,18,15,8,127,,,,,,,,8,"D06-B18-H052,D06-B18-H053,D06-B18-H054,D06-B18-H057,D06-B18-H058,D06-B18-H059,D06-B18-H060,D06-B18-H061"
36.335872,32.290102,D06-B18-T16,D6-B18-T16,6,18,16,8,132,,,,,,,,4,"D06-B18-H066,D06-B18-H067,D06-B18-H068,D06-B18-H069"
36.335790,32.289957,D06-B18-T17,D6-B18-T17,6,18,17,8,117,,,,,,,,4,"D06-B18-H063,D06-B18-H064,D06-B18-H065,D06-B18-H070"
36.336552,32.290297,D07-B01-T01,D7-B1-T1,7,1,1,4,134,134,OST-07-04,OST-7-4,OST,7,4,25,0,
36.337680,32.289812,D07-B01-T02,D7-B1-T2,7,1,2,2,167,,OST-07-04,OST-7-4,OST,7,4,25,2,"D07-B01-H027,D07-B01-H029"
36.337527,32.289345,D07-B01-T03,D7-B1-T3,7,1,3,4,174,172,OST-07-04,OST-7-4,OST,7,4,25,4,"D07-B01-H022,D07-B01-H023,D07-B01-H024,D07-B01-H024"
36.337836,32.289746,D07-B01-T04,D7-B1-T4,7,1,4,4,133,135,OST-07-04,OST-7-4,OST,7,4,25,2,"D07-B01-H015,D07-B01-H020"
36.337922,32.289218,D07-B01-T05,D7-B1-T5,7,1,5,4,134,135,OST-07-04,OST-7-4,OST,7,4,25,4,"D07-B01-H008,D07-B01-H009,D07-B01-H010,D07-B01-H016"
36.338221,32.289565,D07-B01-T06,D7-B1-T6,7,1,6,4,126,134,OST-07-04,OST-7-4,OST,7,4,25,6,"D07-B01-H012,D07-B01-H013,D07-B01-H014,D07-B01-H015,D07-B01-H018,D07-B01-H019"
36.338472,32.289484,D07-B01-T07,D7-B1-T7,7,1,7,4,136,134,,,,,,,2,"D07-B01-H005,D07-B01-H006"
36.338511,32.289259,D07-B01-T08,D7-B1-T8,7,1,8,4,134,136,OST-07-04,OST-7-4,OST,7,4,25,3,"D07-B01-H001,D07-B01-H002,D07-B01-H003"
36.338874,32.289104,D07-B02-T01,D7-B2-T1,7,2,1,2,125,,,,,,,,3,"D07-B02-H003,D07-B02-H004,D07-B02-H006"
36.339144,32.289363,D07-B02-T02,D7-B2-T2,7,2,2,4,165,165,OST-07-07,OST-7-7,OST,7,7,25,4,"D07-B02-H001,D07-B02-H001,D07-B02-H002,D07-B02-H003"
36.339323,32.289272,D07-B02-T03,D7-B2-T3,7,2,3,8,163,163,OST-07-07,OST-7-7,OST,7,7,25,6,"D07-B02-H005,D07-B02-H009,D07-B02-H010,D07-B02-H011,D07-B02-H012,D07-B02-H013"
36.339476,32.289221,D07-B02-T04,D7-B2-T4,7,2,4,8,170,170,OST-07-07,OST-7-7,OST,7,7,25,7,"D07-B02-H009,D07-B02-H014,D07-B02-H017,D07-B02-H018,D07-B02-H019,D07-B02-H020,D07-B02-H021"
36.339610,32.288584,D07-B02-T05,D7-B2-T5,7,2,5,8,174,174,,,,,,,7,"D07-B02-H022,D07-B02-H023,D07-B02-H024,D07-B02-H025,D07-B02-H026,D07-B02-H029,D07-B02-H032"
36.340190,32.288910,D07-B02-T06,D7-B2-T6,7,2,6,4,173,173,OST-07-07,OST-7-7,OST,7,7,25,5,"D07-B02-H030,D07-B02-H031,D07-B02-H034,D07-B02-H036,D07-B02-H041"
36.340731,32.288534,D07-B02-T07,D7-B2-T7,7,2,7,8,174,174,OST-07-14,OST-7-14,OST,7,14,25,6,"D07-B02-H043,D07-B02-H046,D07-B02-H047,D07-B02-H048,D07-B02-H049,D07-B02-H050"
36.341283,32.288413,D07-B02-T08,D7-B2-T8,7,2,8,2,130,,OST-07-14,OST-7-14,OST,7,14,25,0,
36.341386,32.288145,D07-B02-T09,D7-B2-T9,7,2,9,4,170,170,,,,,,,5,"D07-B02-H051,D07-B02-H052,D07-B02-H053,D07-B02-H056,D07-B02-H057"
36.336590,32.290828,D07-B03-T01,D7-B3-T1,7,3,1,4,131,133,,,,,,,5,"D07-B03-H001,D07-B03-H002,D07-B03-H002,D07-B03-H007,D07-B03-H007"
36.336935,32.290536,D07-B03-T02,D7-B3-T2,7,3,2,4,138,136,OST-07-05,OST-7-5,OST,7,5,25,4,"D07-B03-H004,D07-B03-H005,D07-B03-H006,D07-B03-H008"
36.337250,32.290468,D07-B03-T03,D7-B3-T3,7,3,3,2,168,,OST-07-05,OST-7-5,OST,7,5,25,1,D07-B03-H010
36.337473,32.290409,D07-B03-T04,D7-B3-T4,7,3,4,4,126,135,OST-07-05,OST-7-5,OST,7,5,25,5,"D07-B03-H011,D07-B03-H012,D07-B03-H013,D07-B03-H014,D07-B03-H015"
36.337593,32.290072,D07-B03-T05,D7-B3-T5,7,3,5,2,134,,OST-07-04,OST-7-4,OST,7,4,25,3,"D07-B03-H015,D07-B03-H016,D07-B03-H017"
36.337803,32.290283,D07-B03-T06,D7-B3-T6,7,3,6,4,134,136,OST-07-05,OST-7-5,OST,7,5,25,5,"D07-B03-H018,D07-B03-H018,D07-B03-H019,D07-B03-H019,D07-B03-H020"
36.338211,32.290158,D07-B03-T07,D7-B3-T7,7,3,7,4,136,135,OST-07-05,OST-7-5,OST,7,5,25,5,"D07-B03-H020,D07-B03-H021,D07-B03-H022,D07-B03-H022,D07-B03-H024"
36.338478,32.290109,D07-B03-T08,D7-B3-T8,7,3,8,4,136,133,OST-07-05,OST-7-5,OST,7,5,25,6,"D07-B03-H023,D07-B03-H025,D07-B03-H025,D07-B03-H025,D07-B03-H026,D07-B03-H027"
36.338846,32.289853,D07-B03-T09,D7-B3-T9,7,3,9,8,174,173,,,,,,,6,"D07-B03-H028,D07-B03-H029,D07-B03-H029,D07-B03-H030,D07-B03-H031,D07-B03-H033"
36.338806,32.289707,D07-B03-T10,D7-B3-T10,7,3,10,2,134,,,,,,,,1,D07-B03-H035
36.339000,32.289589,D07-B04-T01,D7-B4-T1,7,4,1,4,172,172,OST-07-07,OST-7-7,OST,7,7,25,4,"D07-B04-H001,D07-B04-H001,D07-B04-H002,D07-B04-H003"
36.339331,32.289442,D07-B04-T02,D7-B4-T2,7,4,2,4,171,171,OST-07-07,OST-7-7,OST,7,7,25,7,"D07-B04-H004,D07-B04-H005,D07-B04-H006,D07-B04-H007,D07-B04-H008,D07-B04-H009,D07-B04-H010"
36.339594,32.289359,D07-B04-T03,D7-B4-T3,7,4,3,4,174,174,OST-07-07,OST-7-7,OST,7,7,25,6,"D07-B04-H011,D07-B04-H012,D07-B04-H013,D07-B04-H014,D07-B04-H014,D07-B04-H015"
36.339940,32.289260,D07-B04-T04,D7-B4-T4,7,4,4,4,173,173,OST-07-07,OST-7-7,OST,7,7,25,6,"D07-B04-H016,D07-B04-H017,D07-B04-H018,D07-B04-H019,D07-B04-H020,D07-B04-H021"
36.340184,32.289157,D07-B04-T05,D7-B4-T5,7,4,5,4,170,170,OST-07-07,OST-7-7,OST,7,7,25,3,"D07-B04-H022,D07-B04-H023,D07-B04-H024"
36.340485,32.289086,D07-B04-T06,D7-B4-T6,7,4,6,8,170,170,OST-07-07,OST-7-7,OST,7,7,25,8,"D07-B04-H026,D07-B04-H027,D07-B04-H029,D07-B04-H030,D07-B04-H032,D07-B04-H033,D07-B04-H034,D07-B04-H045"
36.341133,32.288879,D07-B04-T07,D7-B4-T7,7,4,7,4,172,172,OST-07-14,OST-7-14,OST,7,14,25,5,"D07-B04-H037,D07-B04-H038,D07-B04-H039,D07-B04-H040,D07-B04-H046"
36.341469,32.288783,D07-B04-T08,D7-B4-T8,7,4,8,4,170,170,OST-07-14,OST-7-14,OST,7,14,25,4,"D07-B04-H043,D07-B04-H044,D07-B04-H048,D07-B04-H050"
36.336863,32.290959,D07-B05-T01,D7-B5-T1,7,5,1,4,134,134,,,,,,,3,"D07-B05-H001,D07-B05-H003,D07-B05-H004"
36.337310,32.290888,D07-B05-T02,D7-B5-T2,7,5,2,4,136,133,,,,,,,0,
36.337652,32.290891,D07-B05-T03,D7-B5-T3,7,5,3,4,133,134,,,,,,,5,"D07-B05-H007,D07-B05-H008,D07-B05-H009,D07-B05-H013,D07-B05-H015"
36.337804,32.290812,D07-B05-T04,D7-B5-T4,7,5,4,4,174,174,,,,,,,3,"D07-B05-H016,D07-B05-H018,D07-B05-H020"
36.337988,32.290716,D07-B05-T05,D7-B5-T5,7,5,5,2,172,,OST-07-05,OST-7-5,OST,7,5,25,2,"D07-B05-H022,D07-B05-H025"
36.338229,32.290867,D07-B05-T06,D7-B5-T6,7,5,6,4,134,133,OST-07-05,OST-7-5,OST,7,5,25,4,"D07-B05-H022,D07-B05-H026,D07-B05-H027,D07-B05-H028"
36.338481,32.290764,D07-B05-T07,D7-B5-T7,7,5,7,4,135,127,OST-07-05,OST-7-5,OST,7,5,25,4,"D07-B05-H029,D07-B05-H031,D07-B05-H032,D07-B05-H033"
36.338627,32.290713,D07-B05-T08,D7-B5-T8,7,5,8,8,138,137,OST-07-05,OST-7-5,OST,7,5,25,3,"D07-B05-H035,D07-B05-H039,D07-B05-H040"
36.338667,32.290250,D07-B05-T09,D7-B5-T9,7,5,9,2,135,,,,,,,,1,D07-B05-H043
36.339007,32.290594,D07-B05-T10,D7-B5-T10,7,5,10,8,140,135,OST-07-05,OST-7-5,OST,7,5,25,5,"D07-B05-H039,D07-B05-H041,D07-B05-H042,D07-B05-H045,D07-B05-H046"
36.339020,32.290159,D07-B05-T11,D7-B5-T11,7,5,11,2,135,,,,,,,,1,D07-B05-H044
36.339588,32.290344,D07-B06-T01,D7-B6-T1,7,6,1,2,170,170,OST-07-08,OST-7-8,OST,7,8,25,2,"D07-B06-H001,D07-B06-H003"
36.339932,32.290284,D07-B06-T02,D7-B6-T2,7,6,2,4,172,172,OST-07-08,OST-7-8,OST,7,8,25,5,"D07-B06-H004,D07-B06-H005,D07-B06-H006,D07-B06-H007,D07-B06-H008"
36.340085,32.290228,D07-B06-T03,D7-B6-T3,7,6,3,4,171,171,OST-07-08,OST-7-8,OST,7,8,25,4,"D07-B06-H006,D07-B06-H009,D07-B06-H011,D07-B06-H021"
36.340464,32.290079,D07-B06-T04,D7-B6-T4,7,6,4,8,171,171,OST-07-08,OST-7-8,OST,7,8,25,10,"D07-B06-H012,D07-B06-H013,D07-B06-H014,D07-B06-H015,D07-B06-H016,D07-B06-H017,D07-B06-H018,D07-B06-H019,D07-B06-H020,D07-B06-H022"
36.341108,32.289831,D07-B06-T05,D7-B6-T5,7,6,5,4,174,174,OST-07-08,OST-7-8,OST,7,8,25,6,"D07-B06-H026,D07-B06-H029,D07-B06-H030,D07-B06-H031,D07-B06-H032,D07-B06-H043"
36.341582,32.289687,D07-B06-T06,D7-B6-T6,7,6,6,4,165,165,OST-07-13,OST-7-13,OST,7,13,25,5,"D07-B06-H033,D07-B06-H034,D07-B06-H035,D07-B06-H038,D07-B06-H042"
36.341904,32.289619,D07-B06-T07,D7-B6-T7,7,6,7,4,174,174,OST-07-13,OST-7-13,OST,7,13,25,2,"D07-B06-H045,D07-B06-H046"
36.342207,32.289550,D07-B06-T08,D7-B6-T8,7,6,8,8,167,167,OST-07-13,OST-7-13,OST,7,13,25,8,"D07-B06-H047,D07-B06-H048,D07-B06-H050,D07-B06-H052,D07-B06-H052,D07-B06-H056,D07-B06-H057,D07-B06-H058"
36.337732,32.291610,D07-B07-T01,D7-B7-T1,7,7,1,4,134,136,,,,,,,3,"D07-B07-H003,D07-B07-H004,D07-B07-H005"
36.337609,32.291370,D07-B07-T02,D7-B7-T2,7,7,2,4,174,175,,,,,,,4,"D07-B07-H001,D07-B07-H002,D07-B07-H010,D07-B07-H011"
36.337902,32.291163,D07-B07-T03,D7-B7-T3,7,7,3,4,133,134,OST-07-05,OST-7-5,OST,7,5,25,4,"D07-B07-H009,D07-B07-H010,D07-B07-H012,D07-B07-H012"
36.338265,32.291442,D07-B07-T04,D7-B7-T4,7,7,4,8,174,174,,,,,,,8,"D07-B07-H006,D07-B07-H014,D07-B07-H016,D07-B07-H018,D07-B07-H018,D07-B07-H020,D07-B07-H021,D07-B07-H022"
36.338540,32.291294,D07-B07-T05,D7-B7-T5,7,7,5,8,134,135,OST-07-06,OST-7-6,OST,7,6,25,6,"D07-B07-H023,D07-B07-H024,D07-B07-H025,D07-B07-H026,D07-B07-H028,D07-B07-H031"
36.338865,32.291213,D07-B07-T06,D7-B7-T6,7,7,6,8,134,133,OST-07-06,OST-7-6,OST,7,6,25,7,"D07-B07-H027,D07-B07-H032,D07-B07-H033,D07-B07-H036,D07-B07-H037,D07-B07-H039,D07-B07-H042"
36.339221,32.291107,D07-B07-T07,D7-B7-T7,7,7,7,4,133,133,OST-07-06,OST-7-6,OST,7,6,25,2,"D07-B07-H041,D07-B07-H046"
36.339417,32.290996,D07-B07-T08,D7-B7-T8,7,7,8,4,132,135,OST-07-06,OST-7-6,OST,7,6,25,2,"D07-B07-H047,D07-B07-H048"
36.339699,32.290909,D07-B08-T01,D7-B8-T1,7,8,1,2,127,,,,,,,,2,"D07-B08-H001,D07-B08-H002"
36.339943,32.290867,D07-B08-T02,D7-B8-T2,7,8,2,4,170,170,,,,,,,5,"D07-B08-H004,D07-B08-H005,D07-B08-H006,D07-B08-H008,D07-B08-H009"
36.340206,32.290435,D07-B08-T03,D7-B8-T3,7,8,3,4,170,170,,,,,,,4,"D07-B08-H011,D07-B08-H012,D07-B08-H013,D07-B08-H014"
36.340447,32.290343,D07-B08-T04,D7-B8-T4,7,8,4,4,165,165,,,,,,,5,"D07-B08-H015,D07-B08-H016,D07-B08-H017,D07-B08-H019,D07-B08-H020"
36.340909,32.290544,D07-B08-T05,D7-B8-T5,7,8,5,8,170,170,,,,,,,5,"D07-B08-H021,D07-B08-H022,D07-B08-H023,D07-B08-H024,D07-B08-H025"
36.341041,32.290139,D07-B08-T06,D7-B8-T6,7,8,6,4,173,173,OST-07-13,OST-7-13,OST,7,13,25,6,"D07-B08-H026,D07-B08-H027,D07-B08-H028,D07-B08-H028,D07-B08-H030,D07-B08-H034"
36.341156,32.290100,D07-B08-T07,D7-B8-T7,7,8,7,8,171,171,OST-07-13,OST-7-13,OST,7,13,25,6,"D07-B08-H032,D07-B08-H032,D07-B08-H033,D07-B08-H035,D07-B08-H036,D07-B08-H037"
36.341430,32.289991,D07-B08-T08,D7-B8-T8,7,8,8,8,170,170,OST-07-13,OST-7-13,OST,7,13,25,7,"D07-B08-H038,D07-B08-H039,D07-B08-H040,D07-B08-H041,D07-B08-H043,D07-B08-H044,D07-B08-H045"
36.341789,32.289946,D07-B08-T09,D7-B8-T9,7,8,9,4,172,172,OST-07-13,OST-7-13,OST,7,13,25,3,"D07-B08-H046,D07-B08-H047,D07-B08-H048"
36.342025,32.289822,D07-B08-T10,D7-B8-T10,7,8,10,4,171,171,OST-07-13,OST-7-13,OST,7,13,25,6,"D07-B08-H049,D07-B08-H050,D07-B08-H050,D07-B08-H051,D07-B08-H052,D07-B08-H053"
36.342397,32.289868,D07-B08-T11,D7-B8-T11,7,8,11,8,175,175,,,,,,,6,"D07-B08-H051,D07-B08-H053,D07-B08-H054,D07-B08-H055,D07-B08-H056,D07-B08-H057"
36.337418,32.292418,D07-B09-T01,D7-B9-T1,7,9,1,8,128,130,OST-07-01,OST-7-1,OST,7,1,25,8,"D07-B09-H001,D07-B09-H002,D07-B09-H003,D07-B09-H004,D07-B09-H005,D07-B09-H006,D07-B09-H014,D07-B09-H016"
36.337649,32.292311,D07-B09-T02,D7-B9-T2,7,9,2,4,136,134,OST-07-01,OST-7-1,OST,7,1,25,6,"D07-B09-H007,D07-B09-H008,D07-B09-H009,D07-B09-H010,D07-B09-H012,D07-B09-H013"
36.337780,32.292281,D07-B09-T03,D7-B9-T3,7,9,3,2,136,,OST-07-01,OST-7-1,OST,7,1,25,3,"D07-B09-H010,D07-B09-H014,D07-B09-H018"
36.337892,32.292087,D07-B09-T04,D7-B9-T4,7,9,4,4,134,135,OST-07-01,OST-7-1,OST,7,1,25,3,"D07-B09-H017,D07-B09-H019,D07-B09-H021"
36.337835,32.291799,D07-B09-T05,D7-B9-T5,7,9,5,4,133,132,,,,,,,2,"D07-B09-H015,D07-B09-H017"
36.338270,32.292076,D07-B09-T06,D7-B9-T6,7,9,6,4,135,134,OST-07-06,OST-7-6,OST,7,6,25,4,"D07-B09-H009,D07-B09-H021,D07-B09-H022,D07-B09-H024"
36.338379,32.291948,D07-B09-T07,D7-B9-T7,7,9,7,4,134,133,OST-07-06,OST-7-6,OST,7,6,25,4,"D07-B09-H023,D07-B09-H025,D07-B09-H026,D07-B09-H029"
36.338878,32.291892,D07-B09-T08,D7-B9-T8,7,9,8,8,134,132,OST-07-06,OST-7-6,OST,7,6,25,12,"D07-B09-H027,D07-B09-H028,D07-B09-H030,D07-B09-H033,D07-B09-H035,D07-B09-H036,D07-B09-H037,D07-B09-H038,D07-B09-H038,D07-B09-H039,D07-B09-H043,D07-B09-H082"
36.338888,32.291455,D07-B09-T09,D7-B9-T9,7,9,9,2,132,,,,,,,,2,"D07-B09-H040,D07-B09-H041"
36.339276,32.291716,D07-B09-T10,D7-B9-T10,7,9,10,4,134,133,OST-07-06,OST-7-6,OST,7,6,25,5,"D07-B09-H038,D07-B09-H042,D07-B09-H043,D07-B09-H044,D07-B09-H045"
36.339241,32.291301,D07-B09-T11,D7-B9-T11,7,9,11,2,130,,,,,,,,2,"D07-B09-H046,D07-B09-H047"
36.339673,32.291603,D07-B09-T12,D7-B9-T12,7,9,12,8,132,132,OST-07-06,OST-7-6,OST,7,6,25,4,"D07-B09-H048,D07-B09-H049,D07-B09-H050,D07-B09-H051"
36.339743,32.291423,D07-B09-T13,D7-B9-T13,7,9,13,4,132,132,OST-07-06,OST-7-6,OST,7,6,25,3,"D07-B09-H052,D07-B09-H053,D07-B09-H054"
36.339913,32.291072,D07-B10-T01,D7-B10-T1,7,10,1,8,173,173,,,,,,,7,"D07-B10-H001,D07-B10-H001,D07-B10-H003,D07-B10-H004,D07-B10-H007,D07-B10-H008,D07-B10-H009"
36.340390,32.291367,D07-B10-T02,D7-B10-T2,7,10,2,8,172,172,OST-07-09,OST-7-9,OST,7,9,25,4,"D07-B10-H010,D07-B10-H011,D07-B10-H012,D07-B10-H017"
36.340780,32.291234,D07-B10-T03,D7-B10-T3,7,10,3,8,173,173,OST-07-09,OST-7-9,OST,7,9,25,8,"D07-B10-H014,D07-B10-H020,D07-B10-H021,D07-B10-H022,D07-B10-H023,D07-B10-H024,D07-B10-H025,D07-B10-H026"
36.341250,32.291094,D07-B10-T04,D7-B10-T4,7,10,4,8,171,171,OST-07-09,OST-7-9,OST,7,9,25,6,"D07-B10-H031,D07-B10-H032,D07-B10-H033,D07-B10-H034,D07-B10-H035,D07-B10-H037"
36.341245,32.290649,D07-B10-T05,D7-B10-T5,7,10,5,2,133,,,,,,,,2,"D07-B10-H041,D07-B10-H042"
36.341622,32.290995,D07-B10-T06,D7-B10-T6,7,10,6,8,171,171,OST-07-15,OST-7-15,OST,7,15,25,5,"D07-B10-H038,D07-B10-H039,D07-B10-H043,D07-B10-H044,D07-B10-H045"
36.341560,32.290534,D07-B10-T07,D7-B10-T7,7,10,7,2,125,,,,,,,,3,"D07-B10-H046,D07-B10-H047,D07-B10-H048"
36.341952,32.290898,D07-B10-T08,D7-B10-T8,7,10,8,4,170,170,OST-07-15,OST-7-15,OST,7,15,25,4,"D07-B10-H050,D07-B10-H051,D07-B10-H052,D07-B10-H053"
36.342107,32.290844,D07-B10-T09,D7-B10-T9,7,10,9,8,172,172,OST-07-15,OST-7-15,OST,7,15,25,8,"D07-B10-H055,D07-B10-H056,D07-B10-H057,D07-B10-H058,D07-B10-H060,D07-B10-H062,D07-B10-H063,D07-B10-H064"
36.342396,32.290758,D07-B10-T10,D7-B10-T10,7,10,10,4,172,172,OST-07-15,OST-7-15,OST,7,15,25,4,"D07-B10-H064,D07-B10-H065,D07-B10-H066,D07-B10-H070"
36.342521,32.290675,D07-B10-T11,D7-B10-T11,7,10,11,8,166,166,OST-07-15,OST-7-15,OST,7,15,25,6,"D07-B10-H067,D07-B10-H067,D07-B10-H068,D07-B10-H069,D07-B10-H072,D07-B10-H074"
36.337623,32.292576,D07-B11-T01,D7-B11-T1,7,11,1,4,129,126,,,,,,,3,"D07-B11-H001,D07-B11-H003,D07-B11-H004"
36.337844,32.292517,D07-B11-T02,D7-B11-T2,7,11,2,8,133,128,OST-07-01,OST-7-1,OST,7,1,25,5,"D07-B11-H005,D07-B11-H006,D07-B11-H007,D07-B11-H008,D07-B11-H010"
36.338203,32.292773,D07-B11-T03,D7-B11-T3,7,11,3,2,132,,OST-07-01,OST-7-1,OST,7,1,25,1,D07-B11-H009
36.338439,32.292635,D07-B11-T04,D7-B11-T4,7,11,4,8,136,136,OST-07-01,OST-7-1,OST,7,1,25,5,"D07-B11-H011,D07-B11-H012,D07-B11-H013,D07-B11-H014,D07-B11-H015"
36.338628,32.292576,D07-B11-T05,D7-B11-T5,7,11,5,4,131,134,OST-07-01,OST-7-1,OST,7,1,25,3,"D07-B11-H018,D07-B11-H019,D07-B11-H021"
36.338950,32.292423,D07-B11-T06,D7-B11-T6,7,11,6,4,133,135,OST-07-01,OST-7-1,OST,7,1,25,3,"D07-B11-H024,D07-B11-H025,D07-B11-H028"
36.338863,32.292073,D07-B11-T07,D7-B11-T7,7,11,7,2,127,,,,,,,,1,D07-B11-H026
36.339159,32.292405,D07-B11-T08,D7-B11-T8,7,11,8,4,131,134,OST-07-01,OST-7-1,OST,7,1,25,3,"D07-B11-H027,D07-B11-H029,D07-B11-H032"
36.339296,32.292343,D07-B11-T09,D7-B11-T9,7,11,9,4,133,135,OST-07-01,OST-7-1,OST,7,1,25,4,"D07-B11-H030,D07-B11-H031,D07-B11-H032,D07-B11-H034"
36.339500,32.292307,D07-B11-T10,D7-B11-T10,7,11,10,2,133,,,,,,,,1,D07-B11-H035
36.339516,32.292161,D07-B11-T11,D7-B11-T11,7,11,11,4,136,135,OST-07-01,OST-7-1,OST,7,1,25,4,"D07-B11-H036,D07-B11-H037,D07-B11-H039,D07-B11-H040"
36.339857,32.292178,D07-B11-T12,D7-B11-T12,7,11,12,4,133,134,OST-07-01,OST-7-1,OST,7,1,25,2,"D07-B11-H041,D07-B11-H043"
36.339851,32.291756,D07-B11-T13,D7-B11-T13,7,11,13,4,135,133,,,,,,,4,"D07-B11-H038,D07-B11-H044,D07-B11-H045,D07-B11-H046"
36.340261,32.291634,D07-B12-T01,D7-B12-T1,7,12,1,8,172,172,,,,,,,5,"D07-B12-H001,D07-B12-H002,D07-B12-H003,D07-B12-H004,D07-B12-H005"
36.340444,32.291532,D07-B12-T02,D7-B12-T2,7,12,2,8,173,173,OST-07-09,OST-7-9,OST,7,9,25,8,"D07-B12-H006,D07-B12-H008,D07-B12-H009,D07-B12-H010,D07-B12-H011,D07-B12-H012,D07-B12-H014,D07-B12-H015"
36.340608,32.291549,D07-B12-T03,D7-B12-T3,7,12,3,4,172,172,OST-07-09,OST-7-9,OST,7,9,25,6,"D07-B12-H013,D07-B12-H014,D07-B12-H016,D07-B12-H017,D07-B12-H019,D07-B12-H021"
36.340826,32.291467,D07-B12-T04,D7-B12-T4,7,12,4,4,174,174,OST-07-09,OST-7-9,OST,7,9,25,6,"D07-B12-H022,D07-B12-H023,D07-B12-H024,D07-B12-H025,D07-B12-H026,D07-B12-H027"
36.341199,32.291741,D07-B12-T05,D7-B12-T5,7,12,5,4,173,173,,,,,,,8,"D07-B12-H029,D07-B12-H030,D07-B12-H031,D07-B12-H032,D07-B12-H033,D07-B12-H035,D07-B12-H038,D07-B12-H041"
36.341262,32.291349,D07-B12-T06,D7-B12-T6,7,12,6,4,174,174,OST-07-09,OST-7-9,OST,7,9,25,3,"D07-B12-H038,D07-B12-H040,D07-B12-H042"
36.341674,32.291506,D07-B12-T07,D7-B12-T7,7,12,7,8,173,173,,,,,,,9,"D07-B12-H041,D07-B12-H042,D07-B12-H043,D07-B12-H045,D07-B12-H047,D07-B12-H047,D07-B12-H049,D07-B12-H051,D07-B12-H055"
36.341987,32.291081,D07-B12-T08,D7-B12-T8,7,12,8,8,174,174,OST-07-15,OST-7-15,OST,7,15,25,6,"D07-B12-H056,D07-B12-H058,D07-B12-H061,D07-B12-H062,D07-B12-H064,D07-B12-H066"
36.342450,32.290971,D07-B12-T09,D7-B12-T9,7,12,9,8,172,172,OST-07-15,OST-7-15,OST,7,15,25,9,"D07-B12-H020,D07-B12-H069,D07-B12-H071,D07-B12-H072,D07-B12-H073,D07-B12-H074,D07-B12-H075,D07-B12-H076,D07-B12-H081"
36.337746,32.293060,D07-B13-T01,D7-B13-T1,7,13,1,2,132,,,,,,,,1,D07-B13-H001
36.337995,32.293489,D07-B13-T02,D7-B13-T2,7,13,2,4,133,132,OST-07-01,OST-7-1,OST,7,1,25,5,"D07-B13-H001,D07-B13-H001,D07-B13-H002,D07-B13-H002,D07-B13-H003"
36.337970,32.293013,D07-B13-T03,D7-B13-T3,7,13,3,2,129,,,,,,,,1,D07-B13-H006
36.338198,32.293350,D07-B13-T04,D7-B13-T4,7,13,4,4,134,135,OST-07-01,OST-7-1,OST,7,1,25,3,"D07-B13-H005,D07-B13-H008,D07-B13-H009"
36.338411,32.293323,D07-B13-T05,D7-B13-T5,7,13,5,4,132,132,OST-07-01,OST-7-1,OST,7,1,25,4,"D07-B13-H010,D07-B13-H011,D07-B13-H012,D07-B13-H013"
36.338624,32.293028,D07-B13-T06,D7-B13-T6,7,13,6,8,174,174,,,,,,,3,"D07-B13-H015,D07-B13-H018,D07-B13-H019"
36.338870,32.293110,D07-B13-T07,D7-B13-T7,7,13,7,8,134,130,OST-07-01,OST-7-1,OST,7,1,25,8,"D07-B13-H020,D07-B13-H021,D07-B13-H022,D07-B13-H023,D07-B13-H023,D07-B13-H025,D07-B13-H027,D07-B13-H028"
36.339087,32.293055,D07-B13-T08,D7-B13-T8,7,13,8,8,132,135,OST-07-01,OST-7-1,OST,7,1,25,5,"D07-B13-H024,D07-B13-H029,D07-B13-H030,D07-B13-H031,D07-B13-H032"
36.339322,32.292973,D07-B13-T09,D7-B13-T9,7,13,9,4,135,133,OST-07-01,OST-7-1,OST,7,1,25,2,"D07-B13-H034,D07-B13-H035"
36.339452,32.292962,D07-B13-T10,D7-B13-T10,7,13,10,8,135,134,OST-07-01,OST-7-1,OST,7,1,25,5,"D07-B13-H036,D07-B13-H039,D07-B13-H040,D07-B13-H041,D07-B13-H048"
36.339633,32.292890,D07-B13-T11,D7-B13-T11,7,13,11,8,137,134,,,,,,,7,"D07-B13-H042,D07-B13-H043,D07-B13-H044,D07-B13-H045,D07-B13-H046,D07-B13-H047,D07-B13-H052"
36.339706,32.292408,D07-B13-T12,D7-B13-T12,7,13,12,2,134,,,,,,,,1,D07-B13-H049
36.339984,32.292799,D07-B13-T13,D7-B13-T13,7,13,13,4,135,134,OST-07-01,OST-7-1,OST,7,1,25,7,"D07-B13-H046,D07-B13-H051,D07-B13-H053,D07-B13-H055,D07-B13-H056,D07-B13-H057,D07-B13-H058"
