longitude,latitude,septic_id,septic_id_short,septic_district,septic_block,septic_number,septic_capacity,septic_ventilation_1,septic_ventilation_2,steel_id,steel_id_short,steel_type,steel_district,steel_number,steel_capacity,house_count,house_ids
36.319175,32.304011,D01-B01-T01,D1-B1-T1,1,1,1,4,160,,,,,,,,5,"D01-B01-H047,D01-B01-H048,D01-B01-H052,D01-B01-H053,D01-B01-H054"
36.319508,32.303920,D01-B01-T02,D1-B1-T2,1,1,2,4,160,,,,,,,,8,"D01-B01-H040,D01-B01-H041,D01-B01-H042,D01-B01-H043,D01-B01-H044,D01-B01-H045,D01-B01-H046,D01-B01-H049"
36.319989,32.303658,D01-B01-T03,D1-B1-T3,1,1,3,4,160,,,,,,,,7,"D01-B01-H033,D01-B01-H034,D01-B01-H035,D01-B01-H036,D01-B01-H037,D01-B01-H038,D01-B01-H039"
36.320213,32.303514,D01-B01-T04,D1-B1-T4,1,1,4,4,160,,,,,,,,7,"D01-B01-H023,D01-B01-H027,D01-B01-H028,D01-B01-H029,D01-B01-H030,D01-B01-H031,D01-B01-H032"
36.320699,32.303649,D01-B01-T05,D1-B1-T5,1,1,5,4,160,,,,,,,,7,"D01-B01-H019,D01-B01-H020,D01-B01-H021,D01-B01-H022,D01-B01-H024,D01-B01-H025,D01-B01-H026"
36.321035,32.303448,D01-B01-T06,D1-B1-T6,1,1,6,4,160,,,,,,,,6,"D01-B01-H013,D01-B01-H014,D01-B01-H015,D01-B01-H016,D01-B01-H017,D01-B01-H018"
36.321343,32.303362,D01-B01-T07,D1-B1-T7,1,1,7,4,160,,,,,,,,4,"D01-B01-H008,D01-B01-H009,D01-B01-H010,D01-B01-H012"
36.321626,32.303300,D01-B01-T08,D1-B1-T8,1,1,8,4,160,,,,,,,,6,"D01-B01-H001,D01-B01-H002,D01-B01-H003,D01-B01-H004,D01-B01-H006,D01-B01-H007"
36.318924,32.303693,D01-B02-T01,D1-B2-T1,1,2,1,4,160,,,,,,,,6,"D01-B01-H050,D01-B01-H051,D01-B02-H029,D01-B02-H030,D01-B02-H033,D01-B02-H034"
36.319141,32.303535,D01-B02-T02,D1-B2-T2,1,2,2,4,180,,,,,,,,7,"D01-B02-H025,D01-B02-H026,D01-B02-H027,D01-B02-H036,D01-B03-H019,D01-B03-H020,D01-B03-H021"
36.319688,32.303558,D01-B02-T03,D1-B2-T3,1,2,3,4,160,,,,,,,,3,"D01-B02-H022,D01-B02-H023,D01-B02-H024"
36.319931,32.303404,D01-B02-T04,D1-B2-T4,1,2,4,4,160,,,,,,,,10,"D01-B02-H016,D01-B02-H017,D01-B02-H018,D01-B02-H019,D01-B02-H020,D01-B02-H021,D01-B02-H041,D01-B02-H042,D01-B02-H043,D01-B02-H044"
36.320312,32.303229,D01-B02-T05,D1-B2-T5,1,2,5,4,160,,,,,,,,7,"D01-B02-H013,D01-B02-H014,D01-B02-H015,D01-B02-H045,D01-B02-H046,D01-B02-H047,D01-B02-H048"
36.320682,32.303249,D01-B02-T06,D1-B2-T6,1,2,6,4,160,,,,,,,,6,"D01-B02-H010,D01-B02-H011,D01-B02-H012,D01-B02-H049,D01-B02-H050,D01-B02-H051"
36.321031,32.303065,D01-B02-T07,D1-B2-T7,1,2,7,4,160,,,,,,,,12,"D01-B02-H003,D01-B02-H004,D01-B02-H005,D01-B02-H006,D01-B02-H007,D01-B02-H008,D01-B02-H009,D01-B02-H053,D01-B02-H054,D01-B02-H055,D01-B02-H056,D01-B02-H057"
36.321509,32.302906,D01-B02-T08,D1-B2-T8,1,2,8,8,160,,,,,,,,8,"D01-B01-H005,D01-B02-H001,D01-B02-H002,D01-B02-H003,D01-B02-H058,D01-B02-H060,D01-B03-H001,D01-B03-H002"
36.318422,32.303806,D01-B02-T09,D1-B2-T9,1,2,9,2,160,,,,,,,,2,"D01-B02-H031,D01-B02-H032"
36.318923,32.303595,D01-B02-T10,D1-B2-T10,1,2,10,4,160,,,,,,,,5,"D01-B02-H028,D01-B02-H028-1,D01-B03-H021,D01-B03-H022,D01-B03-H023"
36.317490,32.303475,D01-B03-T01,D1-B3-T1,1,3,1,8,160,,,,,,,,5,"D01-B03-H082,D01-B03-H083,D01-B03-H088,D01-B03-H089,D01-B03-H090"
36.317965,32.303394,D01-B03-T02,D1-B3-T2,1,3,2,4,160,,,,,,,,9,"D01-B03-H079,D01-B03-H080,D01-B03-H081,D01-B03-H084,D01-B03-H085,D01-B03-H086,D01-B03-H097-1,D01-B04-H034,D01-B04-H035"
36.318350,32.303521,D01-B03-T03,D1-B3-T3,1,3,3,4,160,,,,,,,,8,"D01-B03-H025,D01-B03-H026,D01-B03-H027,D01-B03-H028,D01-B03-H029,D01-B03-H076,D01-B03-H077,D01-B03-H078"
36.318258,32.303278,D01-B03-T04,D1-B3-T4,1,3,4,4,160,,,,,,,,7,"D01-B03-H100,D01-B03-H101,D01-B03-H102,D01-B03-H103,D01-B04-H030,D01-B04-H031,D01-B04-H032"
36.318528,32.303387,D01-B03-T05,D1-B3-T5,1,3,5,4,160,,,,,,,,8,"D01-B03-H024,D01-B03-H030,D01-B03-H031,D01-B03-H032,D01-B03-H075,D01-B03-H104,D01-B03-H105,D01-B03-H106"
36.318748,32.303162,D01-B03-T06,D1-B3-T6,1,3,6,4,160,,,,,,,,6,"D01-B03-H033,D01-B03-H072,D01-B03-H073,D01-B03-H074,D01-B03-H107,D01-B03-H108"
36.319100,32.303048,D01-B03-T07,D1-B3-T7,1,3,7,4,160,,,,,,,,8,"D01-B03-H034,D01-B03-H035,D01-B03-H036,D01-B03-H071,D01-B03-H109,D01-B03-H110,D01-B03-H111,D01-B03-H112"
36.319529,32.303308,D01-B03-T08,D1-B3-T8,1,3,8,4,160,,,,,,,,8,"D01-B02-H037,D01-B02-H038,D01-B02-H039,D01-B02-H040,D01-B03-H017,D01-B03-H018,D01-B03-H037,D01-B03-H038"
36.319627,32.303064,D01-B03-T09,D1-B3-T9,1,3,9,4,160,,,,,,,,6,"D01-B03-H015,D01-B03-H016,D01-B03-H039,D01-B03-H069,D01-B03-H070,D01-B03-H071-1"
36.319452,32.302946,D01-B03-T10,D1-B3-T10,1,3,10,4,160,,,,,,,,6,"D01-B03-H112,D01-B03-H113,D01-B03-H114,D01-B04-H018,D01-B04-H019,D01-B04-H020"
36.320227,32.303122,D01-B03-T11,D1-B3-T11,1,3,11,8,160,,,,,,,,8,"D01-B03-H012,D01-B03-H013,D01-B03-H014,D01-B03-H040,D01-B03-H041,D01-B03-H042,D01-B03-H043,D01-B03-H044"
36.320147,32.302750,D01-B03-T12,D1-B3-T12,1,3,12,4,160,,,,,,,,8,"D01-B03-H064,D01-B03-H065,D01-B03-H066,D01-B03-H118,D01-B03-H119,D01-B04-H011,D01-B04-H012,D01-B04-H013"
36.320544,32.303031,D01-B03-T13,D1-B3-T13,1,3,13,4,160,,,,,,,,8,"D01-B03-H008,D01-B03-H009,D01-B03-H010,D01-B03-H011,D01-B03-H045,D01-B03-H046,D01-B03-H047,D01-B03-H048"
36.320336,32.302709,D01-B03-T14,D1-B3-T14,1,3,14,4,160,,,,,,,,5,"D01-B03-H061,D01-B03-H063,D01-B03-H120,D01-B03-H121,D01-B03-H122"
36.320826,32.302806,D01-B03-T15,D1-B3-T15,1,3,15,4,160,,,,,,,,7,"D01-B03-H007,D01-B03-H008,D01-B03-H048,D01-B03-H049,D01-B03-H060,D01-B03-H123,D01-B03-H124"
36.321007,32.302643,D01-B03-T16,D1-B3-T16,1,3,16,4,160,,,,,,,,6,"D01-B03-H057,D01-B03-H058,D01-B03-H059,D01-B03-H125,D01-B03-H126,D01-B03-H127"
36.321086,32.302687,D01-B03-T17,D1-B3-T17,1,3,17,4,160,,,,,,,,7,"D01-B03-H003,D01-B03-H004,D01-B03-H005,D01-B03-H006,D01-B03-H050,D01-B03-H051,D01-B03-H052"
36.321299,32.302563,D01-B03-T18,D1-B3-T18,1,3,18,4,160,,,,,,,,10,"D01-B03-H053,D01-B03-H054,D01-B03-H055,D01-B03-H128,D01-B03-H129,D01-B03-H130,D01-B03-H131,D01-B03-H132,D01-B04-H001,D01-B04-H002"
36.317226,32.303286,D01-B04-T01,D1-B4-T1,1,4,1,4,160,,,,,,,,9,"D01-B03-H091,D01-B03-H092,D01-B03-H093,D01-B03-H094,D01-B03-H095,D01-B04-H038,D01-B04-H039,D01-B04-H041,D01-B04-H042"
36.317577,32.303191,D01-B04-T02,D1-B4-T2,1,4,2,8,160,,,,,,,,7,"D01-B03-H087,D01-B03-H096,D01-B03-H097,D01-B04-H035,D01-B04-H036,D01-B04-H043,D01-B04-H044"
36.318603,32.302983,D01-B04-T03,D1-B4-T3,1,4,3,8,160,,,,,,,,6,"D01-B04-H025,D01-B04-H026,D01-B04-H027,D01-B04-H028,D01-B04-H029,D01-B04-H058"
36.318618,32.302791,D01-B04-T04,D1-B4-T4,1,4,4,4,160,,,,,,,,10,"D01-B04-H023,D01-B04-H024,D01-B04-H057,D01-B04-H059,D01-B04-H061,D01-B04-H062,D01-B04-H063,D01-B04-H064,D01-B04-H065,D01-B04-H066"
36.319225,32.302633,D01-B04-T05,D1-B4-T5,1,4,5,4,160,,,,,,,,8,"D01-B04-H019,D01-B04-H069,D01-B04-H071,D01-B04-H072,D01-B04-H073,D01-B04-H076,D01-B05-H036,D01-B05-H037"
36.319737,32.302746,D01-B04-T06,D1-B4-T6,1,4,6,8,160,,,,,,,,5,"D01-B04-H015,D01-B04-H016,D01-B04-H017,D01-B04-H074,D01-B04-H075"
36.320255,32.302358,D01-B04-T07,D1-B4-T7,1,4,7,4,160,,,,,,,,8,"D01-B04-H008,D01-B04-H009,D01-B04-H010,D01-B04-H086,D01-B04-H087,D01-B04-H088,D01-B04-H089,D01-B04-H091"
36.320757,32.302402,D01-B04-T08,D1-B4-T8,1,4,8,8,160,,,,,,,,11,"D01-B04-H003,D01-B04-H004,D01-B04-H005,D01-B04-H006,D01-B04-H007,D01-B04-H090,D01-B04-H092,D01-B04-H093,D01-B04-H094,D01-B04-H095,D01-B04-H096"
36.321137,32.302169,D01-B04-T09,D1-B4-T9,1,4,9,8,160,,,,,,,,11,"D01-B04-H097,D01-B04-H099,D01-B04-H100,D01-B04-H101,D01-B05-H001,D01-B05-H002,D01-B05-H003,D01-B05-H004,D01-B05-H180,D01-B05-H183,D01-B05-H184"
36.319802,32.302728,D01-B04-T10,D1-B4-T10,1,4,10,8,160,,,,,,,,9,"D01-B03-H067,D01-B03-H068,D01-B03-H069,D01-B03-H115,D01-B03-H116,D01-B03-H117,D01-B04-H014,D01-B04-H078,D01-B04-H079"
36.317015,32.303101,D01-B05-T01,D1-B5-T1,1,5,1,4,160,,,,,,,,6,"D01-B04-H040,D01-B05-H075,D01-B05-H076,D01-B05-H077,D01-B05-H081,D01-B05-H082"
36.316732,32.302860,D01-B05-T02,D1-B5-T2,1,5,2,4,160,,,,,,,,7,"D01-B05-H078,D01-B05-H079,D01-B05-H080,D01-B05-H083,D01-B05-H084,D01-B05-H085,D01-B05-H086-1"
36.316714,32.302715,D01-B05-T03,D1-B5-T3,1,5,3,8,160,,,,,,,,8,"D01-B05-H086,D01-B05-H087,D01-B05-H088,D01-B05-H089,D01-B05-H090,D01-B05-H091,D01-B05-H091-1,D01-B05-H093"
36.317271,32.302865,D01-B05-T04,D1-B5-T4,1,5,4,4,160,,,,,,,,5,"D01-B05-H069,D01-B05-H071,D01-B05-H072,D01-B05-H074,D01-B05-H076"
36.317176,32.302589,D01-B05-T05,D1-B5-T5,1,5,5,4,160,,,,,,,,1,D01-B05-H098
36.317092,32.302369,D01-B05-T06,D1-B5-T6,1,5,6,4,160,,,,,,,,4,"D01-B05-H096,D01-B05-H097,D01-B05-H099,D01-B05-H100"
36.317684,32.302899,D01-B05-T07,D1-B5-T7,1,5,7,4,160,,,,,,,,8,"D01-B04-H046,D01-B04-H047,D01-B04-H048,D01-B04-H050,D01-B05-H063,D01-B05-H066,D01-B05-H067,D01-B05-H068"
36.317642,32.302625,D01-B05-T08,D1-B5-T8,1,5,8,4,160,,,,,,,,6,"D01-B05-H059,D01-B05-H064,D01-B05-H065,D01-B05-H102,D01-B05-H103,D01-B05-H104"
36.317400,32.302288,D01-B05-T09,D1-B5-T9,1,5,9,4,160,,,,,,,,10,"D01-B05-H101,D01-B05-H105,D01-B05-H106,D01-B05-H107,D01-B05-H108,D01-B05-H110,D01-B06-H070,D01-B06-H071,D01-B06-H075,D01-B06-H076"
36.318005,32.302799,D01-B05-T10,D1-B5-T10,1,5,10,8,160,,,,,,,,8,"D01-B04-H027,D01-B04-H033,D01-B04-H034,D01-B04-H052,D01-B04-H053,D01-B04-H054,D01-B04-H055,D01-B04-H056"
36.318064,32.302775,D01-B05-T11,D1-B5-T11,1,5,11,4,160,,,,,,,,9,"D01-B05-H053,D01-B05-H054,D01-B05-H055,D01-B05-H056,D01-B05-H057,D01-B05-H058,D01-B05-H059,D01-B05-H060,D01-B05-H061"
36.317980,32.302499,D01-B05-T12,D1-B5-T12,1,5,12,4,160,,,,,,,,7,"D01-B05-H109,D01-B05-H114,D01-B05-H119,D01-B05-H120,D01-B05-H120,D01-B05-H125,D01-B05-H126"
36.318581,32.302705,D01-B05-T13,D1-B5-T13,1,5,13,8,160,,,,,,,,10,"D01-B05-H043,D01-B05-H044,D01-B05-H045,D01-B05-H046,D01-B05-H047,D01-B05-H048,D01-B05-H049,D01-B05-H050,D01-B05-H051,D01-B05-H052"
36.318319,32.302192,D01-B05-T14,D1-B5-T14,1,5,14,4,160,,,,,,,,8,"D01-B05-H126,D01-B05-H127,D01-B05-H129,D01-B05-H130,D01-B05-H132,D01-B05-H133,D01-B05-H134,D01-B06-H045"
36.318657,32.302381,D01-B05-T15,D1-B5-T15,1,5,15,4,160,,,,,,,,9,"D01-B05-H029,D01-B05-H040,D01-B05-H042,D01-B05-H131,D01-B05-H132,D01-B05-H135,D01-B05-H137,D01-B05-H140,D01-B05-H141"
36.319207,32.302538,D01-B05-T16,D1-B5-T16,1,5,16,4,160,,,,,,,,4,"D01-B05-H032,D01-B05-H034,D01-B05-H035,D01-B05-H036"
36.319116,32.302304,D01-B05-T17,D1-B5-T17,1,5,17,4,160,,,,,,,,6,"D01-B05-H030,D01-B05-H031,D01-B05-H144,D01-B05-H145,D01-B05-H146,D01-B05-H147"
36.319656,32.302382,D01-B05-T18,D1-B5-T18,1,5,18,4,160,,,,,,,,9,"D01-B04-H080,D01-B04-H081,D01-B04-H082,D01-B04-H083,D01-B05-H024,D01-B05-H025,D01-B05-H026,D01-B05-H027,D01-B05-H028"
36.320142,32.302311,D01-B05-T19,D1-B5-T19,1,5,19,4,160,,,,,,,,9,"D01-B04-H084,D01-B05-H017,D01-B05-H018,D01-B05-H019,D01-B05-H020,D01-B05-H021,D01-B05-H023,D01-B05-H159,D01-B05-H166"
36.319787,32.301977,D01-B05-T20,D1-B5-T20,1,5,20,4,160,,,,,,,,8,"D01-B05-H155,D01-B05-H156,D01-B05-H157,D01-B05-H160,D01-B05-H162,D01-B05-H163,D01-B05-H164,D01-B05-H166"
36.320699,32.302193,D01-B05-T21,D1-B5-T21,1,5,21,4,160,,,,,,,,7,"D01-B05-H008,D01-B05-H009,D01-B05-H010,D01-B05-H011,D01-B05-H013,D01-B05-H014,D01-B05-H016"
36.320823,32.302130,D01-B05-T22,D1-B5-T22,1,5,22,4,160,,,,,,,,6,"D01-B05-H005,D01-B05-H006,D01-B05-H007,D01-B05-H175,D01-B05-H176,D01-B05-H182"
36.320694,32.301765,D01-B05-T23,D1-B5-T23,1,5,23,4,160,,,,,,,,10,"D01-B05-H168,D01-B05-H169,D01-B05-H172,D01-B05-H173,D01-B05-H174,D01-B05-H177,D01-B06-H009,D01-B06-H010,D01-B06-H011,D01-B06-H014"
36.321232,32.301832,D01-B05-T24,D1-B5-T24,1,5,24,4,160,,,,,,,,6,"D01-B05-H184,D01-B05-H185,D01-B05-H186,D01-B05-H188,D01-B05-H189,D01-B05-H190"
36.321136,32.301727,D01-B05-T25,D1-B5-T25,1,5,25,4,160,,,,,,,,5,"D01-B05-H179,D01-B05-H187,D01-B06-H001,D01-B06-H002,D01-B06-H003"
36.317931,32.302242,D01-B05-T26,D1-B5-T26,1,5,26,4,160,,,,,,,,7,"D01-B05-H111,D01-B05-H112,D01-B05-H113,D01-B05-H114,D01-B05-H115,D01-B05-H118,D01-B06-H057"
36.318911,32.302405,D01-B05-T27,D1-B5-T27,1,5,27,4,160,,,,,,,,9,"D01-B04-H021,D01-B04-H067,D01-B04-H068,D01-B05-H038,D01-B05-H039,D01-B05-H041,D01-B05-H141,D01-B05-H142,D01-B05-H145"
36.315907,32.302029,D01-B06-T01,D1-B6-T1,1,6,1,4,160,,,,,,,,5,"D01-B06-H090,D01-B06-H091,D01-B06-H092,D01-B06-H094,D01-B06-H095"
36.316502,32.302358,D01-B06-T02,D1-B6-T2,1,6,2,4,160,,,,,,,,5,"D01-B06-H085,D01-B06-H086,D01-B06-H087,D01-B06-H088,D01-B06-H089"
36.316205,32.301913,D01-B06-T03,D1-B6-T3,1,6,3,4,160,,,,,,,,5,"D01-B06-H093,D01-B06-H096,D01-B06-H097,D01-B06-H098,D01-B06-H099"
36.316735,32.302304,D01-B06-T04,D1-B6-T4,1,6,4,4,160,,,,,,,,4,"D01-B05-H094,D01-B05-H095,D01-B06-H080,D01-B06-H081"
36.316694,32.301847,D01-B06-T05,D1-B6-T5,1,6,5,4,160,,,,,,,,5,"D01-B06-H082,D01-B06-H100,D01-B06-H101,D01-B06-H102,D01-B06-H103"
36.316826,32.301817,D01-B06-T06,D1-B6-T6,1,6,6,4,160,,,,,,,,5,"D01-B06-H106,D01-B06-H107,D01-B06-H110,D01-B07-H056,D01-B07-H057"
36.317022,32.302102,D01-B06-T07,D1-B6-T7,1,6,7,4,160,,,,,,,,5,"D01-B06-H074,D01-B06-H077,D01-B06-H079,D01-B06-H105,D01-B06-H108"
36.317242,32.301792,D01-B06-T08,D1-B6-T8,1,6,8,8,160,,,,,,,,3,"D01-B06-H072,D01-B06-H073,D01-B06-H109"
36.317706,32.302187,D01-B06-T09,D1-B6-T9,1,6,9,4,160,,,,,,,,6,"D01-B06-H060,D01-B06-H061,D01-B06-H062,D01-B06-H065,D01-B06-H066,D01-B06-H067"
36.317698,32.301862,D01-B06-T10,D1-B6-T10,1,6,10,4,160,,,,,,,,6,"D01-B06-H059,D01-B06-H063,D01-B06-H064,D01-B06-H068,D01-B06-H114,D01-B06-H115"
36.317752,32.301732,D01-B06-T11,D1-B6-T11,1,6,11,4,160,,,,,,,,6,"D01-B07-H042,D01-B07-H043,D01-B07-H044,D01-B07-H045,D01-B07-H046,D01-B07-H047"
36.318000,32.302151,D01-B06-T12,D1-B6-T12,1,6,12,4,160,,,,,,,,9,"D01-B05-H116,D01-B05-H121,D01-B05-H122,D01-B05-H123,D01-B05-H124,D01-B06-H049,D01-B06-H052,D01-B06-H053,D01-B06-H056"
36.318095,32.301784,D01-B06-T13,D1-B6-T13,1,6,13,4,160,,,,,,,,5,"D01-B06-H051,D01-B06-H054,D01-B06-H055,D01-B06-H058,D01-B06-H116"
36.318788,32.302062,D01-B06-T14,D1-B6-T14,1,6,14,4,160,,,,,,,,12,"D01-B05-H138,D01-B05-H139,D01-B05-H143,D01-B05-H144,D01-B05-H147,D01-B06-H035,D01-B06-H036,D01-B06-H039,D01-B06-H040,D01-B06-H041,D01-B06-H043,D01-B06-H044"
36.318746,32.301758,D01-B06-T15,D1-B6-T15,1,6,15,8,160,,,,,,,,9,"D01-B06-H034,D01-B06-H037,D01-B06-H038,D01-B06-H041,D01-B06-H042,D01-B06-H046,D01-B06-H120,D01-B06-H122,D01-B06-H123"
36.318827,32.301664,D01-B06-T16,D1-B6-T16,1,6,16,4,160,,,,,,,,4,"D01-B06-H033,D01-B06-H124,D01-B06-H126,D01-B07-H033"
36.318966,32.301612,D01-B06-T17,D1-B6-T17,1,6,17,8,160,,,,,,,,3,"D01-B06-H127,D01-B07-H028,D01-B07-H033"
36.319373,32.301982,D01-B06-T18,D1-B6-T18,1,6,18,4,160,,,,,,,,9,"D01-B05-H148,D01-B05-H150,D01-B05-H151,D01-B05-H152,D01-B05-H153,D01-B05-H154,D01-B06-H030,D01-B06-H031,D01-B06-H032"
36.319690,32.301901,D01-B06-T19,D1-B6-T19,1,6,19,4,160,,,,,,,,6,"D01-B06-H022,D01-B06-H025,D01-B06-H026,D01-B06-H027,D01-B06-H028,D01-B06-H029"
36.319583,32.301575,D01-B06-T20,D1-B6-T20,1,6,20,4,160,,,,,,,,7,"D01-B06-H021,D01-B06-H132,D01-B06-H133,D01-B06-H134,D01-B06-H135,D01-B06-H136,D01-B06-H137"
36.319869,32.301890,D01-B06-T21,D1-B6-T21,1,6,21,4,160,,,,,,,,6,"D01-B06-H016,D01-B06-H017,D01-B06-H018,D01-B06-H019,D01-B06-H023,D01-B06-H024"
36.320144,32.301513,D01-B06-T22,D1-B6-T22,1,6,22,4,160,,,,,,,,7,"D01-B06-H140,D01-B06-H141,D01-B07-H012,D01-B07-H013,D01-B07-H014,D01-B07-H015,D01-B07-H016"
36.320328,32.301486,D01-B06-T23,D1-B6-T23,1,6,23,4,160,,,,,,,,9,"D01-B06-H012,D01-B06-H142,D01-B06-H143,D01-B06-H144,D01-B07-H007,D01-B07-H009,D01-B07-H010,D01-B07-H011,D01-B07-H013"
36.320766,32.301710,D01-B06-T24,D1-B6-T24,1,6,24,4,160,,,,,,,,5,"D01-B05-H178,D01-B05-H180,D01-B05-H181,D01-B06-H006,D01-B06-H007"
36.320723,32.301458,D01-B06-T25,D1-B6-T25,1,6,25,4,160,,,,,,,,10,"D01-B06-H004,D01-B06-H144,D01-B06-H146,D01-B06-H147,D01-B06-H148,D01-B07-H001,D01-B07-H002,D01-B07-H003,D01-B07-H004,D01-B07-H005"
36.317367,32.301764,D01-B06-T26,D1-B6-T26,1,6,26,4,160,,,,,,,,6,"D01-B06-H069,D01-B06-H111,D01-B06-H112,D01-B07-H048,D01-B07-H049,D01-B07-H050"
36.318114,32.301732,D01-B06-T27,D1-B6-T27,1,6,27,8,160,,,,,,,,9,"D01-B06-H048,D01-B06-H049,D01-B06-H050,D01-B06-H117,D01-B06-H118,D01-B06-H119,D01-B06-H121,D01-B07-H039,D01-B07-H040"
36.317145,32.301722,D01-B07-T01,D1-B7-T1,1,7,1,4,160,,,,,,,,4,"D01-B07-H051,D01-B07-H052,D01-B07-H053,D01-B07-H054"
36.317264,32.301510,D01-B07-T02,D1-B7-T2,1,7,2,4,160,,,,,,,,7,"D01-B07-H051,D01-B07-H053,D01-B07-H054,D01-B07-H058,D01-B07-H059,D01-B07-H060,D01-B07-H061"
36.317771,32.301467,D01-B07-T03,D1-B7-T3,1,7,3,2,160,,,,,,,,4,"D01-B07-H063,D01-B07-H064,D01-B08-H035,D01-B08-H036"
36.318319,32.301602,D01-B07-T04,D1-B7-T4,1,7,4,4,160,,,,,,,,8,"D01-B07-H034,D01-B07-H035,D01-B07-H036,D01-B07-H037,D01-B07-H038,D01-B07-H039,D01-B07-H070,D01-B07-H071"
36.319130,32.301532,D01-B07-T05,D1-B7-T5,1,7,5,4,160,,,,,,,,6,"D01-B07-H025,D01-B07-H026,D01-B07-H027,D01-B07-H087,D01-B07-H088,D01-B07-H089"
36.319359,32.301513,D01-B07-T06,D1-B7-T6,1,7,6,4,160,,,,,,,,8,"D01-B06-H128,D01-B06-H129,D01-B06-H130,D01-B06-H132,D01-B07-H020,D01-B07-H022,D01-B07-H023,D01-B07-H024"
36.319949,32.301457,D01-B07-T07,D1-B7-T7,1,7,7,4,160,,,,,,,,5,"D01-B07-H017,D01-B07-H018,D01-B07-H019,D01-B07-H021,D01-B07-H022"
36.320458,32.301158,D01-B07-T08,D1-B7-T8,1,7,8,4,160,,,,,,,,14,"D01-B07-H096,D01-B07-H097,D01-B07-H098,D01-B08-H002,D01-B08-H003,D01-B08-H004,D01-B08-H005,D01-B08-H006,D01-B08-H007,D01-B08-H008,D01-B08-H009,D01-B08-H065,D01-B08-H066,D01-B08-H068"
36.320635,32.301227,D01-B07-T09,D1-B7-T9,1,7,9,8,160,,,,,,,,8,"D01-B07-H003,D01-B07-H004,D01-B07-H006,D01-B07-H008,D01-B07-H010,D01-B07-H097,D01-B07-H099,D01-B07-H101"
36.320730,32.301127,D01-B07-T10,D1-B7-T10,1,7,10,4,160,,,,,,,,8,"D01-B07-H102,D01-B07-H103,D01-B07-H104,D01-B07-H106,D01-B07-H107,D01-B08-H001,D01-B08-H071,D01-B08-H072"
36.318063,32.301413,D01-B07-T11,D1-B7-T11,1,7,11,4,160,,,,,,,,5,"D01-B07-H040,D01-B07-H041,D01-B07-H067,D01-B07-H069,D01-B07-H070"
36.318976,32.301544,D01-B07-T12,D1-B7-T12,1,7,12,4,160,,,,,,,,10,"D01-B07-H029,D01-B07-H030,D01-B07-H031,D01-B07-H032,D01-B07-H080,D01-B07-H081,D01-B07-H082,D01-B07-H083,D01-B07-H084,D01-B07-H085"
36.316646,32.301489,D01-B08-T01,D1-B8-T1,1,8,1,4,160,,,,,,,,5,"D01-B07-H055,D01-B08-H043,D01-B08-H044,D01-B08-H045,D01-B08-H046"
36.317230,32.301352,D01-B08-T02,D1-B8-T2,1,8,2,4,160,,,,,,,,4,"D01-B08-H036,D01-B08-H037,D01-B08-H038,D01-B08-H040"
36.317768,32.301270,D01-B08-T03,D1-B8-T3,1,8,3,4,160,,,,,,,,10,"D01-B08-H031,D01-B08-H033,D01-B08-H034,D01-B08-H035,D01-B09-H025,D01-B09-H026,D01-B09-H027,D01-B09-H028,D01-B09-H063,D01-B09-H066"
36.318095,32.301354,D01-B08-T04,D1-B8-T4,1,8,4,4,160,,,,,,,,4,"D01-B07-H066,D01-B08-H032,D01-B08-H033,D01-B08-H034"
36.318264,32.301319,D01-B08-T05,D1-B8-T5,1,8,5,8,160,,,,,,,,10,"D01-B07-H071,D01-B07-H072,D01-B07-H073,D01-B07-H074,D01-B07-H075,D01-B07-H076,D01-B07-H077,D01-B07-H078,D01-B07-H079,D01-B08-H027"
36.318385,32.301272,D01-B08-T06,D1-B8-T6,1,8,6,8,160,,,,,,,,15,"D01-B08-H023,D01-B08-H024,D01-B08-H025,D01-B08-H026,D01-B08-H027,D01-B08-H028,D01-B08-H029,D01-B08-H030,D01-B08-H047,D01-B08-H048,D01-B08-H049,D01-B08-H050,D01-B08-H051,D01-B08-H052,D01-B08-H053"
36.319569,32.301212,D01-B08-T08,D1-B8-T8,1,8,8,2,160,,,,,,,,2,"D01-B07-H091,D01-B08-H014"
36.319865,32.300956,D01-B08-T09,D1-B8-T9,1,8,9,8,160,,,,,,,,11,"D01-B08-H011,D01-B08-H012,D01-B08-H061,D01-B08-H062,D01-B08-H063,D01-B08-H064,D01-B09-H011,D01-B09-H012,D01-B09-H013,D01-B09-H014,D01-B09-H015"
36.320070,32.300887,D01-B08-T10,D1-B8-T10,1,8,10,8,160,,,,,,,,8,"D01-B08-H065,D01-B08-H066,D01-B08-H067,D01-B08-H068,D01-B09-H007,D01-B09-H008,D01-B09-H009,D01-B09-H010"
36.318921,32.301245,D01-B08-T11,D1-B8-T11,1,8,11,4,160,,,,,,,,5,"D01-B07-H090,D01-B08-H018,D01-B08-H019,D01-B08-H020,D01-B08-H022"
36.319934,32.301163,D01-B08-T12,D1-B8-T12,1,8,12,4,160,,,,,,,,8,"D01-B07-H094,D01-B07-H095,D01-B07-H096,D01-B08-H007,D01-B08-H008,D01-B08-H009,D01-B08-H010,D01-B08-H011"
