house_id,house_id_short,house_district,house_block,house_number,house_sub_unit,septic_id,septic_id_short,septic_district,septic_block,septic_number,septic_capacity,septic_ventilation_1,septic_ventilation_2,steel_id,steel_id_short,steel_type,steel_district,steel_number,steel_capacity
D07-B20-H034,D7-B20-H34,7,20,34,,D07-B20-T05,D7-B20-T5,7,20,5,4,134,134,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H035,D7-B20-H35,7,20,35,,D07-B20-T05,D7-B20-T5,7,20,5,4,134,134,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H036,D7-B20-H36,7,20,36,,D07-B20-T06,D7-B20-T6,7,20,6,8,176,176,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H038,D7-B20-H38,7,20,38,,D07-B20-T06,D7-B20-T6,7,20,6,8,176,176,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H039,D7-B20-H39,7,20,39,,D07-B20-T06,D7-B20-T6,7,20,6,8,176,176,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H040,D7-B20-H40,7,20,40,,D07-B20-T06,D7-B20-T6,7,20,6,8,176,176,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H040,D7-B20-H40,7,20,40,,D07-B20-T07,D7-B20-T7,7,20,7,4,175,175,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H042,D7-B20-H42,7,20,42,,D07-B20-T06,D7-B20-T6,7,20,6,8,176,176,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H045,D7-B20-H45,7,20,45,,D07-B20-T08,D7-B20-T8,7,20,8,4,173,173,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H046,D7-B20-H46,7,20,46,,D07-B20-T08,D7-B20-T8,7,20,8,4,173,173,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H047,D7-B20-H47,7,20,47,,D07-B20-T07,D7-B20-T7,7,20,7,4,175,175,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H047,D7-B20-H47,7,20,47,,D07-B20-T08,D7-B20-T8,7,20,8,4,173,173,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H048,D7-B20-H48,7,20,48,,D07-B20-T09,D7-B20-T9,7,20,9,4,138,138,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H049,D7-B20-H49,7,20,49,,D07-B20-T08,D7-B20-T8,7,20,8,4,173,173,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H050,D7-B20-H50,7,20,50,,D07-B20-T09,D7-B20-T9,7,20,9,4,138,138,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H051,D7-B20-H51,7,20,51,,D07-B20-T09,D7-B20-T9,7,20,9,4,138,138,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H054,D7-B20-H54,7,20,54,,D07-B20-T10,D7-B20-T10,7,20,10,4,133,133,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H056,D7-B20-H56,7,20,56,,D07-B20-T10,D7-B20-T10,7,20,10,4,133,133,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H057,D7-B20-H57,7,20,57,,D07-B20-T09,D7-B20-T9,7,20,9,4,138,138,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H058,D7-B20-H58,7,20,58,,D07-B20-T10,D7-B20-T10,7,20,10,4,133,133,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H059,D7-B20-H59,7,20,59,,D07-B20-T11,D7-B20-T11,7,20,11,8,138,138,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H060,D7-B20-H60,7,20,60,,D07-B20-T11,D7-B20-T11,7,20,11,8,138,138,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H061,D7-B20-H61,7,20,61,,D07-B20-T11,D7-B20-T11,7,20,11,8,138,138,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H062,D7-B20-H62,7,20,62,,D07-B20-T11,D7-B20-T11,7,20,11,8,138,138,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H063,D7-B20-H63,7,20,63,,D07-B20-T11,D7-B20-T11,7,20,11,8,138,138,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H063,D7-B20-H63,7,20,63,,D07-B20-T12,D7-B20-T12,7,20,12,4,130,130,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H064,D7-B20-H64,7,20,64,,D07-B20-T12,D7-B20-T12,7,20,12,4,130,130,OST-07-17,OST-7-17,OST,7,17,25
D07-B20-H065,D7-B20-H65,7,20,65,,D07-B20-T12,D7-B20-T12,7,20,12,4,130,130,OST-07-17,OST-7-17,OST,7,17,25
D07-B21-H001,D7-B21-H1,7,21,1,,D07-B21-T01,D7-B21-T1,7,21,1,4,175,175,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H002,D7-B21-H2,7,21,2,,D07-B21-T01,D7-B21-T1,7,21,1,4,175,175,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H003,D7-B21-H3,7,21,3,,D07-B21-T01,D7-B21-T1,7,21,1,4,175,175,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H004,D7-B21-H4,7,21,4,,D07-B21-T01,D7-B21-T1,7,21,1,4,175,175,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H004,D7-B21-H4,7,21,4,,D07-B21-T02,D7-B21-T2,7,21,2,4,132,135,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H005,D7-B21-H5,7,21,5,,D07-B21-T02,D7-B21-T2,7,21,2,4,132,135,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H006,D7-B21-H6,7,21,6,,D07-B21-T02,D7-B21-T2,7,21,2,4,132,135,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H007,D7-B21-H7,7,21,7,,D07-B21-T02,D7-B21-T2,7,21,2,4,132,135,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H008,D7-B21-H8,7,21,8,,D07-B21-T03,D7-B21-T3,7,21,3,4,174,175,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H009,D7-B21-H9,7,21,9,,D07-B21-T02,D7-B21-T2,7,21,2,4,132,135,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H009,D7-B21-H9,7,21,9,,D07-B21-T03,D7-B21-T3,7,21,3,4,174,175,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H010,D7-B21-H10,7,21,10,,D07-B21-T04,D7-B21-T4,7,21,4,2,131,,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H011,D7-B21-H11,7,21,11,,D07-B21-T04,D7-B21-T4,7,21,4,2,131,,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H012,D7-B21-H12,7,21,12,,D07-B21-T04,D7-B21-T4,7,21,4,2,131,,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H013,D7-B21-H13,7,21,13,,D07-B21-T03,D7-B21-T3,7,21,3,4,174,175,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H014,D7-B21-H14,7,21,14,,D07-B21-T05,D7-B21-T5,7,21,5,8,175,176,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H015,D7-B21-H15,7,21,15,,D07-B21-T05,D7-B21-T5,7,21,5,8,175,176,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H016,D7-B21-H16,7,21,16,,D07-B21-T05,D7-B21-T5,7,21,5,8,175,176,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H018,D7-B21-H18,7,21,18,,D07-B21-T05,D7-B21-T5,7,21,5,8,175,176,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H019,D7-B21-H19,7,21,19,,D07-B21-T05,D7-B21-T5,7,21,5,8,175,176,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H020,D7-B21-H20,7,21,20,,D07-B21-T06,D7-B21-T6,7,21,6,8,137,137,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H021,D7-B21-H21,7,21,21,,D07-B21-T06,D7-B21-T6,7,21,6,8,137,137,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H022,D7-B21-H22,7,21,22,,D07-B21-T06,D7-B21-T6,7,21,6,8,137,137,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H023,D7-B21-H23,7,21,23,,D07-B21-T06,D7-B21-T6,7,21,6,8,137,137,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H024,D7-B21-H24,7,21,24,,D07-B21-T06,D7-B21-T6,7,21,6,8,137,137,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H025,D7-B21-H25,7,21,25,,D07-B21-T06,D7-B21-T6,7,21,6,8,137,137,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H026,D7-B21-H26,7,21,26,,D07-B21-T06,D7-B21-T6,7,21,6,8,137,137,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H027,D7-B21-H27,7,21,27,,D07-B21-T07,D7-B21-T7,7,21,7,4,135,136,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H028,D7-B21-H28,7,21,28,,D07-B21-T07,D7-B21-T7,7,21,7,4,135,136,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H029,D7-B21-H29,7,21,29,,D07-B21-T07,D7-B21-T7,7,21,7,4,135,136,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H031,D7-B21-H31,7,21,31,,D07-B21-T07,D7-B21-T7,7,21,7,4,135,136,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H032,D7-B21-H32,7,21,32,,D07-B21-T07,D7-B21-T7,7,21,7,4,135,136,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H033,D7-B21-H33,7,21,33,,D07-B21-T07,D7-B21-T7,7,21,7,4,135,136,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H034,D7-B21-H34,7,21,34,,D07-B21-T08,D7-B21-T8,7,21,8,2,133,,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H035,D7-B21-H35,7,21,35,,D07-B21-T09,D7-B21-T9,7,21,9,8,133,135,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H036,D7-B21-H36,7,21,36,,D07-B21-T09,D7-B21-T9,7,21,9,8,133,135,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H037,D7-B21-H37,7,21,37,,D07-B21-T09,D7-B21-T9,7,21,9,8,133,135,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H038,D7-B21-H38,7,21,38,,D07-B21-T09,D7-B21-T9,7,21,9,8,133,135,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H039,D7-B21-H39,7,21,39,,D07-B21-T08,D7-B21-T8,7,21,8,2,133,,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H042,D7-B21-H42,7,21,42,,D07-B21-T09,D7-B21-T9,7,21,9,8,133,135,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H043,D7-B21-H43,7,21,43,,D07-B21-T10,D7-B21-T10,7,21,10,8,134,135,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H045,D7-B21-H45,7,21,45,,D07-B21-T09,D7-B21-T9,7,21,9,8,133,135,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H046,D7-B21-H46,7,21,46,,D07-B21-T09,D7-B21-T9,7,21,9,8,133,135,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H047,D7-B21-H47,7,21,47,,D07-B21-T09,D7-B21-T9,7,21,9,8,133,135,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H049,D7-B21-H49,7,21,49,,D07-B21-T10,D7-B21-T10,7,21,10,8,134,135,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H051,D7-B21-H51,7,21,51,,D07-B21-T10,D7-B21-T10,7,21,10,8,134,135,OST-07-02,OST-7-2,OST,7,2,25
D07-B21-H052,D7-B21-H52,7,21,52,,D07-B21-T11,D7-B21-T11,7,21,11,8,140,140,,,,,,
D07-B21-H053,D7-B21-H53,7,21,53,,D07-B21-T11,D7-B21-T11,7,21,11,8,140,140,,,,,,
D07-B21-H054,D7-B21-H54,7,21,54,,D07-B21-T11,D7-B21-T11,7,21,11,8,140,140,,,,,,
D07-B21-H055,D7-B21-H55,7,21,55,,D07-B21-T11,D7-B21-T11,7,21,11,8,140,140,,,,,,
D07-B22-H001,D7-B22-H1,7,22,1,,D07-B22-T01,D7-B22-T1,7,22,1,8,134,134,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H003,D7-B22-H3,7,22,3,,D07-B22-T01,D7-B22-T1,7,22,1,8,134,134,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H004,D7-B22-H4,7,22,4,,D07-B22-T01,D7-B22-T1,7,22,1,8,134,134,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H005,D7-B22-H5,7,22,5,,D07-B22-T01,D7-B22-T1,7,22,1,8,134,134,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H006,D7-B22-H6,7,22,6,,D07-B22-T01,D7-B22-T1,7,22,1,8,134,134,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H008,D7-B22-H8,7,22,8,,D07-B22-T02,D7-B22-T2,7,22,2,4,173,173,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H009,D7-B22-H9,7,22,9,,D07-B22-T02,D7-B22-T2,7,22,2,4,173,173,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H012,D7-B22-H12,7,22,12,,D07-B22-T02,D7-B22-T2,7,22,2,4,173,173,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H013,D7-B22-H13,7,22,13,,D07-B22-T02,D7-B22-T2,7,22,2,4,173,173,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H017,D7-B22-H17,7,22,17,,D07-B22-T03,D7-B22-T3,7,22,3,2,132,132,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H019,D7-B22-H19,7,22,19,,D07-B22-T03,D7-B22-T3,7,22,3,2,132,132,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H021,D7-B22-H21,7,22,21,,D07-B22-T04,D7-B22-T4,7,22,4,2,132,132,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H022,D7-B22-H22,7,22,22,,D07-B22-T04,D7-B22-T4,7,22,4,2,132,132,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H023,D7-B22-H23,7,22,23,,D07-B22-T05,D7-B22-T5,7,22,5,4,132,132,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H024,D7-B22-H24,7,22,24,,D07-B22-T05,D7-B22-T5,7,22,5,4,132,132,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H025,D7-B22-H25,7,22,25,,D07-B22-T05,D7-B22-T5,7,22,5,4,132,132,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H026,D7-B22-H26,7,22,26,,D07-B22-T05,D7-B22-T5,7,22,5,4,132,132,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H027,D7-B22-H27,7,22,27,,D07-B22-T05,D7-B22-T5,7,22,5,4,132,132,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H028,D7-B22-H28,7,22,28,,D07-B22-T05,D7-B22-T5,7,22,5,4,132,132,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H030,D7-B22-H30,7,22,30,,D07-B22-T06,D7-B22-T6,7,22,6,8,132,132,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H031,D7-B22-H31,7,22,31,,D07-B22-T06,D7-B22-T6,7,22,6,8,132,132,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H032,D7-B22-H32,7,22,32,,D07-B22-T06,D7-B22-T6,7,22,6,8,132,132,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H033,D7-B22-H33,7,22,33,,D07-B22-T06,D7-B22-T6,7,22,6,8,132,132,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H034,D7-B22-H34,7,22,34,,D07-B22-T06,D7-B22-T6,7,22,6,8,132,132,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H035,D7-B22-H35,7,22,35,,D07-B22-T06,D7-B22-T6,7,22,6,8,132,132,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H036,D7-B22-H36,7,22,36,,D07-B22-T07,D7-B22-T7,7,22,7,4,130,130,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H037,D7-B22-H37,7,22,37,,D07-B22-T07,D7-B22-T7,7,22,7,4,130,130,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H038,D7-B22-H38,7,22,38,,D07-B22-T07,D7-B22-T7,7,22,7,4,130,130,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H039,D7-B22-H39,7,22,39,,D07-B22-T08,D7-B22-T8,7,22,8,8,134,134,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H040,D7-B22-H40,7,22,40,,D07-B22-T07,D7-B22-T7,7,22,7,4,130,130,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H041,D7-B22-H41,7,22,41,,D07-B22-T08,D7-B22-T8,7,22,8,8,134,134,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H042,D7-B22-H42,7,22,42,,D07-B22-T07,D7-B22-T7,7,22,7,4,130,130,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H042,D7-B22-H42,7,22,42,,D07-B22-T08,D7-B22-T8,7,22,8,8,134,134,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H043,D7-B22-H43,7,22,43,,D07-B22-T09,D7-B22-T9,7,22,9,4,134,134,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H044,D7-B22-H44,7,22,44,,D07-B22-T08,D7-B22-T8,7,22,8,8,134,134,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H044,D7-B22-H44,7,22,44,,D07-B22-T09,D7-B22-T9,7,22,9,4,134,134,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H045,D7-B22-H45,7,22,45,,D07-B22-T08,D7-B22-T8,7,22,8,8,134,134,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H045,D7-B22-H45,7,22,45,,D07-B22-T09,D7-B22-T9,7,22,9,4,134,134,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H048,D7-B22-H48,7,22,48,,D07-B22-T07,D7-B22-T7,7,22,7,4,130,130,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H049,D7-B22-H49,7,22,49,,D07-B22-T09,D7-B22-T9,7,22,9,4,134,134,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H050,D7-B22-H50,7,22,50,,D07-B22-T10,D7-B22-T10,7,22,10,4,136,136,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H051,D7-B22-H51,7,22,51,,D07-B22-T10,D7-B22-T10,7,22,10,4,136,136,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H052,D7-B22-H52,7,22,52,,D07-B22-T10,D7-B22-T10,7,22,10,4,136,136,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H053,D7-B22-H53,7,22,53,,D07-B22-T10,D7-B22-T10,7,22,10,4,136,136,OST-07-12,OST-7-12,OST,7,12,25
D07-B22-H054,D7-B22-H54,7,22,54,,D07-B22-T10,D7-B22-T10,7,22,10,4,136,136,OST-07-12,OST-7-12,OST,7,12,25
D07-B23-H001,D7-B23-H1,7,23,1,,D07-B23-T02,D7-B23-T2,7,23,2,4,135,132,,,,,,
D07-B23-H002,D7-B23-H2,7,23,2,,D07-B23-T02,D7-B23-T2,7,23,2,4,135,132,,,,,,
D07-B23-H003,D7-B23-H3,7,23,3,,D07-B23-T04,D7-B23-T4,7,23,4,4,135,133,,,,,,
D07-B23-H004,D7-B23-H4,7,23,4,,D07-B23-T04,D7-B23-T4,7,23,4,4,135,133,,,,,,
D07-B23-H005,D7-B23-H5,7,23,5,,D07-B23-T03,D7-B23-T3,7,23,3,4,134,130,,,,,,
D07-B23-H006,D7-B23-H6,7,23,6,,D07-B23-T01,D7-B23-T1,7,23,1,2,135,,,,,,,
D07-B23-H007,D7-B23-H7,7,23,7,,D07-B23-T03,D7-B23-T3,7,23,3,4,134,130,,,,,,
D07-B23-H008,D7-B23-H8,7,23,8,,D07-B23-T01,D7-B23-T1,7,23,1,2,135,,,,,,,
D07-B23-H009,D7-B23-H9,7,23,9,,D07-B23-T03,D7-B23-T3,7,23,3,4,134,130,,,,,,
D07-B23-H009,D7-B23-H9,7,23,9,,D07-B23-T05,D7-B23-T5,7,23,5,4,133,135,,,,,,
D07-B23-H010,D7-B23-H10,7,23,10,,D07-B23-T03,D7-B23-T3,7,23,3,4,134,130,,,,,,
D07-B23-H010,D7-B23-H10,7,23,10,,D07-B23-T05,D7-B23-T5,7,23,5,4,133,135,,,,,,
D07-B23-H011,D7-B23-H11,7,23,11,,D07-B23-T03,D7-B23-T3,7,23,3,4,134,130,,,,,,
D07-B23-H011,D7-B23-H11,7,23,11,,D07-B23-T05,D7-B23-T5,7,23,5,4,133,135,,,,,,
D07-B23-H012,D7-B23-H12,7,23,12,,D07-B23-T04,D7-B23-T4,7,23,4,4,135,133,,,,,,
D07-B23-H013,D7-B23-H13,7,23,13,,D07-B23-T04,D7-B23-T4,7,23,4,4,135,133,,,,,,
D07-B23-H014,D7-B23-H14,7,23,14,,D07-B23-T02,D7-B23-T2,7,23,2,4,135,132,,,,,,
D07-B23-H015,D7-B23-H15,7,23,15,,D07-B23-T02,D7-B23-T2,7,23,2,4,135,132,,,,,,
D07-B23-H019,D7-B23-H19,7,23,19,,D07-B23-T06,D7-B23-T6,7,23,6,4,133,132,,,,,,
D07-B23-H021,D7-B23-H21,7,23,21,,D07-B23-T06,D7-B23-T6,7,23,6,4,133,132,,,,,,
D07-B23-H024,D7-B23-H24,7,23,24,,D07-B23-T06,D7-B23-T6,7,23,6,4,133,132,,,,,,
D07-B23-H024,D7-B23-H24,7,23,24,,D07-B23-T08,D7-B23-T8,7,23,8,8,134,132,,,,,,
D07-B23-H025,D7-B23-H25,7,23,25,,D07-B23-T06,D7-B23-T6,7,23,6,4,133,132,,,,,,
D07-B23-H027,D7-B23-H27,7,23,27,,D07-B23-T06,D7-B23-T6,7,23,6,4,133,132,,,,,,
D07-B23-H027,D7-B23-H27,7,23,27,,D07-B23-T07,D7-B23-T7,7,23,7,4,133,137,,,,,,
D07-B23-H028,D7-B23-H28,7,23,28,,D07-B23-T07,D7-B23-T7,7,23,7,4,133,137,,,,,,
D07-B23-H029,D7-B23-H29,7,23,29,,D07-B23-T10,D7-B23-T10,7,23,10,4,133,135,OST-07-02,OST-7-2,OST,7,2,25
D07-B23-H030,D7-B23-H30,7,23,30,,D07-B23-T10,D7-B23-T10,7,23,10,4,133,135,OST-07-02,OST-7-2,OST,7,2,25
D07-B23-H032,D7-B23-H32,7,23,32,,D07-B23-T08,D7-B23-T8,7,23,8,8,134,132,,,,,,
D07-B23-H033,D7-B23-H33,7,23,33,,D07-B23-T08,D7-B23-T8,7,23,8,8,134,132,,,,,,
D07-B23-H040,D7-B23-H40,7,23,40,,D07-B23-T08,D7-B23-T8,7,23,8,8,134,132,,,,,,
D07-B23-H041,D7-B23-H41,7,23,41,,D07-B23-T08,D7-B23-T8,7,23,8,8,134,132,,,,,,
D07-B23-H042,D7-B23-H42,7,23,42,,D07-B23-T08,D7-B23-T8,7,23,8,8,134,132,,,,,,
D07-B23-H043,D7-B23-H43,7,23,43,,D07-B23-T07,D7-B23-T7,7,23,7,4,133,137,,,,,,
D07-B23-H043,D7-B23-H43,7,23,43,,D07-B23-T10,D7-B23-T10,7,23,10,4,133,135,OST-07-02,OST-7-2,OST,7,2,25
D07-B23-H045,D7-B23-H45,7,23,45,,D07-B23-T10,D7-B23-T10,7,23,10,4,133,135,OST-07-02,OST-7-2,OST,7,2,25
D07-B23-H046,D7-B23-H46,7,23,46,,D07-B23-T12,D7-B23-T12,7,23,12,8,132,132,,,,,,
D07-B23-H048,D7-B23-H48,7,23,48,,D07-B23-T12,D7-B23-T12,7,23,12,8,132,132,,,,,,
D07-B23-H049,D7-B23-H49,7,23,49,,D07-B23-T12,D7-B23-T12,7,23,12,8,132,132,,,,,,
D07-B23-H050,D7-B23-H50,7,23,50,,D07-B23-T11,D7-B23-T11,7,23,11,4,135,135,,,,,,
D07-B23-H051,D7-B23-H51,7,23,51,,D07-B23-T11,D7-B23-T11,7,23,11,4,135,135,,,,,,
D07-B23-H052,D7-B23-H52,7,23,52,,D07-B23-T13,D7-B23-T13,7,23,13,4,127,128,,,,,,
D07-B23-H054,D7-B23-H54,7,23,54,,D07-B23-T13,D7-B23-T13,7,23,13,4,127,128,,,,,,
D07-B23-H059,D7-B23-H59,7,23,59,,D07-B23-T14,D7-B23-T14,7,23,14,4,135,132,,,,,,
D07-B23-H060,D7-B23-H60,7,23,60,,D07-B23-T11,D7-B23-T11,7,23,11,4,135,135,,,,,,
D07-B23-H061,D7-B23-H61,7,23,61,,D07-B23-T11,D7-B23-T11,7,23,11,4,135,135,,,,,,
D07-B23-H062,D7-B23-H62,7,23,62,,D07-B23-T12,D7-B23-T12,7,23,12,8,132,132,,,,,,
D07-B23-H063,D7-B23-H63,7,23,63,,D07-B23-T12,D7-B23-T12,7,23,12,8,132,132,,,,,,
D07-B23-H064,D7-B23-H64,7,23,64,,D07-B23-T12,D7-B23-T12,7,23,12,8,132,132,,,,,,
D07-B23-H065,D7-B23-H65,7,23,65,,D07-B23-T12,D7-B23-T12,7,23,12,8,132,132,,,,,,
D07-B23-H066,D7-B23-H66,7,23,66,,D07-B23-T15,D7-B23-T15,7,23,15,4,136,134,OST-07-02,OST-7-2,OST,7,2,25
D07-B23-H067,D7-B23-H67,7,23,67,,D07-B23-T15,D7-B23-T15,7,23,15,4,136,134,OST-07-02,OST-7-2,OST,7,2,25
D07-B23-H073,D7-B23-H73,7,23,73,,D07-B23-T14,D7-B23-T14,7,23,14,4,135,132,,,,,,
D07-B23-H078,D7-B23-H78,7,23,78,,D07-B23-T16,D7-B23-T16,7,23,16,4,136,136,,,,,,
D07-B23-H079,D7-B23-H79,7,23,79,,D07-B23-T18,D7-B23-T18,7,23,18,4,136,128,,,,,,
D07-B23-H080,D7-B23-H80,7,23,80,,D07-B23-T18,D7-B23-T18,7,23,18,4,136,128,,,,,,
D07-B23-H081,D7-B23-H81,7,23,81,,D07-B23-T20,D7-B23-T20,7,23,20,4,132,132,,,,,,
D07-B23-H082,D7-B23-H82,7,23,82,,D07-B23-T18,D7-B23-T18,7,23,18,4,136,128,,,,,,
D07-B23-H084,D7-B23-H84,7,23,84,,D07-B23-T17,D7-B23-T17,7,23,17,4,137,130,,,,,,
D07-B23-H086,D7-B23-H86,7,23,86,,D07-B23-T22,D7-B23-T22,7,23,22,4,140,136,,,,,,
D07-B23-H087,D7-B23-H87,7,23,87,,D07-B23-T17,D7-B23-T17,7,23,17,4,137,130,,,,,,
D07-B23-H090,D7-B23-H90,7,23,90,,D07-B23-T20,D7-B23-T20,7,23,20,4,132,132,,,,,,
D07-B23-H093,D7-B23-H93,7,23,93,,D07-B23-T16,D7-B23-T16,7,23,16,4,136,136,,,,,,
D07-B23-H095,D7-B23-H95,7,23,95,,D07-B23-T19,D7-B23-T19,7,23,19,2,132,,,,,,,
D07-B23-H096,D7-B23-H96,7,23,96,,D07-B23-T09,D7-B23-T9,7,23,9,4,136,136,,,,,,
D07-B23-H096,D7-B23-H96,7,23,96,,D07-B23-T20,D7-B23-T20,7,23,20,4,132,132,,,,,,
D07-B23-H098,D7-B23-H98,7,23,98,,D07-B23-T17,D7-B23-T17,7,23,17,4,137,130,,,,,,
D07-B23-H099,D7-B23-H99,7,23,99,,D07-B23-T17,D7-B23-T17,7,23,17,4,137,130,,,,,,
D07-B23-H100,D7-B23-H100,7,23,100,,D07-B23-T22,D7-B23-T22,7,23,22,4,140,136,,,,,,
