house_id,house_id_short,house_district,house_block,house_number,house_sub_unit,septic_id,septic_id_short,septic_district,septic_block,septic_number,septic_capacity,septic_ventilation_1,septic_ventilation_2,steel_id,steel_id_short,steel_type,steel_district,steel_number,steel_capacity
D02-B03-H031,D2-B3-H31,2,3,31,,D02-B03-T18,D2-B3-T18,2,3,18,8,180,,,,,,,
D02-B03-H032,D2-B3-H32,2,3,32,,D02-B03-T18,D2-B3-T18,2,3,18,8,180,,,,,,,
D02-B03-H033,D2-B3-H33,2,3,33,,D02-B03-T19,D2-B3-T19,2,3,19,4,180,,,,,,,
D02-B03-H034,D2-B3-H34,2,3,34,,D02-B03-T19,D2-B3-T19,2,3,19,4,180,,,,,,,
D02-B03-H035,D2-B3-H35,2,3,35,,D02-B03-T16,D2-B3-T16,2,3,16,4,180,,,,,,,
D02-B03-H036,D2-B3-H36,2,3,36,,D02-B03-T17,D2-B3-T17,2,3,17,4,180,,,,,,,
D02-B03-H037,D2-B3-H37,2,3,37,,D02-B03-T17,D2-B3-T17,2,3,17,4,180,,,,,,,
D02-B03-H038,D2-B3-H38,2,3,38,,D02-B03-T17,D2-B3-T17,2,3,17,4,180,,,,,,,
D02-B03-H039,D2-B3-H39,2,3,39,,D02-B03-T17,D2-B3-T17,2,3,17,4,180,,,,,,,
D02-B03-H040,D2-B3-H40,2,3,40,,D02-B03-T16,D2-B3-T16,2,3,16,4,180,,,,,,,
D02-B03-H041,D2-B3-H41,2,3,41,,D02-B03-T16,D2-B3-T16,2,3,16,4,180,,,,,,,
D02-B03-H042,D2-B3-H42,2,3,42,,D02-B03-T16,D2-B3-T16,2,3,16,4,180,,,,,,,
D02-B03-H043,D2-B3-H43,2,3,43,,D02-B03-T17,D2-B3-T17,2,3,17,4,180,,,,,,,
D02-B03-H044,D2-B3-H44,2,3,44,,D02-B03-T17,D2-B3-T17,2,3,17,4,180,,,,,,,
D02-B03-H045,D2-B3-H45,2,3,45,,D02-B02-T26,D2-B2-T26,2,2,26,4,180,,,,,,,
D02-B03-H046,D2-B3-H46,2,3,46,,D02-B02-T26,D2-B2-T26,2,2,26,4,180,,,,,,,
D02-B03-H047,D2-B3-H47,2,3,47,,D02-B03-T17,D2-B3-T17,2,3,17,4,180,,,,,,,
D02-B03-H048,D2-B3-H48,2,3,48,,D02-B03-T16,D2-B3-T16,2,3,16,4,180,,,,,,,
D02-B03-H049,D2-B3-H49,2,3,49,,D02-B03-T16,D2-B3-T16,2,3,16,4,180,,,,,,,
D02-B03-H050,D2-B3-H50,2,3,50,,D02-B03-T14,D2-B3-T14,2,3,14,8,180,,,,,,,
D02-B03-H051,D2-B3-H51,2,3,51,,D02-B03-T14,D2-B3-T14,2,3,14,8,180,,,,,,,
D02-B03-H052,D2-B3-H52,2,3,52,,D02-B03-T15,D2-B3-T15,2,3,15,4,180,,,,,,,
D02-B03-H053,D2-B3-H53,2,3,53,,D02-B03-T15,D2-B3-T15,2,3,15,4,180,,,,,,,
D02-B03-H054,D2-B3-H54,2,3,54,,D02-B03-T15,D2-B3-T15,2,3,15,4,180,,,,,,,
D02-B03-H055,D2-B3-H55,2,3,55,,D02-B03-T15,D2-B3-T15,2,3,15,4,180,,,,,,,
D02-B03-H056,D2-B3-H56,2,3,56,,D02-B03-T15,D2-B3-T15,2,3,15,4,180,,,,,,,
D02-B03-H057,D2-B3-H57,2,3,57,,D02-B03-T15,D2-B3-T15,2,3,15,4,180,,,,,,,
D02-B03-H058,D2-B3-H58,2,3,58,,D02-B03-T14,D2-B3-T14,2,3,14,8,180,,,,,,,
D02-B03-H059,D2-B3-H59,2,3,59,,D02-B03-T14,D2-B3-T14,2,3,14,8,180,,,,,,,
D02-B03-H060,D2-B3-H60,2,3,60,,D02-B03-T14,D2-B3-T14,2,3,14,8,180,,,,,,,
D02-B03-H062,D2-B3-H62,2,3,62,,D02-B03-T15,D2-B3-T15,2,3,15,4,180,,,,,,,
D02-B03-H063,D2-B3-H63,2,3,63,,D02-B03-T15,D2-B3-T15,2,3,15,4,180,,,,,,,
D02-B03-H064,D2-B3-H64,2,3,64,,D02-B02-T22,D2-B2-T22,2,2,22,4,180,,,,,,,
D02-B03-H065,D2-B3-H65,2,3,65,,D02-B02-T22,D2-B2-T22,2,2,22,4,180,,,,,,,
D02-B03-H067,D2-B3-H67,2,3,67,,D02-B03-T14,D2-B3-T14,2,3,14,8,180,,,,,,,
D02-B03-H068,D2-B3-H68,2,3,68,,D02-B02-T22,D2-B2-T22,2,2,22,4,180,,,,,,,
D02-B03-H069,D2-B3-H69,2,3,69,,D02-B02-T22,D2-B2-T22,2,2,22,4,180,,,,,,,
D02-B03-H070,D2-B3-H70,2,3,70,,D02-B03-T14,D2-B3-T14,2,3,14,8,180,,,,,,,
D02-B03-H071,D2-B3-H71,2,3,71,,D02-B03-T14,D2-B3-T14,2,3,14,8,180,,,,,,,
D02-B03-H072,D2-B3-H72,2,3,72,,D02-B03-T13,D2-B3-T13,2,3,13,4,180,,,,,,,
D02-B03-H073,D2-B3-H73,2,3,73,,D02-B02-T22,D2-B2-T22,2,2,22,4,180,,,,,,,
D02-B03-H074,D2-B3-H74,2,3,74,,D02-B02-T22,D2-B2-T22,2,2,22,4,180,,,,,,,
D02-B03-H075,D2-B3-H75,2,3,75,,D02-B02-T22,D2-B2-T22,2,2,22,4,180,,,,,,,
D02-B03-H076,D2-B3-H76,2,3,76,,D02-B03-T13,D2-B3-T13,2,3,13,4,180,,,,,,,
D02-B03-H077,D2-B3-H77,2,3,77,,D02-B03-T13,D2-B3-T13,2,3,13,4,180,,,,,,,
D02-B03-H078,D2-B3-H78,2,3,78,,D02-B03-T13,D2-B3-T13,2,3,13,4,180,,,,,,,
D02-B03-H079,D2-B3-H79,2,3,79,,D02-B02-T22,D2-B2-T22,2,2,22,4,180,,,,,,,
D02-B03-H079,D2-B3-H79,2,3,79,,D02-B03-T12,D2-B3-T12,2,3,12,4,180,,,,,,,
D02-B03-H080,D2-B3-H80,2,3,80,,D02-B02-T22,D2-B2-T22,2,2,22,4,180,,,,,,,
D02-B03-H081,D2-B3-H81,2,3,81,,D02-B02-T22,D2-B2-T22,2,2,22,4,180,,,,,,,
D02-B03-H081,D2-B3-H81,2,3,81,,D02-B03-T12,D2-B3-T12,2,3,12,4,180,,,,,,,
D02-B03-H082,D2-B3-H82,2,3,82,,D02-B02-T19,D2-B2-T19,2,2,19,4,180,,,,,,,
D02-B03-H082,D2-B3-H82,2,3,82,,D02-B03-T06,D2-B3-T6,2,3,6,4,180,,,,,,,
D02-B03-H082,D2-B3-H82,2,3,82,,D02-B03-T12,D2-B3-T12,2,3,12,4,180,,,,,,,
D02-B03-H083,D2-B3-H83,2,3,83,,D02-B02-T19,D2-B2-T19,2,2,19,4,180,,,,,,,
D02-B03-H084,D2-B3-H84,2,3,84,,D02-B03-T13,D2-B3-T13,2,3,13,4,180,,,,,,,
D02-B03-H085,D2-B3-H85,2,3,85,,D02-B03-T13,D2-B3-T13,2,3,13,4,180,,,,,,,
D02-B03-H086,D2-B3-H86,2,3,86,,D02-B03-T12,D2-B3-T12,2,3,12,4,180,,,,,,,
D02-B03-H087,D2-B3-H87,2,3,87,,D02-B03-T12,D2-B3-T12,2,3,12,4,180,,,,,,,
D02-B03-H088,D2-B3-H88,2,3,88,,D02-B03-T12,D2-B3-T12,2,3,12,4,180,,,,,,,
D02-B03-H089,D2-B3-H89,2,3,89,,D02-B02-T22,D2-B2-T22,2,2,22,4,180,,,,,,,
D02-B03-H089,D2-B3-H89,2,3,89,,D02-B03-T13,D2-B3-T13,2,3,13,4,180,,,,,,,
D02-B03-H090,D2-B3-H90,2,3,90,,D02-B03-T11,D2-B3-T11,2,3,11,2,160,,,,,,,
D02-B03-H091,D2-B3-H91,2,3,91,,D02-B03-T12,D2-B3-T12,2,3,12,4,180,,,,,,,
D02-B03-H092,D2-B3-H92,2,3,92,,D02-B03-T11,D2-B3-T11,2,3,11,2,160,,,,,,,
D02-B03-H093,D2-B3-H93,2,3,93,,D02-B03-T10,D2-B3-T10,2,3,10,4,180,,,,,,,
D02-B03-H094,D2-B3-H94,2,3,94,,D02-B03-T09,D2-B3-T9,2,3,9,4,180,,,,,,,
D02-B03-H095,D2-B3-H95,2,3,95,,D02-B03-T09,D2-B3-T9,2,3,9,4,180,,,,,,,
D02-B03-H096,D2-B3-H96,2,3,96,,D02-B03-T09,D2-B3-T9,2,3,9,4,180,,,,,,,
D02-B03-H097,D2-B3-H97,2,3,97,,D02-B03-T09,D2-B3-T9,2,3,9,4,180,,,,,,,
D02-B03-H098,D2-B3-H98,2,3,98,,D02-B03-T10,D2-B3-T10,2,3,10,4,180,,,,,,,
D02-B03-H099,D2-B3-H99,2,3,99,,D02-B03-T10,D2-B3-T10,2,3,10,4,180,,,,,,,
D02-B03-H100,D2-B3-H100,2,3,100,,D02-B03-T10,D2-B3-T10,2,3,10,4,180,,,,,,,
D02-B03-H101,D2-B3-H101,2,3,101,,D02-B03-T08,D2-B3-T8,2,3,8,4,180,,,,,,,
D02-B03-H102,D2-B3-H102,2,3,102,,D02-B03-T08,D2-B3-T8,2,3,8,4,180,,,,,,,
D02-B03-H103,D2-B3-H103,2,3,103,,D02-B03-T08,D2-B3-T8,2,3,8,4,180,,,,,,,
D02-B03-H104,D2-B3-H104,2,3,104,,D02-B03-T07,D2-B3-T7,2,3,7,4,180,,,,,,,
D02-B03-H105,D2-B3-H105,2,3,105,,D02-B04-T05,D2-B4-T5,2,4,5,8,180,,,,,,,
D02-B03-H106,D2-B3-H106,2,3,106,,D02-B03-T06,D2-B3-T6,2,3,6,4,180,,,,,,,
D02-B03-H107,D2-B3-H107,2,3,107,,D02-B03-T07,D2-B3-T7,2,3,7,4,180,,,,,,,
D02-B03-H108,D2-B3-H108,2,3,108,,D02-B03-T07,D2-B3-T7,2,3,7,4,180,,,,,,,
D02-B03-H109,D2-B3-H109,2,3,109,,D02-B03-T06,D2-B3-T6,2,3,6,4,180,,,,,,,
D02-B03-H110,D2-B3-H110,2,3,110,,D02-B03-T06,D2-B3-T6,2,3,6,4,180,,,,,,,
D02-B03-H111,D2-B3-H111,2,3,111,,D02-B03-T07,D2-B3-T7,2,3,7,4,180,,,,,,,
D02-B03-H112,D2-B3-H112,2,3,112,,D02-B03-T07,D2-B3-T7,2,3,7,4,180,,,,,,,
D02-B03-H113,D2-B3-H113,2,3,113,,D02-B03-T06,D2-B3-T6,2,3,6,4,180,,,,,,,
D02-B03-H113,D2-B3-H113,2,3,113,,D02-B03-T07,D2-B3-T7,2,3,7,4,180,,,,,,,
D02-B03-H114,D2-B3-H114,2,3,114,,D02-B03-T06,D2-B3-T6,2,3,6,4,180,,,,,,,
D02-B03-H115,D2-B3-H115,2,3,115,,D02-B03-T07,D2-B3-T7,2,3,7,4,180,,,,,,,
D02-B03-H116,D2-B3-H116,2,3,116,,D02-B02-T08,D2-B2-T8,2,2,8,4,180,,,,,,,
D02-B03-H117,D2-B3-H117,2,3,117,,D02-B03-T05,D2-B3-T5,2,3,5,4,180,,,,,,,
D02-B03-H118,D2-B3-H118,2,3,118,,D02-B03-T05,D2-B3-T5,2,3,5,4,180,,,,,,,
D02-B03-H119,D2-B3-H119,2,3,119,,D02-B03-T05,D2-B3-T5,2,3,5,4,180,,,,,,,
D02-B03-H120,D2-B3-H120,2,3,120,,D02-B03-T05,D2-B3-T5,2,3,5,4,180,,,,,,,
D02-B03-H121,D2-B3-H121,2,3,121,,D02-B03-T05,D2-B3-T5,2,3,5,4,180,,,,,,,
D02-B03-H122,D2-B3-H122,2,3,122,,D02-B03-T05,D2-B3-T5,2,3,5,4,180,,,,,,,
D02-B03-H123,D2-B3-H123,2,3,123,,D02-B02-T08,D2-B2-T8,2,2,8,4,180,,,,,,,
D02-B03-H124,D2-B3-H124,2,3,124,,D02-B03-T04,D2-B3-T4,2,3,4,4,180,,,,,,,
D02-B03-H125,D2-B3-H125,2,3,125,,D02-B03-T04,D2-B3-T4,2,3,4,4,180,,,,,,,
D02-B03-H126,D2-B3-H126,2,3,126,,D02-B03-T04,D2-B3-T4,2,3,4,4,180,,,,,,,
D02-B03-H127,D2-B3-H127,2,3,127,,D02-B03-T04,D2-B3-T4,2,3,4,4,180,,,,,,,
D02-B03-H128,D2-B3-H128,2,3,128,,D02-B03-T03,D2-B3-T3,2,3,3,4,180,,,,,,,
D02-B03-H129,D2-B3-H129,2,3,129,,D02-B03-T03,D2-B3-T3,2,3,3,4,180,,,,,,,
D02-B03-H130,D2-B3-H130,2,3,130,,D02-B03-T03,D2-B3-T3,2,3,3,4,180,,,,,,,
D02-B03-H130,D2-B3-H130,2,3,130,,D02-B03-T04,D2-B3-T4,2,3,4,4,180,,,,,,,
D02-B03-H131,D2-B3-H131,2,3,131,,D02-B03-T03,D2-B3-T3,2,3,3,4,180,,,,,,,
D02-B03-H132,D2-B3-H132,2,3,132,,D02-B03-T04,D2-B3-T4,2,3,4,4,180,,,,,,,
D02-B03-H132-1,D2-B3-H132-1,2,3,132,-1,D02-B03-T04,D2-B3-T4,2,3,4,4,180,,,,,,,
D02-B03-H133,D2-B3-H133,2,3,133,,D02-B03-T01,D2-B3-T1,2,3,1,4,180,,,,,,,
D02-B03-H133,D2-B3-H133,2,3,133,,D02-B03-T04,D2-B3-T4,2,3,4,4,180,,,,,,,
D02-B03-H134,D2-B3-H134,2,3,134,,D02-B03-T01,D2-B3-T1,2,3,1,4,180,,,,,,,
D02-B03-H135,D2-B3-H135,2,3,135,,D02-B03-T01,D2-B3-T1,2,3,1,4,180,,,,,,,
D02-B03-H136,D2-B3-H136,2,3,136,,D02-B03-T03,D2-B3-T3,2,3,3,4,180,,,,,,,
D02-B03-H137,D2-B3-H137,2,3,137,,D02-B03-T01,D2-B3-T1,2,3,1,4,180,,,,,,,
D02-B03-H138,D2-B3-H138,2,3,138,,D02-B03-T01,D2-B3-T1,2,3,1,4,180,,,,,,,
D02-B03-H139,D2-B3-H139,2,3,139,,D02-B03-T01,D2-B3-T1,2,3,1,4,180,,,,,,,
D02-B03-H140,D2-B3-H140,2,3,140,,D02-B03-T01,D2-B3-T1,2,3,1,4,180,,,,,,,
D02-B03-H141,D2-B3-H141,2,3,141,,D02-B03-T03,D2-B3-T3,2,3,3,4,180,,,,,,,
D02-B03-H142,D2-B3-H142,2,3,142,,D02-B03-T03,D2-B3-T3,2,3,3,4,180,,,,,,,
D02-B03-H143,D2-B3-H143,2,3,143,,D02-B03-T01,D2-B3-T1,2,3,1,4,180,,,,,,,
D02-B03-H144,D2-B3-H144,2,3,144,,D02-B03-T01,D2-B3-T1,2,3,1,4,180,,,,,,,
D02-B03-H145,D2-B3-H145,2,3,145,,D02-B03-T01,D2-B3-T1,2,3,1,4,180,,,,,,,
D02-B03-H146,D2-B3-H146,2,3,146,,D02-B03-T01,D2-B3-T1,2,3,1,4,180,,,,,,,
D02-B04-H001,D2-B4-H1,2,4,1,,D02-B04-T12,D2-B4-T12,2,4,12,8,180,,,,,,,
D02-B04-H002,D2-B4-H2,2,4,2,,D02-B04-T12,D2-B4-T12,2,4,12,8,180,,,,,,,
D02-B04-H003,D2-B4-H3,2,4,3,,D02-B05-T14,D2-B5-T14,2,5,14,4,180,,,,,,,
D02-B04-H004,D2-B4-H4,2,4,4,,D02-B05-T14,D2-B5-T14,2,5,14,4,180,,,,,,,
D02-B04-H005,D2-B4-H5,2,4,5,,D02-B04-T12,D2-B4-T12,2,4,12,8,180,,,,,,,
D02-B04-H006,D2-B4-H6,2,4,6,,D02-B04-T12,D2-B4-T12,2,4,12,8,180,,,,,,,
D02-B04-H007,D2-B4-H7,2,4,7,,D02-B04-T12,D2-B4-T12,2,4,12,8,180,,,,,,,
D02-B04-H008,D2-B4-H8,2,4,8,,D02-B04-T12,D2-B4-T12,2,4,12,8,180,,,,,,,
D02-B04-H009,D2-B4-H9,2,4,9,,D02-B04-T12,D2-B4-T12,2,4,12,8,180,,,,,,,
D02-B04-H010,D2-B4-H10,2,4,10,,D02-B04-T12,D2-B4-T12,2,4,12,8,180,,,,,,,
D02-B04-H012,D2-B4-H12,2,4,12,,D02-B04-T11,D2-B4-T11,2,4,11,8,180,,,,,,,
D02-B04-H013,D2-B4-H13,2,4,13,,D02-B04-T12,D2-B4-T12,2,4,12,8,180,,,,,,,
D02-B04-H014,D2-B4-H14,2,4,14,,D02-B04-T12,D2-B4-T12,2,4,12,8,180,,,,,,,
D02-B04-H015,D2-B4-H15,2,4,15,,D02-B04-T11,D2-B4-T11,2,4,11,8,180,,,,,,,
D02-B04-H016,D2-B4-H16,2,4,16,,D02-B04-T11,D2-B4-T11,2,4,11,8,180,,,,,,,
D02-B04-H017,D2-B4-H17,2,4,17,,D02-B04-T11,D2-B4-T11,2,4,11,8,180,,,,,,,
D02-B04-H018,D2-B4-H18,2,4,18,,D02-B04-T11,D2-B4-T11,2,4,11,8,180,,,,,,,
D02-B04-H019,D2-B4-H19,2,4,19,,D02-B04-T11,D2-B4-T11,2,4,11,8,180,,,,,,,
D02-B04-H020,D2-B4-H20,2,4,20,,D02-B04-T11,D2-B4-T11,2,4,11,8,180,,,,,,,
D02-B04-H021,D2-B4-H21,2,4,21,,D02-B04-T11,D2-B4-T11,2,4,11,8,180,,,,,,,
D02-B04-H022,D2-B4-H22,2,4,22,,D02-B04-T11,D2-B4-T11,2,4,11,8,180,,,,,,,
D02-B04-H023,D2-B4-H23,2,4,23,,D02-B04-T11,D2-B4-T11,2,4,11,8,180,,,,,,,
D02-B04-H024,D2-B4-H24,2,4,24,,D02-B04-T10,D2-B4-T10,2,4,10,4,180,,,,,,,
D02-B04-H025,D2-B4-H25,2,4,25,,D02-B04-T10,D2-B4-T10,2,4,10,4,180,,,,,,,
D02-B04-H026,D2-B4-H26,2,4,26,,D02-B04-T10,D2-B4-T10,2,4,10,4,180,,,,,,,
D02-B04-H027,D2-B4-H27,2,4,27,,D02-B04-T10,D2-B4-T10,2,4,10,4,180,,,,,,,
D02-B04-H028,D2-B4-H28,2,4,28,,D02-B04-T10,D2-B4-T10,2,4,10,4,180,,,,,,,
D02-B04-H029,D2-B4-H29,2,4,29,,D02-B04-T09,D2-B4-T9,2,4,9,4,180,,,,,,,
D02-B04-H030,D2-B4-H30,2,4,30,,D02-B04-T09,D2-B4-T9,2,4,9,4,180,,,,,,,
D02-B04-H031,D2-B4-H31,2,4,31,,D02-B04-T10,D2-B4-T10,2,4,10,4,180,,,,,,,
D02-B04-H032,D2-B4-H32,2,4,32,,D02-B04-T10,D2-B4-T10,2,4,10,4,180,,,,,,,
D02-B04-H033,D2-B4-H33,2,4,33,,D02-B04-T09,D2-B4-T9,2,4,9,4,180,,,,,,,
D02-B04-H034,D2-B4-H34,2,4,34,,D02-B04-T09,D2-B4-T9,2,4,9,4,180,,,,,,,
D02-B04-H035,D2-B4-H35,2,4,35,,D02-B04-T09,D2-B4-T9,2,4,9,4,180,,,,,,,
D02-B04-H036,D2-B4-H36,2,4,36,,D02-B04-T09,D2-B4-T9,2,4,9,4,180,,,,,,,
D02-B04-H037,D2-B4-H37,2,4,37,,D02-B04-T08,D2-B4-T8,2,4,8,8,180,,,,,,,
D02-B04-H038,D2-B4-H38,2,4,38,,D02-B04-T08,D2-B4-T8,2,4,8,8,180,,,,,,,
D02-B04-H039,D2-B4-H39,2,4,39,,D02-B04-T08,D2-B4-T8,2,4,8,8,180,,,,,,,
D02-B04-H040,D2-B4-H40,2,4,40,,D02-B04-T08,D2-B4-T8,2,4,8,8,180,,,,,,,
D02-B04-H041,D2-B4-H41,2,4,41,,D02-B04-T08,D2-B4-T8,2,4,8,8,180,,,,,,,
D02-B04-H042,D2-B4-H42,2,4,42,,D02-B04-T08,D2-B4-T8,2,4,8,8,180,,,,,,,
D02-B04-H044,D2-B4-H44,2,4,44,,D02-B04-T08,D2-B4-T8,2,4,8,8,180,,,,,,,
D02-B04-H045,D2-B4-H45,2,4,45,,D02-B04-T08,D2-B4-T8,2,4,8,8,180,,,,,,,
D02-B04-H046,D2-B4-H46,2,4,46,,D02-B04-T07,D2-B4-T7,2,4,7,4,180,,,,,,,
D02-B04-H047,D2-B4-H47,2,4,47,,D02-B04-T08,D2-B4-T8,2,4,8,8,180,,,,,,,
D02-B04-H048,D2-B4-H48,2,4,48,,D02-B04-T07,D2-B4-T7,2,4,7,4,180,,,,,,,
D02-B04-H049,D2-B4-H49,2,4,49,,D02-B04-T07,D2-B4-T7,2,4,7,4,180,,,,,,,
D02-B04-H050,D2-B4-H50,2,4,50,,D02-B04-T07,D2-B4-T7,2,4,7,4,180,,,,,,,
D02-B04-H051,D2-B4-H51,2,4,51,,D02-B04-T07,D2-B4-T7,2,4,7,4,180,,,,,,,
D02-B04-H052,D2-B4-H52,2,4,52,,D02-B04-T07,D2-B4-T7,2,4,7,4,180,,,,,,,
D02-B04-H053,D2-B4-H53,2,4,53,,D02-B04-T07,D2-B4-T7,2,4,7,4,180,,,,,,,
D02-B04-H054,D2-B4-H54,2,4,54,,D02-B04-T07,D2-B4-T7,2,4,7,4,180,,,,,,,
D02-B04-H055,D2-B4-H55,2,4,55,,D02-B04-T06,D2-B4-T6,2,4,6,8,180,,,,,,,
D02-B04-H056,D2-B4-H56,2,4,56,,D02-B04-T06,D2-B4-T6,2,4,6,8,180,,,,,,,
D02-B04-H057,D2-B4-H57,2,4,57,,D02-B04-T06,D2-B4-T6,2,4,6,8,180,,,,,,,
D02-B04-H058,D2-B4-H58,2,4,58,,D02-B04-T06,D2-B4-T6,2,4,6,8,180,,,,,,,
D02-B04-H059,D2-B4-H59,2,4,59,,D02-B04-T06,D2-B4-T6,2,4,6,8,180,,,,,,,
D02-B04-H060,D2-B4-H60,2,4,60,,D02-B04-T06,D2-B4-T6,2,4,6,8,180,,,,,,,
D02-B04-H061,D2-B4-H61,2,4,61,,D02-B03-T11,D2-B3-T11,2,3,11,2,160,,,,,,,
D02-B04-H061,D2-B4-H61,2,4,61,,D02-B04-T06,D2-B4-T6,2,4,6,8,180,,,,,,,
D02-B04-H062,D2-B4-H62,2,4,62,,D02-B04-T06,D2-B4-T6,2,4,6,8,180,,,,,,,
D02-B04-H063,D2-B4-H63,2,4,63,,D02-B04-T06,D2-B4-T6,2,4,6,8,180,,,,,,,
D02-B04-H064,D2-B4-H64,2,4,64,,D02-B04-T06,D2-B4-T6,2,4,6,8,180,,,,,,,
D02-B04-H065,D2-B4-H65,2,4,65,,D02-B04-T06,D2-B4-T6,2,4,6,8,180,,,,,,,
D02-B04-H066,D2-B4-H66,2,4,66,,D02-B04-T06,D2-B4-T6,2,4,6,8,180,,,,,,,
D02-B04-H067,D2-B4-H67,2,4,67,,D02-B04-T05,D2-B4-T5,2,4,5,8,180,,,,,,,
D02-B04-H068,D2-B4-H68,2,4,68,,D02-B04-T05,D2-B4-T5,2,4,5,8,180,,,,,,,
D02-B04-H069,D2-B4-H69,2,4,69,,D02-B04-T05,D2-B4-T5,2,4,5,8,180,,,,,,,
D02-B04-H069-1,D2-B4-H69-1,2,4,69,-1,D02-B04-T05,D2-B4-T5,2,4,5,8,180,,,,,,,
D02-B04-H070,D2-B4-H70,2,4,70,,D02-B04-T05,D2-B4-T5,2,4,5,8,180,,,,,,,
D02-B04-H071,D2-B4-H71,2,4,71,,D02-B04-T05,D2-B4-T5,2,4,5,8,180,,,,,,,
D02-B04-H072,D2-B4-H72,2,4,72,,D02-B05-T06,D2-B5-T6,2,5,6,4,180,,,,,,,
D02-B04-H073,D2-B4-H73,2,4,73,,D02-B05-T06,D2-B5-T6,2,5,6,4,180,,,,,,,
D02-B04-H074,D2-B4-H74,2,4,74,,D02-B04-T05,D2-B4-T5,2,4,5,8,180,,,,,,,
D02-B04-H075,D2-B4-H75,2,4,75,,D02-B04-T05,D2-B4-T5,2,4,5,8,180,,,,,,,
D02-B04-H076,D2-B4-H76,2,4,76,,D02-B04-T05,D2-B4-T5,2,4,5,8,180,,,,,,,
D02-B04-H077,D2-B4-H77,2,4,77,,D02-B04-T05,D2-B4-T5,2,4,5,8,180,,,,,,,
D02-B04-H078,D2-B4-H78,2,4,78,,D02-B04-T05,D2-B4-T5,2,4,5,8,180,,,,,,,
D02-B04-H079,D2-B4-H79,2,4,79,,D02-B05-T06,D2-B5-T6,2,5,6,4,180,,,,,,,
D02-B04-H080,D2-B4-H80,2,4,80,,D02-B05-T06,D2-B5-T6,2,5,6,4,180,,,,,,,
D02-B04-H081,D2-B4-H81,2,4,81,,D02-B03-T06,D2-B3-T6,2,3,6,4,180,,,,,,,
D02-B04-H081,D2-B4-H81,2,4,81,,D02-B04-T05,D2-B4-T5,2,4,5,8,180,,,,,,,
D02-B04-H082,D2-B4-H82,2,4,82,,D02-B04-T04,D2-B4-T4,2,4,4,4,180,,,,,,,
D02-B04-H083,D2-B4-H83,2,4,83,,D02-B04-T04,D2-B4-T4,2,4,4,4,180,,,,,,,
D02-B04-H084,D2-B4-H84,2,4,84,,D02-B03-T06,D2-B3-T6,2,3,6,4,180,,,,,,,
D02-B04-H086,D2-B4-H86,2,4,86,,D02-B04-T04,D2-B4-T4,2,4,4,4,180,,,,,,,
D02-B04-H087,D2-B4-H87,2,4,87,,D02-B04-T04,D2-B4-T4,2,4,4,4,180,,,,,,,
D02-B04-H088,D2-B4-H88,2,4,88,,D02-B04-T04,D2-B4-T4,2,4,4,4,180,,,,,,,
D02-B04-H088,D2-B4-H88,2,4,88,,D02-B05-T01,D2-B5-T1,2,5,1,4,180,,,,,,,
D02-B04-H089,D2-B4-H89,2,4,89,,D02-B04-T04,D2-B4-T4,2,4,4,4,180,,,,,,,
D02-B04-H090,D2-B4-H90,2,4,90,,D02-B04-T04,D2-B4-T4,2,4,4,4,180,,,,,,,
D02-B04-H091,D2-B4-H91,2,4,91,,D02-B04-T04,D2-B4-T4,2,4,4,4,180,,,,,,,
D02-B04-H092,D2-B4-H92,2,4,92,,D02-B04-T03,D2-B4-T3,2,4,3,4,180,,,,,,,
D02-B04-H093,D2-B4-H93,2,4,93,,D02-B04-T03,D2-B4-T3,2,4,3,4,180,,,,,,,
D02-B04-H094,D2-B4-H94,2,4,94,,D02-B04-T03,D2-B4-T3,2,4,3,4,180,,,,,,,
D02-B04-H095,D2-B4-H95,2,4,95,,D02-B04-T03,D2-B4-T3,2,4,3,4,180,,,,,,,
D02-B04-H096,D2-B4-H96,2,4,96,,D02-B04-T03,D2-B4-T3,2,4,3,4,180,,,,,,,
D02-B04-H097,D2-B4-H97,2,4,97,,D02-B04-T03,D2-B4-T3,2,4,3,4,180,,,,,,,
D02-B04-H097,D2-B4-H97,2,4,97,,D02-B05-T03,D2-B5-T3,2,5,3,4,180,,,,,,,
D02-B04-H098,D2-B4-H98,2,4,98,,D02-B03-T01,D2-B3-T1,2,3,1,4,180,,,,,,,
D02-B04-H099,D2-B4-H99,2,4,99,,D02-B04-T02,D2-B4-T2,2,4,2,4,180,,,,,,,
D02-B04-H100,D2-B4-H100,2,4,100,,D02-B05-T03,D2-B5-T3,2,5,3,4,180,,,,,,,
D02-B04-H101,D2-B4-H101,2,4,101,,D02-B04-T02,D2-B4-T2,2,4,2,4,180,,,,,,,
D02-B04-H101,D2-B4-H101,2,4,101,,D02-B05-T03,D2-B5-T3,2,5,3,4,180,,,,,,,
D02-B04-H102,D2-B4-H102,2,4,102,,D02-B04-T02,D2-B4-T2,2,4,2,4,180,,,,,,,
D02-B04-H103,D2-B4-H103,2,4,103,,D02-B05-T02,D2-B5-T2,2,5,2,4,180,,,,,,,
D02-B04-H104,D2-B4-H104,2,4,104,,D02-B05-T02,D2-B5-T2,2,5,2,4,180,,,,,,,
D02-B04-H105,D2-B4-H105,2,4,105,,D02-B04-T02,D2-B4-T2,2,4,2,4,180,,,,,,,
