X,Y,ORIGINAL,NGO,DISTRICT,BLOCK,OLDBIN,NEWBINLTR,NEWBINTTB,IDLTR,IDTTB,GPSLAT,GPSLON,GPSALT,GPSACC,HASID,CONDITION,XCOORD,YCOORD
36.3293249599895,32.2867971899862,551,ACTED,9,11,0,1,2,D9-B11-B1,D9-B11-B2,32.28679719000,36.32932496000,718,4,no,,248786,3575089
36.3290715899895,32.2859092999862,552,ACTED,9,11,0,2,6,D9-B11-B2,D9-B11-B6,32.28590930000,36.32907159000,672,4,no,,248799,3574988
36.3296915999895,32.2857433699862,553,ACTED,9,11,0,4,5,D9-B11-B4,D9-B11-B5,32.28574337000,36.32969160000,683,4,no,,248860,3574992
36.3301845299895,32.2855455199862,554,ACTED,9,11,0,6,7,D9-B11-B6,D9-B11-B7,32.28554552000,36.33018453000,686,4,no,,248911,3574987
36.3304816699895,32.2857910299863,555,ACTED,9,11,0,7,4,D9-B11-B7,D9-B11-B4,32.28579103000,36.33048167000,677,4,no,,248928,3575023
36.3298814399895,32.2847643899862,556,ACTED,9,13,0,3,1,D9-B13-B3,D9-B13-B1,32.28476439000,36.32988144000,679,4,no,,248915,3574896
36.3291088099895,32.2849013299862,557,ACTED,9,13,0,2,3,D9-B13-B2,D9-B13-B3,32.28490133000,36.32910881000,680,4,no,,248841,3574885
36.3285123399895,32.2851420299862,558,ACTED,9,13,0,1,2,D9-B13-B1,D9-B13-B2,32.28514203000,36.32851234000,682,4,no,,248779,3574890
36.3221031399893,32.287364099986,559,ACTED,10,15,0,1,1,D10-B15-B1,D10-B15-B1,32.28736410000,36.32210314000,686,4,no,,248127,3574909
36.3220371999893,32.286884279986,560,ACTED,10,15,0,2,2,D10-B15-B2,D10-B15-B2,32.28688428000,36.32203720000,668,4,no,,248140,3574857
36.3234163099894,32.2862437999861,561,ACTED,10,15,0,3,4,D10-B15-B3,D10-B15-B4,32.28624380000,36.32341631000,691,4,no,,248287,3574836
36.3246882999894,32.2859128399861,562,ACTED,10,15,0,4,3,D10-B15-B4,D10-B15-B3,32.28591284000,36.32468830000,684,4,no,,248412,3574844
36.3250018699894,32.2864542699861,563,ACTED,10,13,0,4,1,D10-B13-B4,D10-B13-B1,32.28645427000,36.32500187000,692,4,no,,248418,3574910
36.3240587799894,32.2867484599861,564,ACTED,10,13,0,3,2,D10-B13-B3,D10-B13-B2,32.28674846000,36.32405878000,677,4,no,,248324,3574909
36.3235989599894,32.286822479986,565,ACTED,10,13,0,2,4,D10-B13-B2,D10-B13-B4,32.28682248000,36.32359896000,678,4,no,,248280,3574902
36.3235677199894,32.2868513699861,566,ACTED,10,13,0,1,3,D10-B13-B1,D10-B13-B3,32.28685137000,36.32356772000,679,4,no,,248276,3574904
36.3236846399894,32.2876159999861,567,ACTED,10,11,0,1,1,D10-B11-B1,D10-B11-B1,32.28761600000,36.32368464000,695,4,no,,248257,3574987
36.3243290799894,32.2872540399861,568,ACTED,10,11,0,2,2,D10-B11-B2,D10-B11-B2,32.28725404000,36.32432908000,680,4,no,,248328,3574971
36.3250104299894,32.2881897499861,569,ACTED,10,9,0,12,4,D10-B9-B12,D10-B9-B4,32.28818975000,36.32501043000,680,4,no,,248352,3575091
36.3248013599894,32.2882810199861,570,ACTED,10,9,0,11,3,D10-B9-B11,D10-B9-B3,32.28828102000,36.32480136000,678,4,no,,248330,3575093
36.3242670399894,32.2885627299861,571,ACTED,10,9,0,10,1,D10-B9-B10,D10-B9-B1,32.28856273000,36.32426704000,682,4,no,,248271,3575105
36.3240100299894,32.2886000299861,572,ACTED,10,9,0,9,2,D10-B9-B9,D10-B9-B2,32.28860003000,36.32401003000,674,4,no,,248247,3575100
36.3240368399894,32.2888434499861,573,ACTED,10,7,0,3,10,D10-B7-B3,D10-B7-B10,32.28884345000,36.32403684000,672,4,no,,248240,3575126
36.3243681399894,32.2886635399861,574,ACTED,10,7,0,4,11,D10-B7-B4,D10-B7-B11,32.28866354000,36.32436814000,679,4,no,,248276,3575119
36.3248526199894,32.2886265299861,575,ACTED,10,7,0,8,9,D10-B7-B8,D10-B7-B9,32.28862653000,36.32485262000,652,4,no,,248321,3575131
36.3250165499894,32.2885977599861,576,ACTED,10,7,0,9,8,D10-B7-B9,D10-B7-B8,32.28859776000,36.32501655000,682,4,no,,248336,3575133
36.3250132199894,32.2892773499861,577,ACTED,10,7,0,6,6,D10-B7-B6,D10-B7-B6,32.28927735000,36.32501322000,686,4,no,,248309,3575204
36.3258508299894,32.2893845799861,578,ACTED,10,7,0,10,3,D10-B7-B10,D10-B7-B3,32.28938458000,36.32585083000,696,4,no,,248379,3575243
36.3263665799894,32.2891404499861,579,ACTED,10,7,0,11,4,D10-B7-B11,D10-B7-B4,32.28914045000,36.32636658000,683,4,no,,248434,3575234
36.3268730499895,32.2898670099861,580,ACTED,10,6,0,1,8,D10-B6-B1,D10-B6-B8,32.28986701000,36.32687305000,682,4,no,,248450,3575327
36.3260959899894,32.2900445699861,581,ACTED,10,5,0,6,6,D10-B5-B6,D10-B5-B6,32.29004457000,36.32609599000,703,4,no,,248375,3575319
36.3256570299894,32.2904503999861,582,ACTED,10,5,0,5,3,D10-B5-B5,D10-B5-B3,32.29045040000,36.32565703000,678,4,no,,248320,3575347
36.3254427799894,32.2901543499861,583,ACTED,10,7,0,7,1,D10-B7-B7,D10-B7-B1,32.29015435000,36.32544278000,678,4,no,,248313,3575309
36.3251772599894,32.2902201899861,584,ACTED,10,7,0,5,2,D10-B7-B5,D10-B7-B2,32.29022019000,36.32517726000,683,4,no,,248287,3575307
36.3250054899894,32.2905206199861,585,ACTED,10,5,0,4,4,D10-B5-B4,D10-B5-B4,32.29052062000,36.32500549000,689,4,no,,248260,3575333
36.3246038299894,32.2906281399861,586,ACTED,10,5,0,2,5,D10-B5-B2,D10-B5-B5,32.29062814000,36.32460383000,692,4,no,,248221,3575330
36.3245667999894,32.2916061199861,587,ACTED,10,5,0,1,1,D10-B5-B1,D10-B5-B1,32.29160612000,36.32456680000,672,4,no,,248179,3575431
36.3252754799894,32.2913558399861,588,ACTED,10,5,0,3,2,D10-B5-B3,D10-B5-B2,32.29135584000,36.32527548000,682,4,no,,248251,3575428
36.3268751099895,32.2912087799861,589,ACTED,10,3,0,5,6,D10-B3-B5,D10-B3-B6,32.29120878000,36.32687511000,705,4,no,,248398,3575466
36.3274638299895,32.2916718099862,590,ACTED,10,3,0,6,5,D10-B3-B6,D10-B3-B5,32.29167181000,36.32746383000,707,4,no,,248432,3575534
36.3267831399895,32.2919163599861,591,ACTED,10,3,0,4,4,D10-B3-B4,D10-B3-B4,32.29191636000,36.32678314000,680,4,no,,248363,3575536
36.3263342099894,32.2920864799861,592,ACTED,10,3,0,3,3,D10-B3-B3,D10-B3-B3,32.29208648000,36.32633421000,683,4,no,,248316,3575539
36.3258229699894,32.2922843699861,593,ACTED,10,3,0,2,2,D10-B3-B2,D10-B3-B2,32.29228437000,36.32582297000,704,4,no,,248264,3575543
36.3252933299894,32.2924601599861,594,ACTED,10,3,0,1,1,D10-B3-B1,D10-B3-B1,32.29246016000,36.32529333000,686,4,no,,248210,3575544
36.3251721699894,32.2930506499861,595,ACTED,10,1,0,1,2,D10-B1-B1,D10-B1-B2,32.29305065000,36.32517217000,691,4,no,,248176,3575601
36.3264598699894,32.2926721099861,596,ACTED,10,1,0,2,1,D10-B1-B2,D10-B1-B1,32.29267211000,36.32645987000,712,4,no,,248305,3575604
36.3276536499895,32.2920843599862,597,ACTED,10,1,0,3,3,D10-B1-B3,D10-B1-B3,32.29208436000,36.32765365000,690,4,no,,248433,3575583
36.3277512299895,32.2922274199862,598,ACTED,10,2,0,1,5,D10-B2-B1,D10-B2-B5,32.29222742000,36.32775123000,701,4,no,,248436,3575601
36.3292615499895,32.2918342299862,599,ACTED,10,2,0,2,1,D10-B2-B2,D10-B2-B1,32.29183423000,36.32926155000,693,4,no,,248584,3575610
36.3294287599895,32.2917150099862,600,ACTED,10,2,0,3,2,D10-B2-B3,D10-B2-B2,32.29171501000,36.32942876000,696,4,no,,248604,3575603
36.3305252999895,32.2913615899862,601,ACTED,10,2,0,6,3,D10-B2-B6,D10-B2-B3,32.29136159000,36.33052530000,683,4,no,,248714,3575603
36.3305081599895,32.2913593599862,602,ACTED,10,2,0,5,4,D10-B2-B5,D10-B2-B4,32.29135936000,36.33050816000,687,4,no,,248713,3575602
36.3304549399896,32.2913517799863,603,ACTED,10,2,0,4,6,D10-B2-B4,D10-B2-B6,32.29135178000,36.33045494000,684,4,no,,248709,3575599
36.3293409199895,32.2912102999862,604,ACTED,10,4,0,5,1,D10-B4-B5,D10-B4-B1,32.29121030000,36.32934092000,692,4,no,,248616,3575548
36.3293226699895,32.2912026799862,605,ACTED,10,4,0,4,2,D10-B4-B4,D10-B4-B2,32.29120268000,36.32932267000,691,4,no,,248615,3575546
36.3289336599895,32.2911965099862,606,ACTED,10,4,0,3,4,D10-B4-B3,D10-B4-B4,32.29119651000,36.32893366000,677,4,no,,248580,3575533
36.3286867499895,32.2913127299862,607,ACTED,10,4,0,2,3,D10-B4-B2,D10-B4-B3,32.29131273000,36.32868675000,678,4,no,,248554,3575537
36.3279836599895,32.2914444399862,608,ACTED,10,4,0,1,5,D10-B4-B1,D10-B4-B5,32.29144444000,36.32798366000,677,4,no,,248487,3575527
36.3282121499895,32.2906233599862,609,ACTED,10,6,0,4,3,D10-B6-B4,D10-B6-B3,32.29062336000,36.32821215000,682,4,no,,248539,3575449
36.3288937499895,32.2904156399862,610,ACTED,10,6,0,6,2,D10-B6-B6,D10-B6-B2,32.29041564000,36.32889375000,684,4,no,,248607,3575450
36.3295628799895,32.2902241199862,611,ACTED,10,6,0,8,1,D10-B6-B8,D10-B6-B1,32.29022412000,36.32956288000,681,4,no,,248674,3575453
36.3296185499895,32.2898303299862,612,ACTED,10,6,0,9,4,D10-B6-B9,D10-B6-B4,32.28983033000,36.32961855000,681,4,no,,248694,3575414
36.3291249399895,32.2886916399862,613,ACTED,10,8,0,8,5,D10-B8-B8,D10-B8-B5,32.28869164000,36.32912494000,683,4,no,,248695,3575279
36.3285683299895,32.2893592099862,614,ACTED,10,6,0,7,7,D10-B6-B7,D10-B6-B7,32.28935921000,36.32856833000,673,4,no,,248620,3575330
36.3282801499895,32.2892670899862,615,ACTED,10,8,0,7,2,D10-B8-B7,D10-B8-B2,32.28926709000,36.32828015000,707,4,no,,248598,3575311
36.3280086999895,32.2892499299862,616,ACTED,10,8,0,6,4,D10-B8-B6,D10-B8-B4,32.28924993000,36.32800870000,675,4,no,,248575,3575300
36.3279862499895,32.2895554699862,617,ACTED,10,6,0,5,6,D10-B6-B5,D10-B6-B6,32.28955547000,36.32798625000,682,4,no,,248561,3575331
36.3277843299895,32.2896961099862,618,ACTED,10,6,0,3,5,D10-B6-B3,D10-B6-B5,32.28969611000,36.32778433000,687,4,no,,248538,3575339
36.3272284299895,32.2897611999861,619,ACTED,10,6,0,2,9,D10-B6-B2,D10-B6-B9,32.28976120000,36.32722843000,681,4,no,,248486,3575327
36.3272462099895,32.2896392399861,620,ACTED,10,8,0,2,1,D10-B8-B2,D10-B8-B1,32.28963924000,36.32724621000,675,4,no,,248492,3575315
36.3276712799895,32.2894453599862,621,ACTED,10,8,0,4,3,D10-B8-B4,D10-B8-B3,32.28944536000,36.32767128000,692,4,no,,248537,3575309
36.3275206899895,32.2887564699862,622,ACTED,10,8,0,5,7,D10-B8-B5,D10-B8-B7,32.28875647000,36.32752069000,680,4,no,,248551,3575233
36.3264413299894,32.2891068099861,623,ACTED,10,8,0,1,6,D10-B8-B1,D10-B8-B6,32.28910681000,36.32644133000,684,4,no,,248442,3575233
36.3268877699894,32.2887156899861,624,ACTED,10,8,0,3,8,D10-B8-B3,D10-B8-B8,32.28871569000,36.32688777000,687,4,no,,248497,3575207
36.3263771399894,32.2880147299861,625,ACTED,10,10,0,1,3,D10-B10-B1,D10-B10-B3,32.28801473000,36.32637714000,677,4,no,,248479,3575118
36.3266330999895,32.2879813499861,626,ACTED,10,10,0,2,2,D10-B10-B2,D10-B10-B2,32.28798135000,36.32663310000,691,4,no,,248503,3575123
36.3271815799895,32.2877362199862,627,ACTED,10,10,0,3,5,D10-B10-B3,D10-B10-B5,32.28773622000,36.32718158000,687,4,no,,248561,3575115
36.3273230899895,32.2876963599862,628,ACTED,10,10,0,4,4,D10-B10-B4,D10-B10-B4,32.28769636000,36.32732309000,707,4,no,,248575,3575116
36.3282452199895,32.2875227399862,629,ACTED,10,10,0,5,1,D10-B10-B5,D10-B10-B1,32.28752274000,36.32824522000,699,4,no,,248663,3575128
36.3275410299895,32.2873841899862,630,ACTED,10,12,0,4,2,D10-B12-B4,D10-B12-B2,32.28738419000,36.32754103000,685,4,no,,248606,3575091
36.3270577699895,32.2874729699862,631,ACTED,10,12,0,3,4,D10-B12-B3,D10-B12-B4,32.28747297000,36.32705777000,678,4,no,,248560,3575084
36.3267128399895,32.2876078199861,632,ACTED,10,12,0,2,3,D10-B12-B2,D10-B12-B3,32.28760782000,36.32671284000,680,4,no,,248524,3575087
36.3263710099894,32.2877938099861,633,ACTED,10,12,0,1,1,D10-B12-B1,D10-B12-B1,32.28779381000,36.32637101000,683,4,no,,248487,3575095
36.3259334199894,32.2868940399861,634,ACTED,10,14,0,2,1,D10-B14-B2,D10-B14-B1,32.28689404000,36.32593342000,683,4,no,,248483,3574987
36.3264336599894,32.2867113699861,635,ACTED,10,14,0,3,2,D10-B14-B3,D10-B14-B2,32.28671137000,36.32643366000,689,4,no,,248535,3574984
36.3269269199895,32.2864325399862,636,ACTED,10,14,0,4,4,D10-B14-B4,D10-B14-B4,32.28643254000,36.32692692000,695,4,no,,248589,3574972
36.3278303799895,32.2858230199862,637,ACTED,10,14,0,5,5,D10-B14-B5,D10-B14-B5,32.28582302000,36.32783038000,678,4,no,,248693,3574938
36.3276048399895,32.2854748599862,638,ACTED,10,16,0,7,2,D10-B16-B7,D10-B16-B2,32.28547486000,36.32760484000,691,4,no,,248686,3574895
36.3266820299894,32.2856779299861,639,ACTED,10,16,0,6,4,D10-B16-B6,D10-B16-B4,32.28567793000,36.32668203000,683,4,no,,248597,3574885
36.3263765699894,32.2858331399861,640,ACTED,10,16,0,5,3,D10-B16-B5,D10-B16-B3,32.28583314000,36.32637657000,679,4,no,,248564,3574891
36.3260448199894,32.2860104799861,641,ACTED,10,16,0,3,1,D10-B16-B3,D10-B16-B1,32.28601048000,36.32604482000,682,4,no,,248528,3574899
36.3260093699894,32.2852466699861,642,ACTED,10,16,0,4,7,D10-B16-B4,D10-B16-B7,32.28524667000,36.32600937000,685,4,no,,248554,3574818
36.3252024999894,32.2855644699861,643,ACTED,10,16,0,2,5,D10-B16-B2,D10-B16-B5,32.28556447000,36.32520250000,677,4,no,,248471,3574824
36.3246437499894,32.2857269599861,644,ACTED,10,16,0,1,6,D10-B16-B1,D10-B16-B6,32.28572696000,36.32464375000,679,4,no,,248415,3574823
36.3253542799894,32.2870482399861,645,ACTED,10,14,0,1,3,D10-B14-B1,D10-B14-B3,32.28704824000,36.32535428000,668,4,no,,248426,3574983
36.3242967899894,32.2894943599861,646,ACTED,10,7,0,1,7,D10-B7-B1,D10-B7-B7,32.28949436000,36.32429679000,683,4,no,,248238,3575203
36.3243113399894,32.2895014499861,647,ACTED,10,7,0,2,5,D10-B7-B2,D10-B7-B5,32.28950145000,36.32431134000,680,4,no,,248239,3575204
36.3203618199893,32.3039900199859,648,ACTED,11,2,0,1,1,D11-B2-B1,D11-B2-B1,32.30399002000,36.32036182000,681,4,no,,247326,3576578
36.3220938899893,32.294128989986,649,ACTED,11,1,0,5,2,D11-B1-B5,D11-B1-B2,32.29412899000,36.32209389000,672,4,no,,247863,3575611
36.3214057599893,32.294391969986,650,ACTED,11,1,0,4,1,D11-B1-B4,D11-B1-B1,32.29439197000,36.32140576000,690,4,no,,247792,3575615
36.3192441099893,32.2949677899859,651,ACTED,11,1,0,3,3,D11-B1-B3,D11-B1-B3,32.29496779000,36.31924411000,566,4,no,,247579,3575604
36.3185181799892,32.2946803199859,652,ACTED,11,1,0,2,5,D11-B1-B2,D11-B1-B5,32.29468032000,36.31851818000,698,4,no,,247526,3575550
36.3183525799892,32.2948137599859,653,ACTED,11,1,0,1,4,D11-B1-B1,D11-B1-B4,32.29481376000,36.31835258000,670,4,no,,247506,3575558
36.3223572599893,32.294152029986,654,ACTED,11,2,0,2,2,D11-B2-B2,D11-B2-B2,32.29415203000,36.32235726000,679,4,no,,247885,3575622
36.3231499899894,32.293798119986,655,ACTED,11,2,0,3,3,D11-B2-B3,D11-B2-B3,32.29379812000,36.32314999000,690,4,no,,247969,3575612
36.3237316099894,32.293621459986,656,ACTED,11,2,0,4,4,D11-B2-B4,D11-B2-B4,32.29362146000,36.32373161000,677,4,no,,248027,3575612
36.3246845799894,32.2933004799861,657,ACTED,11,2,0,5,5,D11-B2-B5,D11-B2-B5,32.29330048000,36.32468458000,685,4,no,,248124,3575611
36.3235436599894,32.292964729986,658,ACTED,11,3,0,4,4,D11-B3-B4,D11-B3-B4,32.29296473000,36.32354366000,676,4,no,,248036,3575538
36.3234768899894,32.293125569986,659,ACTED,11,3,0,3,1,D11-B3-B3,D11-B3-B1,32.29312557000,36.32347689000,672,4,no,,248024,3575553
36.3228776799894,32.293251719986,660,ACTED,11,3,0,2,3,D11-B3-B2,D11-B3-B3,32.29325172000,36.32287768000,675,4,no,,247966,3575546
36.3224188699893,32.293418429986,661,ACTED,11,3,0,1,2,D11-B3-B1,D11-B3-B2,32.29341843000,36.32241887000,667,4,no,,247919,3575548
36.3212886799893,32.293820589986,662,ACTED,11,4,0,7,1,D11-B4-B7,D11-B4-B1,32.29382059000,36.32128868000,672,4,no,,247804,3575552
36.3209635699893,32.293848919986,663,ACTED,11,4,0,6,4,D11-B4-B6,D11-B4-B4,32.29384892000,36.32096357000,670,4,no,,247774,3575544
36.3206143899893,32.293996489986,664,ACTED,11,4,0,5,2,D11-B4-B5,D11-B4-B2,32.29399649000,36.32061439000,678,4,no,,247737,3575548
36.3202272999893,32.2941091699859,665,ACTED,11,4,0,4,3,D11-B4-B4,D11-B4-B3,32.29410917000,36.32022730000,681,4,no,,247699,3575547
36.3197550399893,32.2935515199859,666,ACTED,11,4,0,3,5,D11-B4-B3,D11-B4-B5,32.29355152000,36.31975504000,620,4,no,,247679,3575474
36.3186855499892,32.2937727299859,667,ACTED,11,4,0,2,7,D11-B4-B2,D11-B4-B7,32.29377273000,36.31868555000,662,4,no,,247576,3575461
36.3181739499892,32.2939677499859,668,ACTED,11,4,0,1,6,D11-B4-B1,D11-B4-B6,32.29396775000,36.31817395000,626,4,no,,247523,3575464
36.3209828799893,32.293019659986,669,ACTED,11,5,0,9,1,D11-B5-B9,D11-B5-B1,32.29301966000,36.32098288000,670,4,no,,247808,3575459
36.3204657199893,32.2931690299859,670,ACTED,11,5,0,6,2,D11-B5-B6,D11-B5-B2,32.29316903000,36.32046572000,672,4,no,,247757,3575457
36.3199651699893,32.2932951699859,671,ACTED,11,5,0,3,3,D11-B5-B3,D11-B5-B3,32.29329517000,36.31996517000,716,4,no,,247707,3575454
36.3192379599893,32.2925294799859,672,ACTED,11,5,0,1,5,D11-B5-B1,D11-B5-B5,32.29252948000,36.31923796000,681,4,no,,247673,3575350
36.3192788199893,32.2924216199859,673,ACTED,11,5,0,2,9,D11-B5-B2,D11-B5-B9,32.29242162000,36.31927882000,685,4,no,,247681,3575340
36.3195706899893,32.2923454199859,674,ACTED,11,5,0,4,8,D11-B5-B4,D11-B5-B8,32.29234542000,36.31957069000,665,4,no,,247710,3575342
36.3202125099893,32.2921552999859,675,ACTED,11,5,0,7,7,D11-B5-B7,D11-B5-B7,32.29215530000,36.32021251000,675,4,no,,247774,3575344
36.3203664699893,32.2921291399859,676,ACTED,11,5,0,8,6,D11-B5-B8,D11-B5-B6,32.29212914000,36.32036647000,679,4,no,,247788,3575346
36.3214645199893,32.292464519986,677,ACTED,11,6,0,1,6,D11-B6-B1,D11-B6-B6,32.29246452000,36.32146452000,665,4,no,,247872,3575417
36.3203351199893,32.2929588999859,678,ACTED,11,5,0,5,4,D11-B5-B5,D11-B5-B4,32.29295890000,36.32033512000,675,4,no,,247753,3575431
36.3222785999893,32.292549969986,679,ACTED,11,6,0,2,2,D11-B6-B2,D11-B6-B2,32.29254997000,36.32227860000,539,4,no,,247941,3575453
36.3229035799894,32.292471389986,680,ACTED,11,6,0,5,1,D11-B6-B5,D11-B6-B1,32.29247139000,36.32290358000,690,4,no,,247999,3575466
36.3234515099894,32.292177729986,681,ACTED,11,6,0,8,3,D11-B6-B8,D11-B6-B3,32.29217773000,36.32345151000,676,4,no,,248059,3575453
36.3241147399894,32.2919593599861,682,ACTED,11,6,0,9,4,D11-B6-B9,D11-B6-B4,32.29195936000,36.32411474000,683,4,no,,248126,3575453
36.3244907799894,32.2917469099861,683,ACTED,11,6,0,10,5,D11-B6-B10,D11-B6-B5,32.29174691000,36.32449078000,664,4,no,,248167,3575443
36.3229836199894,32.291312359986,684,ACTED,11,6,0,7,8,D11-B6-B7,D11-B6-B8,32.29131236000,36.32298362000,677,4,no,,248051,3575348
36.3227889299894,32.291343699986,685,ACTED,11,6,0,6,9,D11-B6-B6,D11-B6-B9,32.29134370000,36.32278893000,681,4,no,,248033,3575345
36.3223367599893,32.291471009986,686,ACTED,11,6,0,4,10,D11-B6-B4,D11-B6-B10,32.29147101000,36.32233676000,682,4,no,,247988,3575343
36.3219939599893,32.291638679986,687,ACTED,11,6,0,3,7,D11-B6-B3,D11-B6-B7,32.29163868000,36.32199396000,661,4,no,,247951,3575349
36.3201052599893,32.2919394499859,688,ACTED,11,7,0,5,3,D11-B7-B5,D11-B7-B3,32.29193945000,36.32010526000,666,4,no,,247773,3575318
36.3207762499893,32.291885349986,689,ACTED,11,7,0,6,1,D11-B7-B6,D11-B7-B1,32.29188535000,36.32077625000,722,4,no,,247834,3575334
36.3198017599893,32.2921032399859,690,ACTED,11,7,0,4,2,D11-B7-B4,D11-B7-B2,32.29210324000,36.31980176000,680,4,no,,247739,3575325
36.3192475599893,32.2921139399859,691,ACTED,11,7,0,3,5,D11-B7-B3,D11-B7-B5,32.29211394000,36.31924756000,666,4,no,,247690,3575307
36.3180765599892,32.2924859499859,692,ACTED,11,7,0,1,4,D11-B7-B1,D11-B7-B4,32.29248595000,36.31807656000,665,4,no,,247572,3575307
36.3180056599892,32.2917167799859,693,ACTED,11,7,0,2,6,D11-B7-B2,D11-B7-B6,32.29171678000,36.31800566000,713,4,no,,247596,3575225
36.3211285199893,32.291667729986,694,ACTED,11,8,0,1,2,D11-B8-B1,D11-B8-B2,32.29166773000,36.32112852000,673,4,no,,247873,3575323
36.3218205599893,32.291368939986,695,ACTED,11,8,0,3,5,D11-B8-B3,D11-B8-B5,32.29136894000,36.32182056000,674,4,no,,247946,3575315
36.3221562099893,32.291290659986,696,ACTED,11,8,0,5,4,D11-B8-B5,D11-B8-B4,32.29129066000,36.32215621000,673,4,no,,247979,3575318
36.3211706999893,32.291383689986,697,ACTED,11,8,0,2,6,D11-B8-B2,D11-B8-B6,32.29138369000,36.32117070000,450,4,no,,247888,3575295
36.3221587899893,32.291376279986,698,ACTED,11,8,0,4,1,D11-B8-B4,D11-B8-B1,32.29137628000,36.32215879000,583,4,no,,247976,3575327
36.3228668999894,32.291089139986,699,ACTED,11,8,0,6,3,D11-B8-B6,D11-B8-B3,32.29108914000,36.32286690000,661,4,no,,248049,3575321
36.3235023599894,32.290098049986,700,ACTED,11,8,0,7,7,D11-B8-B7,D11-B8-B7,32.29009805000,36.32350236000,659,4,no,,248144,3575239
36.3199402299893,32.2911000499859,701,ACTED,11,9,0,8,1,D11-B9-B8,D11-B9-B1,32.29110005000,36.31994023000,690,4,no,,247791,3575225
36.3194097099893,32.2911658999859,702,ACTED,11,9,0,6,3,D11-B9-B6,D11-B9-B3,32.29116590000,36.31940971000,676,4,no,,247741,3575214
36.3189063799893,32.2913595999859,703,ACTED,11,9,0,4,2,D11-B9-B4,D11-B9-B2,32.29135960000,36.31890638000,682,4,no,,247689,3575218
36.3169461899892,32.2916107199858,704,ACTED,11,9,0,1,4,D11-B9-B1,D11-B9-B4,32.29161072000,36.31694619000,686,4,no,,247507,3575179
36.3171607299892,32.2909793599859,705,ACTED,11,9,0,2,9,D11-B9-B2,D11-B9-B9,32.29097936000,36.31716073000,659,4,no,,247550,3575121
36.3185024199893,32.2905964199859,706,ACTED,11,9,0,3,7,D11-B9-B3,D11-B9-B7,32.29059642000,36.31850242000,688,4,no,,247684,3575125
36.3188720299893,32.2905048999859,707,ACTED,11,9,0,5,6,D11-B9-B5,D11-B9-B6,32.29050490000,36.31887203000,660,4,no,,247720,3575128
36.3190892099893,32.2903751799859,708,ACTED,11,9,0,7,8,D11-B9-B7,D11-B9-B8,32.29037518000,36.31908921000,661,4,no,,247744,3575122
36.3197272499893,32.2902816199859,709,ACTED,11,9,0,9,5,D11-B9-B9,D11-B9-B5,32.29028162000,36.31972725000,649,4,no,,247804,3575133
36.3207632599893,32.290740559986,710,ACTED,11,10,0,1,3,D11-B10-B1,D11-B10-B3,32.29074056000,36.32076326000,663,4,no,,247877,3575215
36.3215369799893,32.290533179986,711,ACTED,11,10,0,3,2,D11-B10-B3,D11-B10-B2,32.29053318000,36.32153698000,679,4,no,,247954,3575219
36.3224895999893,32.290238129986,712,ACTED,11,10,0,7,1,D11-B10-B7,D11-B10-B1,32.29023813000,36.32248960000,680,4,no,,248049,3575220
36.3222704499893,32.289483119986,713,ACTED,11,10,0,8,4,D11-B10-B8,D11-B10-B4,32.28948312000,36.32227045000,656,4,no,,248059,3575134
36.3221298199893,32.289447849986,714,ACTED,11,10,0,6,8,D11-B10-B6,D11-B10-B8,32.28944785000,36.32212982000,668,4,no,,248048,3575126
36.3218727999893,32.289572369986,715,ACTED,11,10,0,5,6,D11-B10-B5,D11-B10-B6,32.28957237000,36.32187280000,675,4,no,,248021,3575130
36.3214512899893,32.289665719986,716,ACTED,11,10,0,4,7,D11-B10-B4,D11-B10-B7,32.28966572000,36.32145129000,673,4,no,,247980,3575126
36.3211174399893,32.289838409986,717,ACTED,11,10,0,2,5,D11-B10-B2,D11-B10-B5,32.28983841000,36.32111744000,685,4,no,,247944,3575133
36.3198829499893,32.2899537999859,718,ACTED,11,11,0,8,1,D11-B11-B8,D11-B11-B1,32.28995380000,36.31988295000,649,4,no,,247830,3575104
36.3191282399893,32.2900430199859,719,ACTED,11,11,0,6,3,D11-B11-B6,D11-B11-B3,32.29004302000,36.31912824000,684,4,no,,247760,3575088
36.3189351899893,32.2901001899859,720,ACTED,11,11,0,5,2,D11-B11-B5,D11-B11-B2,32.29010019000,36.31893519000,690,4,no,,247741,3575088
36.3185379299892,32.2901878699859,721,ACTED,11,11,0,3,4,D11-B11-B3,D11-B11-B4,32.29018787000,36.31853793000,669,4,no,,247703,3575084
36.3164070599892,32.2900770599858,722,ACTED,11,11,0,1,7,D11-B11-B1,D11-B11-B7,32.29007706000,36.31640706000,678,4,no,,247519,3575002
36.3175059999892,32.2897501799859,723,ACTED,11,11,0,2,6,D11-B11-B2,D11-B11-B6,32.28975018000,36.31750600000,683,4,no,,247629,3575004
36.3182885799892,32.2893759799859,724,ACTED,11,11,0,4,9,D11-B11-B4,D11-B11-B9,32.28937598000,36.31828858000,675,4,no,,247712,3574991
36.3189370899893,32.2892111299859,725,ACTED,11,11,0,7,8,D11-B11-B7,D11-B11-B8,32.28921113000,36.31893709000,676,4,no,,247776,3574996
36.3200873299893,32.289343949986,726,ACTED,11,11,0,9,5,D11-B11-B9,D11-B11-B5,32.28934395000,36.32008733000,676,4,no,,247872,3575048
